name,CollectionSite,Address 1,City,state,postal,googleMapsUrl,address,source,source_date,lng,lat
WINFIELD POLICE DEPARTMENT,WALGREENS PHARMACY,10920 RANDOLPH STREET,CROWN POINT,IN,46307,"http://maps.google.com/maps?q=10920 RANDOLPH STREET,+CROWN POINT,+IN+46307&hl=en","10920 RANDOLPH STREET, CROWN POINT, IN 46307",DEA,NTBD_2018_OCT,-87.23905,41.419697
ARCOLA POLICE DEPARTMENT,ARCOLA POLICE DEPARTMENT,114 N. LOCUST,ARCOLA,IL,61910,"http://maps.google.com/maps?q=114 N. LOCUST,+ARCOLA,+IL+61910&hl=en","114 N. LOCUST, ARCOLA, IL 61910",DEA,NTBD_2018_OCT,-88.3065070458305,39.6845660859567
AURORA POLICE DEPARTMENT,AURORA POLICE DEPARTMENT,1200 E. INDIAN TRAIL,AURORA,IL,60505,"http://maps.google.com/maps?q=1200 E. INDIAN TRAIL,+AURORA,+IL+60505&hl=en","1200 E. INDIAN TRAIL, AURORA, IL 60505",DEA,NTBD_2018_OCT,-88.2863605155901,41.7824382094759
BERWYN POLICE DEPARTMENT,BERWYN POLICE DEPARTMENT,6401 W 31ST,BERWYN,IL,60402,"http://maps.google.com/maps?q=6401 W 31ST,+BERWYN,+IL+60402&hl=en","6401 W 31ST, BERWYN, IL 60402",DEA,NTBD_2018_OCT,-87.78333,41.836104999999996
BOLINGBROOK POLICE DEPARTMENT,BOLINGBROOK POLICE DEPARTMENT,375 W BRIARCLIFF ROAD,BOLINGBROOK,IL,60440,"http://maps.google.com/maps?q=375 W BRIARCLIFF ROAD,+BOLINGBROOK,+IL+60440&hl=en","375 W BRIARCLIFF ROAD, BOLINGBROOK, IL 60440",DEA,NTBD_2018_OCT,-88.0811329861192,41.6980939733931
BRIDGEVIEW POLICE DEPARTMENT,BRIDGEVIEW POLICE DEPARTMENT,7500 S. OKETO AVE,BRIDGEVIEW,IL,60455,"http://maps.google.com/maps?q=7500 S. OKETO AVE,+BRIDGEVIEW,+IL+60455&hl=en","7500 S. OKETO AVE, BRIDGEVIEW, IL 60455",DEA,NTBD_2018_OCT,-87.80496,41.755154
CEDAR LAKE POLICE DEPARTMENT,CEDAR LAKE POLICE DEPARTMENT DROP BOX 24/7,7408 CONSTITUTION AVENUE,CEDAR LAKE,IN,46303,"http://maps.google.com/maps?q=7408 CONSTITUTION AVENUE,+CEDAR LAKE,+IN+46303&hl=en","7408 CONSTITUTION AVENUE, CEDAR LAKE, IN 46303",DEA,NTBD_2018_OCT,-87.42325600000001,41.367435
EVERGREEN PARK POLICE DEPARTMENT,EVERGREEN PARK POLICE DEPARMENT,9420 S KEDZIE AVE,EVERGREEN PARK,IL,60805,"http://maps.google.com/maps?q=9420 S KEDZIE AVE,+EVERGREEN PARK,+IL+60805&hl=en","9420 S KEDZIE AVE, EVERGREEN PARK, IL 60805",DEA,NTBD_2018_OCT,-87.701904,41.72221
GRIFFITH POLICE DEPARTMENT,GRIFFITH POLICE DEPARTMENT DROP BOX,115 NORTH BROAD STREET,GRIFFITH,IN,46319,"http://maps.google.com/maps?q=115 NORTH BROAD STREET,+GRIFFITH,+IN+46319&hl=en","115 NORTH BROAD STREET, GRIFFITH, IN 46319",DEA,NTBD_2018_OCT,-87.42764,41.52315
HAMMOND POLICE DEPARTMENT,HAMMOND POLICE DEPARTMENT,509 DOUGLAS STREET,HAMMOND,IN,46320,"http://maps.google.com/maps?q=509 DOUGLAS STREET,+HAMMOND,+IN+46320&hl=en","509 DOUGLAS STREET, HAMMOND, IN 46320",DEA,NTBD_2018_OCT,-87.51737,41.614887
HIGHLAND POLICE DEPARTMENT,HIGHLAND POLICE DEPARTMENT DROP BOX,3315 RIDGE RD.,HIGHLAND,IN,46322,"http://maps.google.com/maps?q=3315 RIDGE RD.,+HIGHLAND,+IN+46322&hl=en","3315 RIDGE RD., HIGHLAND, IN 46322",DEA,NTBD_2018_OCT,-87.44904,41.553387
HOBART POLICE DEPARTMENT,HOBART POLICE DEPARTMENT DROP BOX M-F 8-5,705 EAST FOURTH STREET,HOBART,IN,46342,"http://maps.google.com/maps?q=705 EAST FOURTH STREET,+HOBART,+IN+46342&hl=en","705 EAST FOURTH STREET, HOBART, IN 46342",DEA,NTBD_2018_OCT,-87.25255600000001,41.531673
INDIANA BOARD OF PHARMACY,IU NORTHWEST CAMPUS IU CAMPUS PD,3400 BROADWAY,GARY,IN,46408,"http://maps.google.com/maps?q=3400 BROADWAY,+GARY,+IN+46408&hl=en","3400 BROADWAY, GARY, IN 46408",DEA,NTBD_2018_OCT,-87.336555,41.55657
KANKAKEE AREA METROPOLITAN ENFORCEMENT GROUP,NORTHFIELD SQUARE MALL,1600 N STATE RT. 50,BRADLEY,IL,60915,"http://maps.google.com/maps?q=1600 N STATE RT. 50,+BRADLEY,+IL+60915&hl=en","1600 N STATE RT. 50, BRADLEY, IL 60915",DEA,NTBD_2018_OCT,,
LAGRANGE PARK POLICE,LAGRANGE PARK POLICE,447 N CATHERIN,LA GRANGE PARK,IL,60526,"http://maps.google.com/maps?q=447 N CATHERIN,+LA GRANGE PARK,+IL+60526&hl=en","447 N CATHERIN, LA GRANGE PARK, IL 60526",DEA,NTBD_2018_OCT,,
LOMBARD POLICE DEPARTMENT,LOMBARD POLICE DEPARTMENT,235 E. WILSON,LOMBARD,IL,60148,"http://maps.google.com/maps?q=235 E. WILSON,+LOMBARD,+IL+60148&hl=en","235 E. WILSON, LOMBARD, IL 60148",DEA,NTBD_2018_OCT,,
MATTOON POLICE DEPARTMENT,CVS PHARMACY,1316 CHARLESTON AVENUE,MATTOON,IL,61938,"http://maps.google.com/maps?q=1316 CHARLESTON AVENUE,+MATTOON,+IL+61938&hl=en","1316 CHARLESTON AVENUE, MATTOON, IL 61938",DEA,NTBD_2018_OCT,-88.37001,39.48153
METROPOLITAN WATER RECLAMATION POLICE,METOPOLITAN WATER RECLAMATION POLICE,6001 W. PERSHING RD,CHICAGO,IL,60609,"http://maps.google.com/maps?q=6001 W. PERSHING RD,+CHICAGO,+IL+60609&hl=en","6001 W. PERSHING RD, CHICAGO, IL 60609",DEA,NTBD_2018_OCT,-87.6714141,41.8232806
METROPOLITAN WATER RECLAMATION POLICE,METRO WATER RECLAMATION POLICE,400 E. 130TH ST,CHICAGO,IL,60628,"http://maps.google.com/maps?q=400 E. 130TH ST,+CHICAGO,+IL+60628&hl=en","400 E. 130TH ST, CHICAGO, IL 60628",DEA,NTBD_2018_OCT,-87.6017897369167,41.66395735
METROPOLITAN WATER RECLAMATION POLICE,METRO WATER RECLAMATION POLICE,6001 W. PERSHING RD,CICERO,IL,60804,"http://maps.google.com/maps?q=6001 W. PERSHING RD,+CICERO,+IL+60804&hl=en","6001 W. PERSHING RD, CICERO, IL 60804",DEA,NTBD_2018_OCT,-87.7572061,41.8218857
"MOKENA, ILLINOIS POLICE DEPARTMENT",MOKENA POLICE DEPARMENT,10907 FRONT STREET,MOKENA,IL,60448,"http://maps.google.com/maps?q=10907 FRONT STREET,+MOKENA,+IL+60448&hl=en","10907 FRONT STREET, MOKENA, IL 60448",DEA,NTBD_2018_OCT,-87.88253,41.53325
MONTICELLO POLICE DEPARTMENT,MONTICELLO POLICE DEPARTMENT,301 N. HAMILTON,MONTICELLO,IL,61856,"http://maps.google.com/maps?q=301 N. HAMILTON,+MONTICELLO,+IL+61856&hl=en","301 N. HAMILTON, MONTICELLO, IL 61856",DEA,NTBD_2018_OCT,,
MUNSTER POLICE DEPARTMENT,MUNSTER POLICE DEPARTMENT DROP BOX,1001 RIDGE RD.,MUNSTER,IN,46321,"http://maps.google.com/maps?q=1001 RIDGE RD.,+MUNSTER,+IN+46321&hl=en","1001 RIDGE RD., MUNSTER, IN 46321",DEA,NTBD_2018_OCT,-87.50485,41.56071
NAPERVILLE POLICE DEPARTMENT,NAPERVILLE POLICE DEPARTMENT,1350 AURORA AVENUE,NAPERVILLE,IL,60540,"http://maps.google.com/maps?q=1350 AURORA AVENUE,+NAPERVILLE,+IL+60540&hl=en","1350 AURORA AVENUE, NAPERVILLE, IL 60540",DEA,NTBD_2018_OCT,-88.1764,41.766422
NORTH RIVERSIDE POLICE DEPARTMENT,NORTH RIVERSIDE POLICE DEPARTMENT,2359 S. DESPLAINES,NORTH RIVERSIDE,IL,60546,"http://maps.google.com/maps?q=2359 S. DESPLAINES,+NORTH RIVERSIDE,+IL+60546&hl=en","2359 S. DESPLAINES, NORTH RIVERSIDE, IL 60546",DEA,NTBD_2018_OCT,-87.82307,41.84688
ORLAND PARK POLICE DEPARTMENT,ORLAND PARK POLICE DEPARTMENT,15100 RAVINIA AVE,ORLAND PARK,IL,60462,"http://maps.google.com/maps?q=15100 RAVINIA AVE,+ORLAND PARK,+IL+60462&hl=en","15100 RAVINIA AVE, ORLAND PARK, IL 60462",DEA,NTBD_2018_OCT,-87.85601,41.615612
PLAINFIELD POLICE DEPARTMENT,PLAINFIELD POLICE DEPARTMENT,14300 S. COIL PLUS DRIVE,PLAINFIELD,IL,60544,"http://maps.google.com/maps?q=14300 S. COIL PLUS DRIVE,+PLAINFIELD,+IL+60544&hl=en","14300 S. COIL PLUS DRIVE, PLAINFIELD, IL 60544",DEA,NTBD_2018_OCT,-88.21712,41.622124
PORTAGE POLICE DEPARTMENT,PORTAGE POLICE DEPARTMENT DROP BOX 24/7,6260 CENTRAL AVENUE,PORTAGE,IN,46368,"http://maps.google.com/maps?q=6260 CENTRAL AVENUE,+PORTAGE,+IN+46368&hl=en","6260 CENTRAL AVENUE, PORTAGE, IN 46368",DEA,NTBD_2018_OCT,-87.17269,41.5759
SAUK VILLAGE POLICE DEPARTMENT,SAUK VILLAGE POLICE DEPARTMENT POLICE DEPARTMENT LOBBY,21701 TORRENCE AVE.,SAUK VILLAGE,IL,60411,"http://maps.google.com/maps?q=21701 TORRENCE AVE.,+SAUK VILLAGE,+IL+60411&hl=en","21701 TORRENCE AVE., SAUK VILLAGE, IL 60411",DEA,NTBD_2018_OCT,-87.557985,41.494859
VILLAGE OF SAUK VILLAGE POLICE DEPARTMENT,SAUK VILLAGE POLICE DEPARTMENT POLICE DEPARTMENT LOBBY,21701 TORRENCE AVE,SAUK VILLAGE,IL,60411,"http://maps.google.com/maps?q=21701 TORRENCE AVE,+SAUK VILLAGE,+IL+60411&hl=en","21701 TORRENCE AVE, SAUK VILLAGE, IL 60411",DEA,NTBD_2018_OCT,-87.557985,41.494859
VILLAGE OF WINFIELD,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,25 N. WINFIELD ROAD,WINFIELD,IL,60190,"http://maps.google.com/maps?q=25 N. WINFIELD ROAD,+WINFIELD,+IL+60190&hl=en","25 N. WINFIELD ROAD, WINFIELD, IL 60190",DEA,NTBD_2018_OCT,-88.1557422012887,41.8735075
WESTMONT POLICE DEPARTMENT,WESTMONT POLICE DEPARTMENT 2ND LOCATION - MARIANO'S OUTDOOR FOODCOURT,150 63RD STREET,WESTMONT,IL,60559,"http://maps.google.com/maps?q=150 63RD STREET,+WESTMONT,+IL+60559&hl=en","150 63RD STREET, WESTMONT, IL 60559",DEA,NTBD_2018_OCT,-87.978736,41.773661
WESTMONT POLICE DEPARTMENT,WESTMONT POLICE DEPARTMENT HEADQUARTERS,500 N. CASS AVE,WESTMONT,IL,60559,"http://maps.google.com/maps?q=500 N. CASS AVE,+WESTMONT,+IL+60559&hl=en","500 N. CASS AVE, WESTMONT, IL 60559",DEA,NTBD_2018_OCT,-87.9764072,41.8072548
WILL COUNTY SHERIFF'S OFFICE,WILL COUNTY COURTHOUSE PARKING LOT,14 W. JEFFERSON ST,JOLIET,IL,60432,"http://maps.google.com/maps?q=14 W. JEFFERSON ST,+JOLIET,+IL+60432&hl=en","14 W. JEFFERSON ST, JOLIET, IL 60432",DEA,NTBD_2018_OCT,-88.08286,41.52494
WILMINGTON POLICE DEPARTMENT,WILMINGTON POLICE DEPARTMENT PHILLIP ARNOLD,"WILMINGTON POLICE DEPARTMENT, 129 ROBERT WEIDLING DR",WILMINGTON,IL,60481,"http://maps.google.com/maps?q=WILMINGTON POLICE DEPARTMENT, 129 ROBERT WEIDLING DR,+WILMINGTON,+IL+60481&hl=en","WILMINGTON POLICE DEPARTMENT, 129 ROBERT WEIDLING DR, WILMINGTON, IL 60481",DEA,NTBD_2018_OCT,,
ALGONQUIN POLICE,ALGONQUIN POLICE DEPARTMENT,2200 HARNISH DRIVE,ALGONQUIN,IL,60102,"http://maps.google.com/maps?q=2200 HARNISH DRIVE,+ALGONQUIN,+IL+60102&hl=en","2200 HARNISH DRIVE, ALGONQUIN, IL 60102",DEA,NTBD_2018_OCT,-88.3233,42.16485
ARLINGTON HEIGHTS POLICE DEPARTMENT,ARLINGTON HEIGHTS VILLAGE HALL,33 S. ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,"http://maps.google.com/maps?q=33 S. ARLINGTON HEIGHTS ROAD,+ARLINGTON HEIGHTS,+IL+60005&hl=en","33 S. ARLINGTON HEIGHTS ROAD, ARLINGTON HEIGHTS, IL 60005",DEA,NTBD_2018_OCT,-87.98048,42.08177
BARRINGTON POLICE DEPARTMENT,BARRINGTON PUBLIC SAFETY BUILDING,400 N. NORTHWEST HWY,BARRINGTON,IL,60010,"http://maps.google.com/maps?q=400 N. NORTHWEST HWY,+BARRINGTON,+IL+60010&hl=en","400 N. NORTHWEST HWY, BARRINGTON, IL 60010",DEA,NTBD_2018_OCT,-88.128541,42.158604
BUFFALO GROVE POLICE DEPARTMENT,BUFFALO GROVE POLICE,46 RAUPP BLV,BUFFALO GROVE,IL,60089,"http://maps.google.com/maps?q=46 RAUPP BLV,+BUFFALO GROVE,+IL+60089&hl=en","46 RAUPP BLV, BUFFALO GROVE, IL 60089",DEA,NTBD_2018_OCT,-87.96727,42.15248
BUFFALO GROVE POLICE DEPARTMENT,BUFFALO GROVE POLICE @ MARIANO'S,450 W. HALF DAY ROAD,BUFFALO GROVE,IL,60089,"http://maps.google.com/maps?q=450 W. HALF DAY ROAD,+BUFFALO GROVE,+IL+60089&hl=en","450 W. HALF DAY ROAD, BUFFALO GROVE, IL 60089",DEA,NTBD_2018_OCT,,
CARY POLICE DEPARTMENT,CARY POLICE DEPARTMENT,654 VILLAGE HALL DRIVE,CARY,IL,60013,"http://maps.google.com/maps?q=654 VILLAGE HALL DRIVE,+CARY,+IL+60013&hl=en","654 VILLAGE HALL DRIVE, CARY, IL 60013",DEA,NTBD_2018_OCT,,
CRYSTAL LAKE POLICE DEPARTMENT,CRYSTAL LAKE POLICE DEPARTMENT,100 W WOODSTOCK STREET,CRYSTAL LAKE,IL,60014,"http://maps.google.com/maps?q=100 W WOODSTOCK STREET,+CRYSTAL LAKE,+IL+60014&hl=en","100 W WOODSTOCK STREET, CRYSTAL LAKE, IL 60014",DEA,NTBD_2018_OCT,-88.32521,42.244694
DEKALB POLICE DEPARTMENT,DEKALB POLICE DEPARTMENT,700 W. LINCOLN HWY,DEKALB,IL,60115,"http://maps.google.com/maps?q=700 W. LINCOLN HWY,+DEKALB,+IL+60115&hl=en","700 W. LINCOLN HWY, DEKALB, IL 60115",DEA,NTBD_2018_OCT,-88.76647,41.931076000000004
DES PLAINES POLICE DEPARTMENT,DES PLAINES POLICE DEPARTMENT FRONT LOBBY,1418 MINER ST.,DES PLAINES,IL,60016,"http://maps.google.com/maps?q=1418 MINER ST.,+DES PLAINES,+IL+60016&hl=en","1418 MINER ST., DES PLAINES, IL 60016",DEA,NTBD_2018_OCT,-87.88874,42.042145
EL PASO POLICE DEPARTMENT,EL PASO POLICE DEPARTMENT,540 E. MAIN STREET,EL PASO,IL,61738,"http://maps.google.com/maps?q=540 E. MAIN STREET,+EL PASO,+IL+61738&hl=en","540 E. MAIN STREET, EL PASO, IL 61738",DEA,NTBD_2018_OCT,-104.739080455691,38.7542697323327
ELK GROVE VILLAGE POLICE DEPARTMENT,ELK GROVE VIILAGE POLICE DEPARTMENT,901 WELLINGTON AVE,ELK GROVE VILLAGE,IL,60007,"http://maps.google.com/maps?q=901 WELLINGTON AVE,+ELK GROVE VILLAGE,+IL+60007&hl=en","901 WELLINGTON AVE, ELK GROVE VILLAGE, IL 60007",DEA,NTBD_2018_OCT,-88.00919,42.0035
ELMHURST POLICE,ELMHURST POLICE DEPARTMENT,125 E. FIRST,ELMHURST,IL,60126,"http://maps.google.com/maps?q=125 E. FIRST,+ELMHURST,+IL+60126&hl=en","125 E. FIRST, ELMHURST, IL 60126",DEA,NTBD_2018_OCT,,
EVANSTON POLICE DEPARTMENT,EVANSTON POLICE DEPARTMENT,1454 ELMWOOD AVE.,EVANSTON,IL,60201,"http://maps.google.com/maps?q=1454 ELMWOOD AVE.,+EVANSTON,+IL+60201&hl=en","1454 ELMWOOD AVE., EVANSTON, IL 60201",DEA,NTBD_2018_OCT,-87.68355,42.044247
GLENVIEW P.D.,GLENVIEW P.D. EAST PARKING LOT,2500 EAST LAKE AVE.,GLENVIEW,IL,60026,"http://maps.google.com/maps?q=2500 EAST LAKE AVE.,+GLENVIEW,+IL+60026&hl=en","2500 EAST LAKE AVE., GLENVIEW, IL 60026",DEA,NTBD_2018_OCT,-87.82175,42.077744
HARPER COLLEGE POLICE DEPARTMENT,HARPER COLLEGE POLICE DEPARTMENT,1200 W. ALGONQUIN ROAD,PALATINE,IL,60067,"http://maps.google.com/maps?q=1200 W. ALGONQUIN ROAD,+PALATINE,+IL+60067&hl=en","1200 W. ALGONQUIN ROAD, PALATINE, IL 60067",DEA,NTBD_2018_OCT,-88.0719267096166,42.08059685
HOLLAND DEPARTMENT OF PUBLIC SAFETY,HOLLAND DEPARTMENT OF PUBLIC SAFETY,89 W 8TH STREET,HOLLAND,MI,49423,"http://maps.google.com/maps?q=89 W 8TH STREET,+HOLLAND,+MI+49423&hl=en","89 W 8TH STREET, HOLLAND, MI 49423",DEA,NTBD_2018_OCT,-86.11159,42.790287
HUNTLEY POLICE DEPARTMENT,HUNTLEY POLICE DEPARTMENT,10911 MAIN STREET,HUNTLEY,IL,60142,"http://maps.google.com/maps?q=10911 MAIN STREET,+HUNTLEY,+IL+60142&hl=en","10911 MAIN STREET, HUNTLEY, IL 60142",DEA,NTBD_2018_OCT,-88.422739,42.1683476
JOHNSBURG POLICE DEPARTMENT,JOHNSBURG POLICE DEPARTMENT PUBLIC SAFETY BUILDING,3611 CHAPEL HILL ROADATTN: JOHNSBURG POLICE DEPARTMENT,JOHNSBURG,IL,60051,"http://maps.google.com/maps?q=3611 CHAPEL HILL ROAD,+JOHNSBURG,+IL+60051&hl=en","3611 CHAPEL HILL ROADATTN: JOHNSBURG POLICE DEPARTMENT, JOHNSBURG, IL 60051",DEA,NTBD_2018_OCT,,
KANE COUNTY CORONER OFFICE,KANE COUNTY CORONER OFFICE STEVE LAKER,719 S. BATAVIA AVE. BUILDING E,GENEVA,IL,60134,"http://maps.google.com/maps?q=719 S. BATAVIA AVE. BUILDING E,+GENEVA,+IL+60134&hl=en","719 S. BATAVIA AVE. BUILDING E, GENEVA, IL 60134",DEA,NTBD_2018_OCT,-88.30875999999999,41.88065
KANE COUNTY SHERIFF'S OFFICE,KANE COUNTY SHERIFF'S OFFICE,37W755 IL ROUTE 38,SAINT CHARLES,IL,60175,"http://maps.google.com/maps?q=37W755 IL ROUTE 38,+SAINT CHARLES,+IL+60175&hl=en","37W755 IL ROUTE 38, SAINT CHARLES, IL 60175",DEA,NTBD_2018_OCT,-88.3531637810183,41.90191775
KENOSHA COUNTY SHERIFF'S DEPARTMENT,KENOSHA COUNTY CENTER EVENT 9:00AM-1:00PM,19600 75TH STREET,BRISTOL,WI,53104,"http://maps.google.com/maps?q=19600 75TH STREET,+BRISTOL,+WI+53104&hl=en","19600 75TH STREET, BRISTOL, WI 53104",DEA,NTBD_2018_OCT,-88.04559,42.568447
LAKE COUNTY SHERIFF OFFICE,LONG GROVE FIRE DEPT,1165 OLD MCHENRY RD,LAKE ZURICH,IL,60047,"http://maps.google.com/maps?q=1165 OLD MCHENRY RD,+LAKE ZURICH,+IL+60047&hl=en","1165 OLD MCHENRY RD, LAKE ZURICH, IL 60047",DEA,NTBD_2018_OCT,-88.068786,42.220604
LAKE COUNTY SHERIFF OFFICE,SAINT PETER CHURCH,27551 VOLO VILLAGE RD,ROUND LAKE,IL,60073,"http://maps.google.com/maps?q=27551 VOLO VILLAGE RD,+ROUND LAKE,+IL+60073&hl=en","27551 VOLO VILLAGE RD, ROUND LAKE, IL 60073",DEA,NTBD_2018_OCT,,
LAKE COUNTY SHERIFF OFFICE,VILLAGE OF BEACH PARK,11270 W. WADSORTH RD,ZION,IL,60099,"http://maps.google.com/maps?q=11270 W. WADSORTH RD,+ZION,+IL+60099&hl=en","11270 W. WADSORTH RD, ZION, IL 60099",DEA,NTBD_2018_OCT,,
LAKE FOREST POLICE DEPARTMENT,LAKE FOREST HOSPITAL BAYS MEDICAL BUILDING ENTRANCE,900 N WESTMORELAND,LAKE FOREST,IL,60045,"http://maps.google.com/maps?q=900 N WESTMORELAND,+LAKE FOREST,+IL+60045&hl=en","900 N WESTMORELAND, LAKE FOREST, IL 60045",DEA,NTBD_2018_OCT,,
LAKE IN THE HILLS POLICE DEPARTMENT,LAKE IN THE HILLS POLICE DEPARTMENT,1115 CRYSTAL LAKE RD,LAKE IN THE HILLS,IL,60156,"http://maps.google.com/maps?q=1115 CRYSTAL LAKE RD,+LAKE IN THE HILLS,+IL+60156&hl=en","1115 CRYSTAL LAKE RD, LAKE IN THE HILLS, IL 60156",DEA,NTBD_2018_OCT,-88.33031,42.186855
LAKE ZURICH POLICE DEPARTMENT,MARIANO'S GROCERY STORE,1350 E. ROUTE 22,LAKE ZURICH,IL,60047,"http://maps.google.com/maps?q=1350 E. ROUTE 22,+LAKE ZURICH,+IL+60047&hl=en","1350 E. ROUTE 22, LAKE ZURICH, IL 60047",DEA,NTBD_2018_OCT,,
LAKEWOOD POLICE DEPARTMENT,LAKEWOOD POLICE DEPARTMENT,2500 LAKE AVENUE,CRYSTAL LAKE,IL,60014,"http://maps.google.com/maps?q=2500 LAKE AVENUE,+CRYSTAL LAKE,+IL+60014&hl=en","2500 LAKE AVENUE, CRYSTAL LAKE, IL 60014",DEA,NTBD_2018_OCT,-88.3380728,42.2311487
LASALLE COUNTY CORONER & SHERIFF,LASALLE COUNTY CORONER AND SHERIFF NORTH ENTRY POINT,707 EAST ETNA ROAD,OTTAWA,IL,61350,"http://maps.google.com/maps?q=707 EAST ETNA ROAD,+OTTAWA,+IL+61350&hl=en","707 EAST ETNA ROAD, OTTAWA, IL 61350",DEA,NTBD_2018_OCT,-88.82666,41.37363
MARENGO POLICE DEPARTMENT,MARENGO POLICE DEPARTMENT,142 E. PRAIRIE STREET,MARENGO,IL,60152,"http://maps.google.com/maps?q=142 E. PRAIRIE STREET,+MARENGO,+IL+60152&hl=en","142 E. PRAIRIE STREET, MARENGO, IL 60152",DEA,NTBD_2018_OCT,-88.60765,42.250009999999996
MCHENRY POLICE DEPARTMENT,CITY OF MCHENRY POLICE DEPARTMENT,333 S. GREEN STREET,MCHENRY,IL,60050,"http://maps.google.com/maps?q=333 S. GREEN STREET,+MCHENRY,+IL+60050&hl=en","333 S. GREEN STREET, MCHENRY, IL 60050",DEA,NTBD_2018_OCT,-88.26749000000001,42.3237
METROPOLITAN WATER RECLAMATION POLICE,METRO WATER RECLAMATION POLICE,3500 HOWARD ST,SKOKIE,IL,60076,"http://maps.google.com/maps?q=3500 HOWARD ST,+SKOKIE,+IL+60076&hl=en","3500 HOWARD ST, SKOKIE, IL 60076",DEA,NTBD_2018_OCT,-87.71686600000001,42.019077
MOUNT PROSPECT POLICE DEPARTMENT,POLICE DEPARTMENT LOBBY,112 E. NORTHWEST HWY,MOUNT PROSPECT,IL,60056,"http://maps.google.com/maps?q=112 E. NORTHWEST HWY,+MOUNT PROSPECT,+IL+60056&hl=en","112 E. NORTHWEST HWY, MOUNT PROSPECT, IL 60056",DEA,NTBD_2018_OCT,-87.935057500718,42.0629800909729
NORTHBROOK POLICE DEPARTMENT,NORTHBROOK POLICE DEPARTMENT,1401 LANDWEHR RD.,NORTHBROOK,IL,60062,"http://maps.google.com/maps?q=1401 LANDWEHR RD.,+NORTHBROOK,+IL+60062&hl=en","1401 LANDWEHR RD., NORTHBROOK, IL 60062",DEA,NTBD_2018_OCT,-87.85844,42.127327
NORTHFIELD POLICE DEPARTMENT,NORTHFIELD POLICE DEPARTMENT,350 WALNUT AVE.,NORTHFIELD,IL,60093,"http://maps.google.com/maps?q=350 WALNUT AVE.,+NORTHFIELD,+IL+60093&hl=en","350 WALNUT AVE., NORTHFIELD, IL 60093",DEA,NTBD_2018_OCT,-87.72658,42.100567
OAK CREEK POLICE DEPARTMENT,PICK N SAVE EVENT 10:00AM-2:00PM,8770 S HOWELL AVE,OAK CREEK,WI,53154,"http://maps.google.com/maps?q=8770 S HOWELL AVE,+OAK CREEK,+WI+53154&hl=en","8770 S HOWELL AVE, OAK CREEK, WI 53154",DEA,NTBD_2018_OCT,-87.91226,42.884842
OTTAWA POLICE DEPARTMENT,OTTAWA POLICE DEPARTMENT LOBBY,301W. LAFYETTE ST.,OTTAWA,IL,61350,"http://maps.google.com/maps?q=301,+OTTAWA,+IL+61350&hl=en","301W. LAFYETTE ST., OTTAWA, IL 61350",DEA,NTBD_2018_OCT,,
PALATINE POLICE DEPARTMENT,PALATINE POLICE DEPARTMENT,595 N. HICKS RD.,PALATINE,IL,60067,"http://maps.google.com/maps?q=595 N. HICKS RD.,+PALATINE,+IL+60067&hl=en","595 N. HICKS RD., PALATINE, IL 60067",DEA,NTBD_2018_OCT,-88.03389,42.121395
ROLLING MEADOWS POLICE DEPARTMENT,ROLLING MEADOWS POLICE DEPARTMENT,3600 KIRCHOFF RD.,ROLLING MEADOWS,IL,60008,"http://maps.google.com/maps?q=3600 KIRCHOFF RD.,+ROLLING MEADOWS,+IL+60008&hl=en","3600 KIRCHOFF RD., ROLLING MEADOWS, IL 60008",DEA,NTBD_2018_OCT,-88.02539,42.08017
SANDWICH POLICE DEPARTMENT/NW MEDICINE/VALLEY WEST,NORTHWEST MEDICINE VALLEY WEST HOSPITAL,1302 N. MAIN STREET,SANDWICH,IL,60548,"http://maps.google.com/maps?q=1302 N. MAIN STREET,+SANDWICH,+IL+60548&hl=en","1302 N. MAIN STREET, SANDWICH, IL 60548",DEA,NTBD_2018_OCT,-88.62159,41.6354
SKOKIE POLICE DEPARTMENT,SKOKIE POLICE DEPARTMENT,7300 NILES CENTER,SKOKIE,IL,60077,"http://maps.google.com/maps?q=7300 NILES CENTER,+SKOKIE,+IL+60077&hl=en","7300 NILES CENTER, SKOKIE, IL 60077",DEA,NTBD_2018_OCT,-87.76153000000001,42.013275
SOUTH MILWAUKEE POLICE DEPARTMENT,SOUTH MILWAUKEE POLICE DEPARTMENT EVENT 10:00AM-1:00PM,2424 15TH AVE,SOUTH MILWAUKEE,WI,53172,"http://maps.google.com/maps?q=2424 15TH AVE,+SOUTH MILWAUKEE,+WI+53172&hl=en","2424 15TH AVE, SOUTH MILWAUKEE, WI 53172",DEA,NTBD_2018_OCT,-87.87175,42.90759
ST. CHARLES POLICE DEPARTMENT,NORTHWESTERN MEDICINE CONVENIENT CARE ST. CHARLES,2900 FOXFIELD DR,SAINT CHARLES,IL,60174,"http://maps.google.com/maps?q=2900 FOXFIELD DR,+SAINT CHARLES,+IL+60174&hl=en","2900 FOXFIELD DR, SAINT CHARLES, IL 60174",DEA,NTBD_2018_OCT,-88.27969,41.92423
