name,CollectionSite,Address 1,City,state,postal,googleMapsUrl,address,source,source_date
BENNINGTON POLICE DEPARTMENT,SOUTHWESTERN VERMONT MEDICAL CENTER FRONT LOBBY,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,"http://maps.google.com/maps?q=100 HOSPITAL DRIVE,+BENNINGTON,+VT+05201&hl=en","100 HOSPITAL DRIVE, BENNINGTON, VT 05201",DEA,NTBD_2018_OCT
BENNINGTON POLICE DEPARTMENT,WINHALL POLICE DEPARTMENT FRONT LOBBY,113 VT ROUTE 30,BONDVILLE,VT,5340,"http://maps.google.com/maps?q=113 VT ROUTE 30,+BONDVILLE,+VT+05340&hl=en","113 VT ROUTE 30, BONDVILLE, VT 05340",DEA,NTBD_2018_OCT
BERLIN POLICE DEPARTMENT,BERLIN POLICE DEPARTMENT,240 KENSINGTON ROAD,BERLIN,CT,6037,"http://maps.google.com/maps?q=240 KENSINGTON ROAD,+BERLIN,+CT+06037&hl=en","240 KENSINGTON ROAD, BERLIN, CT 06037",DEA,NTBD_2018_OCT
BETHANY POLICE DEPARTMENT,TROOP I RESIDENT TROOPERS OFFICE,631 AMITY ROAD,NEW HAVEN,CT,6525,"http://maps.google.com/maps?q=631 AMITY ROAD,+NEW HAVEN,+CT+06525&hl=en","631 AMITY ROAD, NEW HAVEN, CT 06525",DEA,NTBD_2018_OCT
BETHLEHEM POLICE DEPARTMENT,ELM AVENUE PARK FRONT PARKING LOT,249 ELM AVENUE,DELMAR,NY,12054,"http://maps.google.com/maps?q=249 ELM AVENUE,+DELMAR,+NY+12054&hl=en","249 ELM AVENUE, DELMAR, NY 12054",DEA,NTBD_2018_OCT
BILLERICA POLICE,BILLERICA POLICE,6 GOOD ST,BILLERICA,MA,1821,"http://maps.google.com/maps?q=6 GOOD ST,+BILLERICA,+MA+01821&hl=en","6 GOOD ST, BILLERICA, MA 01821",DEA,NTBD_2018_OCT
BLACKSTONE POLICE DEPARTMENT,BLACKSTONE POLICE DEPARTMENT LT. GREGORY GILMORE,15 ST. PAUL STREET,BLACKSTONE,MA,1504,"http://maps.google.com/maps?q=15 ST. PAUL STREET,+BLACKSTONE,+MA+01504&hl=en","15 ST. PAUL STREET, BLACKSTONE, MA 01504",DEA,NTBD_2018_OCT
BOROUGH OF FAIRVIEW,FAIRVIEW POLICE DEPARTMENT 201-943-2100,59 ANDERSON AVE.,FAIRVIEW,NJ,7022,"http://maps.google.com/maps?q=59 ANDERSON AVE.,+FAIRVIEW,+NJ+07022&hl=en","59 ANDERSON AVE., FAIRVIEW, NJ 07022",DEA,NTBD_2018_OCT
BOSTON POLICE DEPARTMENT,BOSTON POLICE DEPARTMENT DISTRICT D-14,301 WASHINGTON ST,BRIGHTON,MA,2135,"http://maps.google.com/maps?q=301 WASHINGTON ST,+BRIGHTON,+MA+02135&hl=en","301 WASHINGTON ST, BRIGHTON, MA 02135",DEA,NTBD_2018_OCT
BOXBOROUGH POLICE DEPARTMENT,BOXBOROUGH POLICE DEPARTMENT WARREN B RYDER,520 MASSACHUSETTS AVENUEPOLICE DEPARTMENT,BOXBOROUGH,MA,1719,"http://maps.google.com/maps?q=520 MASSACHUSETTS AVENUE,+BOXBOROUGH,+MA+01719&hl=en","520 MASSACHUSETTS AVENUEPOLICE DEPARTMENT, BOXBOROUGH, MA 01719",DEA,NTBD_2018_OCT
BRADFORD POLICE DEPARTMENT,BRADFORD POLICE DEPARTMENT,2217 STATE ROUTE 114,BRADFORD,NH,3221,"http://maps.google.com/maps?q=2217 STATE ROUTE 114,+BRADFORD,+NH+03221&hl=en","2217 STATE ROUTE 114, BRADFORD, NH 03221",DEA,NTBD_2018_OCT
BRANFORD POLICE DEPARTMENT,BRANFORD POLICE DEPARTMENT,33 LAUREL STREET,BRANFORD,CT,6405,"http://maps.google.com/maps?q=33 LAUREL STREET,+BRANFORD,+CT+06405&hl=en","33 LAUREL STREET, BRANFORD, CT 06405",DEA,NTBD_2018_OCT
BRISTOL POLICE DEPARTMENT,BRISTOL SENIOR COMMUNITY CENTER HOURS OF COLLECTION 10:00 A.M- 1:00 P.M,240 STAFFORD AVENUE,BRISTOL,CT,6010,"http://maps.google.com/maps?q=240 STAFFORD AVENUE,+BRISTOL,+CT+06010&hl=en","240 STAFFORD AVENUE, BRISTOL, CT 06010",DEA,NTBD_2018_OCT
BROOKLINE POLICE DEPARTMENT,BROOKLINE PUBLIC SAFETY BUILDING COMMUNITY ROOM,350 WASHINGTON ST.,BROOKLINE,MA,2445,"http://maps.google.com/maps?q=350 WASHINGTON ST.,+BROOKLINE,+MA+02445&hl=en","350 WASHINGTON ST., BROOKLINE, MA 02445",DEA,NTBD_2018_OCT
BROOKLINE POLICE DEPARTMENT,BROOKLINE SAFETY COMPLEX AMBULANCE BAY DRIVE THROUGH,3 POST OFFICE DR,BROOKLINE,NH,3033,"http://maps.google.com/maps?q=3 POST OFFICE DR,+BROOKLINE,+NH+03033&hl=en","3 POST OFFICE DR, BROOKLINE, NH 03033",DEA,NTBD_2018_OCT
BURLINGTON POLICE DEPARTMENT,BURLINGTON PD,45 CENTER ST,BURLINGTON,MA,1803,"http://maps.google.com/maps?q=45 CENTER ST,+BURLINGTON,+MA+01803&hl=en","45 CENTER ST, BURLINGTON, MA 01803",DEA,NTBD_2018_OCT
BURRILLVILLE POLICE DEPARTMENT,BURRILLVILLE POLICE DEPARTMENT,1477 VICTORY HIGHWAY,HARRISVILLE,RI,2830,"http://maps.google.com/maps?q=1477 VICTORY HIGHWAY,+HARRISVILLE,+RI+02830&hl=en","1477 VICTORY HIGHWAY, HARRISVILLE, RI 02830",DEA,NTBD_2018_OCT
CAIRO POLICE DEPARTMENT,HANNAFORD,223 MAIN STREET,CAIRO,NY,12413,"http://maps.google.com/maps?q=223 MAIN STREET,+CAIRO,+NY+12413&hl=en","223 MAIN STREET, CAIRO, NY 12413",DEA,NTBD_2018_OCT
CASTLETON POLICE DEPARTMENT,CASTLETON POLICE DEPARTMENT,263 VT ROUTE 30,CASTLETON,VT,5735,"http://maps.google.com/maps?q=263 VT ROUTE 30,+CASTLETON,+VT+05735&hl=en","263 VT ROUTE 30, CASTLETON, VT 05735",DEA,NTBD_2018_OCT
CENTRAL FALLS POLICE DEPARTMENT,CENTRAL FALLS POLICE DEPARTMENT LT. CHRISTOPHER REED,160 ILLINOIS STREET,CENTRAL FALLS,RI,2863,"http://maps.google.com/maps?q=160 ILLINOIS STREET,+CENTRAL FALLS,+RI+02863&hl=en","160 ILLINOIS STREET, CENTRAL FALLS, RI 02863",DEA,NTBD_2018_OCT
CHATHAM POLICE DEPARTMENT,CHATHAM PD,77 MAIN STREET,CHATHAM,NY,12037,"http://maps.google.com/maps?q=77 MAIN STREET,+CHATHAM,+NY+12037&hl=en","77 MAIN STREET, CHATHAM, NY 12037",DEA,NTBD_2018_OCT
CHELMSFORD POLICE DEPARTMENT,CHELMSFORD POLICE DEPARTMENT,2 OLDE NORTH RD,CHELMSFORD,MA,1824,"http://maps.google.com/maps?q=2 OLDE NORTH RD,+CHELMSFORD,+MA+01824&hl=en","2 OLDE NORTH RD, CHELMSFORD, MA 01824",DEA,NTBD_2018_OCT
CHESHIRE POLICE DEPARTMENT,CHESHIRE POLICE DEPARTMENT,500 HIGHLAND AVE,CHESHIRE,CT,6410,"http://maps.google.com/maps?q=500 HIGHLAND AVE,+CHESHIRE,+CT+06410&hl=en","500 HIGHLAND AVE, CHESHIRE, CT 06410",DEA,NTBD_2018_OCT
CHESTERFIELD POLICE DEPARTMENT,CHESTERFIELD POLICE DEPARTMENT CHIEF DUANE CHICKERING,490 ROUTE 63PO BOX 231,CHESTERFIELD,NH,3443,"http://maps.google.com/maps?q=490 ROUTE 63,+CHESTERFIELD,+NH+03443&hl=en","490 ROUTE 63PO BOX 231, CHESTERFIELD, NH 03443",DEA,NTBD_2018_OCT
CITY OF PROVIDENCE,WALGREENS PHARMACY,1 POCASSET AVE,PROVIDENCE,RI,2909,"http://maps.google.com/maps?q=1 POCASSET AVE,+PROVIDENCE,+RI+02909&hl=en","1 POCASSET AVE, PROVIDENCE, RI 02909",DEA,NTBD_2018_OCT
CLAREMONT POLICE DEPARTMENT,CVS PARKING LOT DRIVE UP AND DROP OFF SITE,1 WALL STREET,CLAREMONT,NH,3743,"http://maps.google.com/maps?q=1 WALL STREET,+CLAREMONT,+NH+03743&hl=en","1 WALL STREET, CLAREMONT, NH 03743",DEA,NTBD_2018_OCT
CLARKU,CLARK UNIVERSITY,950 MAIN STREETHIGGINS STUDENT CENTER,WORCESTER,MA,1610,"http://maps.google.com/maps?q=950 MAIN STREET,+WORCESTER,+MA+01610&hl=en","950 MAIN STREETHIGGINS STUDENT CENTER, WORCESTER, MA 01610",DEA,NTBD_2018_OCT
CLOSTER POLICE DEPARTMENT,CLOSTER POLICE DEPT. 201-768-5000,295 CLOSTER DOCK ROAD,CLOSTER,NJ,7624,"http://maps.google.com/maps?q=295 CLOSTER  DOCK ROAD,+CLOSTER,+NJ+07624&hl=en","295 CLOSTER DOCK ROAD, CLOSTER, NJ 07624",DEA,NTBD_2018_OCT
COLONIE POLICE DEPARTMENT,COLONIE POLICE DEPARTMENT COURT RM # 1,312 WOLF ROAD,LATHAM,NY,12110,"http://maps.google.com/maps?q=312 WOLF ROAD,+LATHAM,+NY+12110&hl=en","312 WOLF ROAD, LATHAM, NY 12110",DEA,NTBD_2018_OCT
COLUMBIA COUNTY SHERIFF'S OFFICE,COLUMBIA COUNTY SHERIFF'S OFFICE,85 INDUSTRIAL TRACT,HUDSON,NY,12534,"http://maps.google.com/maps?q=85 INDUSTRIAL TRACT,+HUDSON,+NY+12534&hl=en","85 INDUSTRIAL TRACT, HUDSON, NY 12534",DEA,NTBD_2018_OCT
COLUMBIA COUNTY SHERIFF'S OFFICE,HILLSDALE SUB STATION,2684 STATE ROUTE 23,HILLSDALE,NY,12529,"http://maps.google.com/maps?q=2684 STATE ROUTE 23,+HILLSDALE,+NY+12529&hl=en","2684 STATE ROUTE 23, HILLSDALE, NY 12529",DEA,NTBD_2018_OCT
CONNECTICUT STATE POLICE-TROOP G,TROOP G BARRACKS,149 PROSPECT ST,BRIDGEPORT,CT,6604,"http://maps.google.com/maps?q=149 PROSPECT ST,+BRIDGEPORT,+CT+06604&hl=en","149 PROSPECT ST, BRIDGEPORT, CT 06604",DEA,NTBD_2018_OCT
COXSACKIE POLICE DEPARTMENT,COXSACKIE POLICE DEPARTMENT,119 MANSION STREET,COXSACKIE,NY,12051,"http://maps.google.com/maps?q=119 MANSION STREET,+COXSACKIE,+NY+12051&hl=en","119 MANSION STREET, COXSACKIE, NY 12051",DEA,NTBD_2018_OCT
CRANSTON POLICE DEPARTMENT,CRANSTON POLICE DEPARTMENT,5 GARFIELD ST,CRANSTON,RI,2920,"http://maps.google.com/maps?q=5 GARFIELD ST,+CRANSTON,+RI+02920&hl=en","5 GARFIELD ST, CRANSTON, RI 02920",DEA,NTBD_2018_OCT
CRESSKILL POLICE DEPARTMENT,CRESSKILL POLICE DEPARTMENT,67 UNION AVENUE,CRESSKILL,NJ,7626,"http://maps.google.com/maps?q=67 UNION AVENUE,+CRESSKILL,+NJ+07626&hl=en","67 UNION AVENUE, CRESSKILL, NJ 07626",DEA,NTBD_2018_OCT
CT STATE POLICE TROOP C,CT STATE POLICE TROOP C,1320 TOLLAND STAGE RD.,TOLLAND,CT,6084,"http://maps.google.com/maps?q=1320 TOLLAND STAGE RD.,+TOLLAND,+CT+06084&hl=en","1320 TOLLAND STAGE RD., TOLLAND, CT 06084",DEA,NTBD_2018_OCT
CT STATE POLICE TROOP E,GRISWOLD TOWN HALL,28 MAIN STREET,JEWETT CITY,CT,6351,"http://maps.google.com/maps?q=28 MAIN STREET,+JEWETT CITY,+CT+06351&hl=en","28 MAIN STREET, JEWETT CITY, CT 06351",DEA,NTBD_2018_OCT
CUMBERLAND POLICE,CUMBERLAND POLICE DEPARTMENT,1380 DIAMOND HILL ROAD,CUMBERLAND,RI,2864,"http://maps.google.com/maps?q=1380 DIAMOND HILL ROAD,+CUMBERLAND,+RI+02864&hl=en","1380 DIAMOND HILL ROAD, CUMBERLAND, RI 02864",DEA,NTBD_2018_OCT
CUMMINGTON POLICE DEPARTMENT,CUMMINGTON POLICE DEPARTMENT CUMMINGTON PUBLIC SAFETY COMPLEX,8 FAIRGROUNDS ROAD,CUMMINGTON,MA,1026,"http://maps.google.com/maps?q=8 FAIRGROUNDS ROAD,+CUMMINGTON,+MA+01026&hl=en","8 FAIRGROUNDS ROAD, CUMMINGTON, MA 01026",DEA,NTBD_2018_OCT
DANBURY POLICE DEPARTMENT,DANBURY POLICE DEPARTMENT,375 MAIN STREET,DANBURY,CT,6810,"http://maps.google.com/maps?q=375 MAIN STREET,+DANBURY,+CT+06810&hl=en","375 MAIN STREET, DANBURY, CT 06810",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BRONX 42 PRECINCT,830 WASHINGTON AVENUE MORRISANIA,BRONX,NY,10451,"http://maps.google.com/maps?q=830 WASHINGTON AVENUE MORRISANIA,+BRONX,+NY+10451&hl=en","830 WASHINGTON AVENUE MORRISANIA, BRONX, NY 10451",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BRONX 45 PRECINCT,2877 BARKLEY AVENUE (SCHUYLERVILLE),BRONX,NY,10465,"http://maps.google.com/maps?q=2877 BARKLEY AVENUE (SCHUYLERVILLE),+BRONX,+NY+10465&hl=en","2877 BARKLEY AVENUE (SCHUYLERVILLE), BRONX, NY 10465",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BRONX 46 PRECINCT,2120 RYER AVENUE (FORDHAM),BRONX,NY,10457,"http://maps.google.com/maps?q=2120 RYER AVENUE (FORDHAM),+BRONX,+NY+10457&hl=en","2120 RYER AVENUE (FORDHAM), BRONX, NY 10457",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BRONX 48 PRECINCT,450 CROSS BRONX EXPRESSWAY (EAST TREMONT),BRONX,NY,10457,"http://maps.google.com/maps?q=450 CROSS BRONX EXPRESSWAY (EAST TREMONT),+BRONX,+NY+10457&hl=en","450 CROSS BRONX EXPRESSWAY (EAST TREMONT), BRONX, NY 10457",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BRONX 50TH PRECINCT,3450 KINGSBRIDGE AVENUE (KINGSBRIDGE),BRONX,NY,10463,"http://maps.google.com/maps?q=3450 KINGSBRIDGE AVENUE (KINGSBRIDGE),+BRONX,+NY+10463&hl=en","3450 KINGSBRIDGE AVENUE (KINGSBRIDGE), BRONX, NY 10463",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BROOKLYN 78 PRECINCT,65 SIXTH AVENUE (FLATBUSH),BROOKLYN,NY,11217,"http://maps.google.com/maps?q=65 SIXTH AVENUE (FLATBUSH),+BROOKLYN,+NY+11217&hl=en","65 SIXTH AVENUE (FLATBUSH), BROOKLYN, NY 11217",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BROOKLYN 84 PRECINCT,301 GOLD STREET,BROOKLYN,NY,11201,"http://maps.google.com/maps?q=301 GOLD STREET,+BROOKLYN,+NY+11201&hl=en","301 GOLD STREET, BROOKLYN, NY 11201",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BROOKLYN 90TH PRECINCT,211 UNION AVENUE (WILLIAMSBURG),BROOKLYN,NY,11206,"http://maps.google.com/maps?q=211 UNION AVENUE (WILLIAMSBURG),+BROOKLYN,+NY+11206&hl=en","211 UNION AVENUE (WILLIAMSBURG), BROOKLYN, NY 11206",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT MANHATTAN 10 PRECINCT,230 WEST 20TH STREET CHELSEA,NEW YORK,NY,10011,"http://maps.google.com/maps?q=230 WEST 20TH STREET CHELSEA,+NEW YORK,+NY+10011&hl=en","230 WEST 20TH STREET CHELSEA, NEW YORK, NY 10011",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT MANHATTAN 13 PRECINCT,230 EAST 21ST STREET STUYVESTANT TOWN,NEW YORK,NY,10010,"http://maps.google.com/maps?q=230 EAST 21ST STREET STUYVESTANT TOWN,+NEW YORK,+NY+10010&hl=en","230 EAST 21ST STREET STUYVESTANT TOWN, NEW YORK, NY 10010",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT MANHATTAN 20 PRECINCT,120 WEST 82ND STREET,NEW YORK,NY,10024,"http://maps.google.com/maps?q=120 WEST 82ND STREET,+NEW YORK,+NY+10024&hl=en","120 WEST 82ND STREET, NEW YORK, NY 10024",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT MANHATTAN 25 PRECINCT,120 EAST 119TH STREET,NEW YORK,NY,10035,"http://maps.google.com/maps?q=120 EAST 119TH STREET,+NEW YORK,+NY+10035&hl=en","120 EAST 119TH STREET, NEW YORK, NY 10035",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT MANHATTAN 7 PRECINCT,19 1/2 PITT STREET LOWER EAST SIDE,NEW YORK,NY,10002,"http://maps.google.com/maps?q=19 1/2 PITT STREET LOWER EAST SIDE,+NEW YORK,+NY+10002&hl=en","19 1/2 PITT STREET LOWER EAST SIDE, NEW YORK, NY 10002",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT QUEENS 100TH PRECINCT,92-24 ROCKAWAY BEACH BOULEVARD (ROCKAWAY),FAR ROCKAWAY,NY,11693,"http://maps.google.com/maps?q=92-24 ROCKAWAY BEACH BOULEVARD (ROCKAWAY),+FAR ROCKAWAY,+NY+11693&hl=en","92-24 ROCKAWAY BEACH BOULEVARD (ROCKAWAY), FAR ROCKAWAY, NY 11693",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT QUEENS 103RD PRECINCT,168-02 PO EDWARD BYRNE AVENUE (JAMAICA),JAMAICA,NY,11432,"http://maps.google.com/maps?q=168-02 PO EDWARD BYRNE AVENUE (JAMAICA),+JAMAICA,+NY+11432&hl=en","168-02 PO EDWARD BYRNE AVENUE (JAMAICA), JAMAICA, NY 11432",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT QUEENS 111 PRECINCT,45-06 215TH STREET (BAYSIDE),BAYSIDE,NY,11361,"http://maps.google.com/maps?q=45-06 215TH STREET (BAYSIDE),+BAYSIDE,+NY+11361&hl=en","45-06 215TH STREET (BAYSIDE), BAYSIDE, NY 11361",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT QUEENS 112TH PRECINCT,68-04 AUSTIN STREET (FOREST HILLS),FOREST HILLS,NY,11375,"http://maps.google.com/maps?q=68-04 AUSTIN STREET (FOREST HILLS),+FOREST HILLS,+NY+11375&hl=en","68-04 AUSTIN STREET (FOREST HILLS), FOREST HILLS, NY 11375",DEA,NTBD_2018_OCT
DEERFIELD POLICE DEPARTMENT,DEERFIELD POLICE DEPARTMENT,8 CONWAY STREET,SOUTH DEERFIELD,MA,1373,"http://maps.google.com/maps?q=8 CONWAY STREET,+SOUTH DEERFIELD,+MA+01373&hl=en","8 CONWAY STREET, SOUTH DEERFIELD, MA 01373",DEA,NTBD_2018_OCT
DOVER POLICE DEPAQRTMENT,DOVER HQ LOBBY,3 WALPOLE ST,DOVER,MA,2030,"http://maps.google.com/maps?q=3 WALPOLE ST,+DOVER,+MA+02030&hl=en","3 WALPOLE ST, DOVER, MA 02030",DEA,NTBD_2018_OCT
DOVER POLICE DEPT.,DOVER POLICE DEPARTMENT CHIEF RANDY JOHNSON,246 ROUTE 100,WEST DOVER,VT,5356,"http://maps.google.com/maps?q=246 ROUTE 100,+WEST DOVER,+VT+05356&hl=en","246 ROUTE 100, WEST DOVER, VT 05356",DEA,NTBD_2018_OCT
DUBLIN POLICE DEPARTMENT,DUBLIN POLICE DEPARTMENT CHIEF TIMOTHY J. SUOKKO,1122 MAIN STREET,DUBLIN,NH,3444,"http://maps.google.com/maps?q=1122 MAIN STREET,+DUBLIN,+NH+03444&hl=en","1122 MAIN STREET, DUBLIN, NH 03444",DEA,NTBD_2018_OCT
DUDLEY POLICE DEPARTMENT,DUDLEY POLICE DEPARTMENT,71 WEST MAIN ST,DUDLEY,MA,1571,"http://maps.google.com/maps?q=71 WEST MAIN ST,+DUDLEY,+MA+01571&hl=en","71 WEST MAIN ST, DUDLEY, MA 01571",DEA,NTBD_2018_OCT
DUTCHESS COUNTY SHERIFF'S OFFICE,VASSAR BROTHERS MEDICAL HOSPITAL,45 READE PLACE,POUGHKEEPSIE,NY,12601,"http://maps.google.com/maps?q=45 READE PLACE,+POUGHKEEPSIE,+NY+12601&hl=en","45 READE PLACE, POUGHKEEPSIE, NY 12601",DEA,NTBD_2018_OCT
EAST GRANBY RESIDENT TROOPERS OFFICE,EAST GRANBY RESIDENT TROOPER'S OFFICE,7 MEMORIAL DRIVE,EAST GRANBY,CT,6026,"http://maps.google.com/maps?q=7 MEMORIAL DRIVE,+EAST GRANBY,+CT+06026&hl=en","7 MEMORIAL DRIVE, EAST GRANBY, CT 06026",DEA,NTBD_2018_OCT
EAST GREENBUSH POLICE DEPARTMENT,EAST GREENBUSH POLICE DEPARTMENT,225 COLUMBIA TURNPIKE,RENSSELAER,NY,12144,"http://maps.google.com/maps?q=225 COLUMBIA TURNPIKE,+RENSSELAER,+NY+12144&hl=en","225 COLUMBIA TURNPIKE, RENSSELAER, NY 12144",DEA,NTBD_2018_OCT
EAST HADDAM POLICE/RESIDENT TROOPER,EAST HADDAM POLICE/RESIDENT TROOPER JEFFREY RHOADES,1 PLAINS ROAD,MOODUS,CT,6469,"http://maps.google.com/maps?q=1 PLAINS ROAD,+MOODUS,+CT+06469&hl=en","1 PLAINS ROAD, MOODUS, CT 06469",DEA,NTBD_2018_OCT
EAST HAMPTON POLICE DEPARTMENT,CHATHAM ACRES EAST HAMPTON HOUSING AUTHORITY 10:00 A.M. TO 2:00 P.M.,GOVERNOR BILL O'NEILL DRIVE,EAST HAMPTON,CT,6424,"http://maps.google.com/maps?q=GOVERNOR BILL O'NEILL DRIVE,+EAST HAMPTON,+CT+06424&hl=en","GOVERNOR BILL O'NEILL DRIVE, EAST HAMPTON, CT 06424",DEA,NTBD_2018_OCT
EAST HARTFORD POLICE,EAST HARTFORD PUBLIC SAFETY COMPLEX EAST HARTFORD POLICE HEADQUARTERS,31 SCHOOL STREET,EAST HARTFORD,CT,6108,"http://maps.google.com/maps?q=31 SCHOOL STREET,+EAST HARTFORD,+CT+06108&hl=en","31 SCHOOL STREET, EAST HARTFORD, CT 06108",DEA,NTBD_2018_OCT
EAST HAVEN POLICE DEPARTMENT,EAST HAVEN POLICE DEPARTMENT,471 NORTH HIGH STREET,EAST HAVEN,CT,6512,"http://maps.google.com/maps?q=471 NORTH HIGH STREET,+EAST HAVEN,+CT+06512&hl=en","471 NORTH HIGH STREET, EAST HAVEN, CT 06512",DEA,NTBD_2018_OCT
EASTHAMPTON POLICE DEPARTMENT,EASTHAMPTON PUBLIC SAFETY COMPLEX,32 PAYSON AVENUE,EASTHAMPTON,MA,1027,"http://maps.google.com/maps?q=32 PAYSON AVENUE,+EASTHAMPTON,+MA+01027&hl=en","32 PAYSON AVENUE, EASTHAMPTON, MA 01027",DEA,NTBD_2018_OCT
ELLINGTON RESIDENT TROOPERS OFFICE,ELLINGTON RESIDENT TROOPERS OFFICE,33 ARBOR WAY,ELLINGTON,CT,6029,"http://maps.google.com/maps?q=33 ARBOR WAY,+ELLINGTON,+CT+06029&hl=en","33 ARBOR WAY, ELLINGTON, CT 06029",DEA,NTBD_2018_OCT
FAIR HAVEN POLICE DEPARTMENT,FAIR HAVEN POLICE DEPARTMENT BONNIE ROSATI,5 NORTH PARK PLACE,FAIR HAVEN,VT,5743,"http://maps.google.com/maps?q=5 NORTH PARK PLACE,+FAIR HAVEN,+VT+05743&hl=en","5 NORTH PARK PLACE, FAIR HAVEN, VT 05743",DEA,NTBD_2018_OCT
FAIRFIELD POLICE DEPARTMENT,FAIRFIELD POLICE DEPARTMENT,100 REEF ROAD,FAIRFIELD,CT,6824,"http://maps.google.com/maps?q=100 REEF ROAD,+FAIRFIELD,+CT+06824&hl=en","100 REEF ROAD, FAIRFIELD, CT 06824",DEA,NTBD_2018_OCT
FLORAL PARK POLICE DEPARTMENT,FLORAL PARK POLICE DEPARTMENT,1 FLORAL BLVD,GREAT NECK,NY,11022,"http://maps.google.com/maps?q=1 FLORAL BLVD,+GREAT NECK,+NY+11022&hl=en","1 FLORAL BLVD, GREAT NECK, NY 11022",DEA,NTBD_2018_OCT
FORT LEE POLICE DEPARTMENT,FORT LEE POLICE DEPARTMENT 201-592-3700,1327 16TH ST.,FORT LEE,NJ,7024,"http://maps.google.com/maps?q=1327 16TH ST.,+FORT LEE,+NJ+07024&hl=en","1327 16TH ST., FORT LEE, NJ 07024",DEA,NTBD_2018_OCT
FOSTER POLICE DEPARTMENT,FOSTER POLICE DEPARTMENT FRONT LOBBY,182 HOWARD HILL RD,FOSTER,RI,2825,"http://maps.google.com/maps?q=182 HOWARD HILL RD,+FOSTER,+RI+02825&hl=en","182 HOWARD HILL RD, FOSTER, RI 02825",DEA,NTBD_2018_OCT
FOXBOROUGH POLICE DEPARTMENT,FOXBOROUGH POLICE DEPARTMENT,8 CHESTNUT STREET,FOXBORO,MA,2035,"http://maps.google.com/maps?q=8 CHESTNUT STREET,+FOXBORO,+MA+02035&hl=en","8 CHESTNUT STREET, FOXBORO, MA 02035",DEA,NTBD_2018_OCT
FRAMINGHAM HEALTH DEPARTMENT,CITY OF FRAMINGHAM POLICE DEPARTMENT KITTY MAHONEY,1 WILLIAM H. WELCH WAYFRAMINGHAM,FRAMINGHAM,MA,1702,"http://maps.google.com/maps?q=1 WILLIAM H. WELCH WAY,+FRAMINGHAM,+MA+01702&hl=en","1 WILLIAM H. WELCH WAYFRAMINGHAM, FRAMINGHAM, MA 01702",DEA,NTBD_2018_OCT
FREEPORT POLICE DEPARTMENT,FREEPORT POLICE DEPARTMENT DET/LT. WAYNE GIGLIO 516 377-2414,40 N. OCEAN AVENUE,FREEPORT,NY,11520,"http://maps.google.com/maps?q=40 N. OCEAN AVENUE,+FREEPORT,+NY+11520&hl=en","40 N. OCEAN AVENUE, FREEPORT, NY 11520",DEA,NTBD_2018_OCT
GARDEN CITY POLICE DEPARTMENT,GARDEN CITY POLICE DEPARTMENT,349 STEWART AVENUE,GARDEN CITY,NY,11530,"http://maps.google.com/maps?q=349 STEWART AVENUE,+GARDEN CITY,+NY+11530&hl=en","349 STEWART AVENUE, GARDEN CITY, NY 11530",DEA,NTBD_2018_OCT
GARDNER POLICE DEPARTMENT,PRICE CHOPPER GROCERY/PHARMACY,560 MAIN ST,GARDNER,MA,1440,"http://maps.google.com/maps?q=560 MAIN ST,+GARDNER,+MA+01440&hl=en","560 MAIN ST, GARDNER, MA 01440",DEA,NTBD_2018_OCT
