name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address
GOODRICH PHARMACY INC.,601 JACOB LANE,,"ANOKA, MN 55303",http://maps.google.com/maps?q=GOODRICH%20PHARMACY%20INC%2C601%20JACOB%20LANE%2C+ANOKA%2C+MN+55303,MN,55303,DEA,Oct2018,"601 JACOB LANE, ANOKA, MN 55303"
"GRAND ST. PAUL CVS, L.L.C.",499 SNELLING AVE. N.,,"ST PAUL, MN 55104",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C499%20SNELLING%20AVE.%20N.%2C+ST%20PAUL%2C+MN+55104,MN,55104,DEA,Oct2018,"499 SNELLING AVE. N., ST PAUL, MN 55104"
"GRAND ST. PAUL CVS, L.L.C.",810 MARYLAND AVENUE EAST,,"ST PAUL, MN 55106",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C810%20MARYLAND%20AVENUE%20EAST%2C+ST%20PAUL%2C+MN+55106,MN,55106,DEA,Oct2018,"810 MARYLAND AVENUE EAST, ST PAUL, MN 55106"
"GRAND ST. PAUL CVS, L.L.C.",949 PORTLAND AVE.,,"MINNEAPOLIS, MN 55404",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C949%20PORTLAND%20AVE.%2C+MINNEAPOLIS%2C+MN+55404,MN,55404,DEA,Oct2018,"949 PORTLAND AVE., MINNEAPOLIS, MN 55404"
HCMC CSC PHARMACY,715 8TH STREET SO.,,"MINNEAPOLIS, MN 55404",http://maps.google.com/maps?q=HCMC%20CSC%20PHARMACY%2C715%208TH%20STREET%20SO.%2C+MINNEAPOLIS%2C+MN+55404,MN,55404,DEA,Oct2018,"715 8TH STREET SO., MINNEAPOLIS, MN 55404"
HCMC RICHFIELD CLINIC PHARMACY,790 W 66TH ST,,"RICHFIELD, MN 55423",http://maps.google.com/maps?q=HCMC%20RICHFIELD%20CLINIC%20PHARMACY%2C790%20W%2066TH%20ST%2C+RICHFIELD%2C+MN+55423,MN,55423,DEA,Oct2018,"790 W 66TH ST, RICHFIELD, MN 55423"
HEALTHPARTNERS,MAILSTOP: 41101B,401 PHALEN BLVD,"SAINT PAUL, MN 55130",http://maps.google.com/maps?q=HEALTHPARTNERS%2CMAILSTOP%3A%2041101B%2C+SAINT%20PAUL%2C+MN+55130,MN,55130,DEA,Oct2018,"MAILSTOP: 41101B, 401 PHALEN BLVD, SAINT PAUL, MN 55130"
HEALTHPARTNERS APPLE VALLEY,PHARMACY,15290 PENNOCK LANE,"APPLE VALLEY, MN 55124",http://maps.google.com/maps?q=HEALTHPARTNERS%20APPLE%20VALLEY%2CPHARMACY%2C+APPLE%20VALLEY%2C+MN+55124,MN,55124,DEA,Oct2018,"PHARMACY, 15290 PENNOCK LANE, APPLE VALLEY, MN 55124"
HEALTHPARTNERS ARDEN HILLS,PHARMACY,3930 NORTHWOODS DRIVE,"ARDEN HILLS, MN 55112",http://maps.google.com/maps?q=HEALTHPARTNERS%20ARDEN%20HILLS%2CPHARMACY%2C+ARDEN%20HILLS%2C+MN+55112,MN,55112,DEA,Oct2018,"PHARMACY, 3930 NORTHWOODS DRIVE, ARDEN HILLS, MN 55112"
HEALTHPARTNERS BLOOMINGTON,PHARMACY,8600 NICOLLET AVENUE,"BLOOMINGTON, MN 55420",http://maps.google.com/maps?q=HEALTHPARTNERS%20BLOOMINGTON%2CPHARMACY%2C+BLOOMINGTON%2C+MN+55420,MN,55420,DEA,Oct2018,"PHARMACY, 8600 NICOLLET AVENUE, BLOOMINGTON, MN 55420"
HEALTHPARTNERS BROOKLYN CENTR,6845 LEE AVENUE NORTH,,"BROOKLYN CENTER, MN 55429",http://maps.google.com/maps?q=HEALTHPARTNERS%20BROOKLYN%20CENTR%2C6845%20LEE%20AVENUE%20NORTH%2C+BROOKLYN%20CENTER%2C+MN+55429,MN,55429,DEA,Oct2018,"6845 LEE AVENUE NORTH, BROOKLYN CENTER, MN 55429"
HEALTHPARTNERS COMO PHARMACY,2500 COMO AVE,,"SAINT PAUL, MN 55108",http://maps.google.com/maps?q=HEALTHPARTNERS%20COMO%20PHARMACY%2C2500%20COMO%20AVE%2C+SAINT%20PAUL%2C+MN+55108,MN,55108,DEA,Oct2018,"2500 COMO AVE, SAINT PAUL, MN 55108"
HEALTHPARTNERS COON RAPIDS,11475 ROBINSON DR NW,,"COON RAPIDS, MN 55433",http://maps.google.com/maps?q=HEALTHPARTNERS%20COON%20RAPIDS%2C11475%20ROBINSON%20DR%20NW%2C+COON%20RAPIDS%2C+MN+55433,MN,55433,DEA,Oct2018,"11475 ROBINSON DR NW, COON RAPIDS, MN 55433"
HEALTHPARTNERS MAPLEWOOD,2165 WHITE BEAR AVENUE,,"MAPLEWOOD, MN 55109",http://maps.google.com/maps?q=HEALTHPARTNERS%20MAPLEWOOD%2C2165%20WHITE%20BEAR%20AVENUE%2C+MAPLEWOOD%2C+MN+55109,MN,55109,DEA,Oct2018,"2165 WHITE BEAR AVENUE, MAPLEWOOD, MN 55109"
HEALTHPARTNERS RIVERSIDE PHAR,2220 RIVERSIDE AVENUE SOUTH,,"MINNEAPOLIS, MN 55454",http://maps.google.com/maps?q=HEALTHPARTNERS%20RIVERSIDE%20PHAR%2C2220%20RIVERSIDE%20AVENUE%20SOUTH%2C+MINNEAPOLIS%2C+MN+55454,MN,55454,DEA,Oct2018,"2220 RIVERSIDE AVENUE SOUTH, MINNEAPOLIS, MN 55454"
HEALTHPARTNERS ST PAUL PHARM,205 SOUTH WABASHA,,"W SAINT PAUL, MN 55107",http://maps.google.com/maps?q=HEALTHPARTNERS%20ST%20PAUL%20PHARM%2C205%20SOUTH%20WABASHA%2C+W%20SAINT%20PAUL%2C+MN+55107,MN,55107,DEA,Oct2018,"205 SOUTH WABASHA, W SAINT PAUL, MN 55107"
HEALTHPARTNERS WEST PHARMACY,1665 UTICA AVE S,,"ST LOUIS PARK, MN 55416",http://maps.google.com/maps?q=HEALTHPARTNERS%20WEST%20PHARMACY%2C1665%20UTICA%20AVE%20S%2C+ST%20LOUIS%20PARK%2C+MN+55416,MN,55416,DEA,Oct2018,"1665 UTICA AVE S, ST LOUIS PARK, MN 55416"
HEALTHPARTNERS WHITE BEAR,1430 HIGHWAY 96,,"WHITE BEAR LAKE, MN 55110",http://maps.google.com/maps?q=HEALTHPARTNERS%20WHITE%20BEAR%2C1430%20HIGHWAY%2096%2C+WHITE%20BEAR%20LAKE%2C+MN+55110,MN,55110,DEA,Oct2018,"1430 HIGHWAY 96, WHITE BEAR LAKE, MN 55110"
HEALTHPARTNERS WOODBURY,8450 SEASONS PARKWAY,,"WOODBURY, MN 55125",http://maps.google.com/maps?q=HEALTHPARTNERS%20WOODBURY%2C8450%20SEASONS%20PARKWAY%2C+WOODBURY%2C+MN+55125,MN,55125,DEA,Oct2018,"8450 SEASONS PARKWAY, WOODBURY, MN 55125"
HUDSON HOSPITAL & CLINICS PHARMACY,405 STAGELINE RD,,"HUDSON, WI 54016",http://maps.google.com/maps?q=HUDSON%20HOSPITAL%20%20CLINICS%20PHARMACY%2C405%20STAGELINE%20RD%2C+HUDSON%2C+WI+54016,WI,54016,DEA,Oct2018,"405 STAGELINE RD, HUDSON, WI 54016"
LAKEVIEW COMMUNITY PHARMACY,1500 CURVE CREST BLVD,,"STILLWATER, MN 55082",http://maps.google.com/maps?q=LAKEVIEW%20COMMUNITY%20PHARMACY%2C1500%20CURVE%20CREST%20BLVD%2C+STILLWATER%2C+MN+55082,MN,55082,DEA,Oct2018,"1500 CURVE CREST BLVD, STILLWATER, MN 55082"
LAKEVIEW MEM HOSP ASSOC INC,927 WEST CHURCHILL STREET,,"STILLWATER, MN 55082",http://maps.google.com/maps?q=LAKEVIEW%20MEM%20HOSP%20ASSOC%20INC%2C927%20WEST%20CHURCHILL%20STREET%2C+STILLWATER%2C+MN+55082,MN,55082,DEA,Oct2018,"927 WEST CHURCHILL STREET, STILLWATER, MN 55082"
MARSHFIELD CLINIC DISPENSING-MERRILL CENTER,1205 O'DAY STREET,,"MERRILL, WI 54452",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20DISPENSINGMERRILL%20CENTER%2C1205%20O'DAY%20STREET%2C+MERRILL%2C+WI+54452,WI,54452,DEA,Oct2018,"1205 O'DAY STREET, MERRILL, WI 54452"
MARSHFIELD CLINIC DISPENSING-OAKWOOD CENTER,3501 GOLF ROAD,,"EAU CLAIRE, WI 54701",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20DISPENSINGOAKWOOD%20CENTER%2C3501%20GOLF%20ROAD%2C+EAU%20CLAIRE%2C+WI+54701,WI,54701,DEA,Oct2018,"3501 GOLF ROAD, EAU CLAIRE, WI 54701"
MARSHFIELD CLINIC DISPENSING-RIVERVIEW CENTER,1000 STARR AVENUE,,"EAU CLAIRE, WI 54703",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20DISPENSINGRIVERVIEW%20CENTER%2C1000%20STARR%20AVENUE%2C+EAU%20CLAIRE%2C+WI+54703,WI,54703,DEA,Oct2018,"1000 STARR AVENUE, EAU CLAIRE, WI 54703"
MARSHFIELD CLINIC DISPENSING-WESTON CENTER,3501 CRANBERRY BOULEVARD,,"WESTON, WI 54476",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20DISPENSINGWESTON%20CENTER%2C3501%20CRANBERRY%20BOULEVARD%2C+WESTON%2C+WI+54476,WI,54476,DEA,Oct2018,"3501 CRANBERRY BOULEVARD, WESTON, WI 54476"
MARSHFIELD CLINIC PHARMACY,1000 NORTH OAK AVENUE,,"MARSHFIELD, WI 54449",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C1000%20NORTH%20OAK%20AVENUE%2C+MARSHFIELD%2C+WI+54449,WI,54449,DEA,Oct2018,"1000 NORTH OAK AVENUE, MARSHFIELD, WI 54449"
MARSHFIELD CLINIC PHARMACY,1700 W. STOUT STREET,,"RICE LAKE, WI 54868",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C1700%20W.%20STOUT%20STREET%2C+RICE%20LAKE%2C+WI+54868,WI,54868,DEA,Oct2018,"1700 W. STOUT STREET, RICE LAKE, WI 54868"
MARSHFIELD CLINIC PHARMACY,2116 CRAIG ROAD,,"EAU CLAIRE, WI 54701",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C2116%20CRAIG%20ROAD%2C+EAU%20CLAIRE%2C+WI+54701,WI,54701,DEA,Oct2018,"2116 CRAIG ROAD, EAU CLAIRE, WI 54701"
MARSHFIELD CLINIC PHARMACY,2655 CTY HWY I,,"CHIPPEWA FALLS, WI 54729",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C2655%20CTY%20HWY%20I%2C+CHIPPEWA%20FALLS%2C+WI+54729,WI,54729,DEA,Oct2018,"2655 CTY HWY I, CHIPPEWA FALLS, WI 54729"
MARSHFIELD CLINIC PHARMACY,2727 PLAZA DRIVE,,"WAUSAU, WI 54401",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C2727%20PLAZA%20DRIVE%2C+WAUSAU%2C+WI+54401,WI,54401,DEA,Oct2018,"2727 PLAZA DRIVE, WAUSAU, WI 54401"
MARSHFIELD CLINIC PHARMACY,390 ORBITING DRIVE,,"MOSINEE, WI 54455",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C390%20ORBITING%20DRIVE%2C+MOSINEE%2C+WI+54455,WI,54455,DEA,Oct2018,"390 ORBITING DRIVE, MOSINEE, WI 54455"
MARSHFIELD CLINIC PHARMACY,630 SOUTH CENTRAL AVENUE,PO BOX 8,"MARSHFIELD, WI 54449",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C630%20SOUTH%20CENTRAL%20AVENUE%2C+MARSHFIELD%2C+WI+54449,WI,54449,DEA,Oct2018,"630 SOUTH CENTRAL AVENUE, PO BOX 8, MARSHFIELD, WI 54449"
MARSHFIELD CLINIC PHARMACY,906 COLLEGE AVENUE WEST,,"LADYSMITH, WI 54848",http://maps.google.com/maps?q=MARSHFIELD%20CLINIC%20PHARMACY%2C906%20COLLEGE%20AVENUE%20WEST%2C+LADYSMITH%2C+WI+54848,WI,54848,DEA,Oct2018,"906 COLLEGE AVENUE WEST, LADYSMITH, WI 54848"
NORTH MEMORIAL HEALTH,3300 OAKDALE AVE N,,"ROBBINSDALE, MN 55422",http://maps.google.com/maps?q=NORTH%20MEMORIAL%20HEALTH%2C3300%20OAKDALE%20AVE%20N%2C+ROBBINSDALE%2C+MN+55422,MN,55422,DEA,Oct2018,"3300 OAKDALE AVE N, ROBBINSDALE, MN 55422"
NORTH MEMORIAL PHARMACY MAPLE GROVE,9825 HOSPITAL DRIVE SUITE 100,,"MAPLE GROVE, MN 55369",http://maps.google.com/maps?q=NORTH%20MEMORIAL%20PHARMACY%20MAPLE%20GROVE%2C9825%20HOSPITAL%20DRIVE%20SUITE%20100%2C+MAPLE%20GROVE%2C+MN+55369,MN,55369,DEA,Oct2018,"9825 HOSPITAL DRIVE SUITE 100, MAPLE GROVE, MN 55369"
NORTH POINT HEALTH CENTER PHARMACY,1313 PENN AVE NORTH,,"MINNEAPOLIS, MN 55411",http://maps.google.com/maps?q=NORTH%20POINT%20HEALTH%20CENTER%20PHARMACY%2C1313%20PENN%20AVE%20NORTH%2C+MINNEAPOLIS%2C+MN+55411,MN,55411,DEA,Oct2018,"1313 PENN AVE NORTH, MINNEAPOLIS, MN 55411"
PARK NICOLLET PHARMACY,1885 PLAZA DRIVE,,"EAGAN, MN 55122",http://maps.google.com/maps?q=PARK%20NICOLLET%20PHARMACY%2C1885%20PLAZA%20DRIVE%2C+EAGAN%2C+MN+55122,MN,55122,DEA,Oct2018,"1885 PLAZA DRIVE, EAGAN, MN 55122"
PARK NICOLLET PHARMACY,250 NORTH CENTRAL,,"WAYZATA, MN 55391",http://maps.google.com/maps?q=PARK%20NICOLLET%20PHARMACY%2C250%20NORTH%20CENTRAL%2C+WAYZATA%2C+MN+55391,MN,55391,DEA,Oct2018,"250 NORTH CENTRAL, WAYZATA, MN 55391"
PARK NICOLLET PHARMACY,300 LAKE DRIVE EAST,,"CHANHASSEN, MN 55317",http://maps.google.com/maps?q=PARK%20NICOLLET%20PHARMACY%2C300%20LAKE%20DRIVE%20EAST%2C+CHANHASSEN%2C+MN+55317,MN,55317,DEA,Oct2018,"300 LAKE DRIVE EAST, CHANHASSEN, MN 55317"
PARK NICOLLET PHARMACY,3850 PARK NICOLLET BLVD.,,"ST LOUIS PARK, MN 55416",http://maps.google.com/maps?q=PARK%20NICOLLET%20PHARMACY%2C3850%20PARK%20NICOLLET%20BLVD.%2C+ST%20LOUIS%20PARK%2C+MN+55416,MN,55416,DEA,Oct2018,"3850 PARK NICOLLET BLVD., ST LOUIS PARK, MN 55416"
PARK NICOLLET PHARMACY,3931 LOUISIANA AVE,,"ST LOUIS PARK, MN 55426",http://maps.google.com/maps?q=PARK%20NICOLLET%20PHARMACY%2C3931%20LOUISIANA%20AVE%2C+ST%20LOUIS%20PARK%2C+MN+55426,MN,55426,DEA,Oct2018,"3931 LOUISIANA AVE, ST LOUIS PARK, MN 55426"
REGIONS HOSPITAL PHARMACY,OUTPATIENT,640 JACKSON STREET,"ST PAUL, MN 55101",http://maps.google.com/maps?q=REGIONS%20HOSPITAL%20PHARMACY%2COUTPATIENT%2C+ST%20PAUL%2C+MN+55101,MN,55101,DEA,Oct2018,"OUTPATIENT, 640 JACKSON STREET, ST PAUL, MN 55101"
SMSC PHARMACY,15045 MYSTIC LAKE DRIVE,,"PRIOR LAKE, MN 55372",http://maps.google.com/maps?q=SMSC%20PHARMACY%2C15045%20MYSTIC%20LAKE%20DRIVE%2C+PRIOR%20LAKE%2C+MN+55372,MN,55372,DEA,Oct2018,"15045 MYSTIC LAKE DRIVE, PRIOR LAKE, MN 55372"
STOCKBRIDGE-MUNSEE,W12802 COUNTY HWY A,P.O. BOX 86,"BOWLER, WI 54416",http://maps.google.com/maps?q=STOCKBRIDGEMUNSEE%2CW12802%20COUNTY%20HWY%20A%2C+BOWLER%2C+WI+54416,WI,54416,DEA,Oct2018,"W12802 COUNTY HWY A, P.O. BOX 86, BOWLER, WI 54416"
THRIFTY WHITE DRUG #762,6055 NATHAN LANE NORTH,SUITE 200A,"PLYMOUTH, MN 55442",http://maps.google.com/maps?q=THRIFTY%20WHITE%20DRUG%2C6055%20NATHAN%20LANE%20NORTH%2C+PLYMOUTH%2C+MN+55442,MN,55442,DEA,Oct2018,"6055 NATHAN LANE NORTH, SUITE 200A, PLYMOUTH, MN 55442"
THRIFTY WHITE PHARMACY #772,"707 LUNDORFF DRIVE SOUTH, SUITE 2",,"SANDSTONE, MN 55072",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C707%20LUNDORFF%20DRIVE%20SOUTH%2C%20SUITE%202%2C+SANDSTONE%2C+MN+55072,MN,55072,DEA,Oct2018,"707 LUNDORFF DRIVE SOUTH, SUITE 2, SANDSTONE, MN 55072"
UNIVERSITY HEALTH SERVICE,"410 CHURCH STREET SE, N300",,"MINNEAPOLIS, MN 55455",http://maps.google.com/maps?q=UNIVERSITY%20HEALTH%20SERVICE%2C410%20CHURCH%20STREET%20SE%2C%20N300%2C+MINNEAPOLIS%2C+MN+55455,MN,55455,DEA,Oct2018,"410 CHURCH STREET SE, N300, MINNEAPOLIS, MN 55455"
WALGREEN CO,2920 WHITE BEAR AVE N,,"MAPLEWOOD, MN 55109",http://maps.google.com/maps?q=WALGREEN%20CO%2C2920%20WHITE%20BEAR%20AVE%20N%2C+MAPLEWOOD%2C+MN+55109,MN,55109,DEA,Oct2018,"2920 WHITE BEAR AVE N, MAPLEWOOD, MN 55109"
WALGREEN CO.,105 CENTRAL BRIDGE ST,,"WAUSAU, WI 54401",http://maps.google.com/maps?q=WALGREEN%20CO%2C105%20CENTRAL%20BRIDGE%20ST%2C+WAUSAU%2C+WI+54401,WI,54401,DEA,Oct2018,"105 CENTRAL BRIDGE ST, WAUSAU, WI 54401"
WALGREEN CO.,10686 UNIVERSITY AVE NW,,"COON RAPIDS, MN 55448",http://maps.google.com/maps?q=WALGREEN%20CO%2C10686%20UNIVERSITY%20AVE%20NW%2C+COON%20RAPIDS%2C+MN+55448,MN,55448,DEA,Oct2018,"10686 UNIVERSITY AVE NW, COON RAPIDS, MN 55448"
WALGREEN CO.,1075 HIGHWAY 96 EAST,,"WHITE BEAR LAKE, MN 55127",http://maps.google.com/maps?q=WALGREEN%20CO%2C1075%20HIGHWAY%2096%20EAST%2C+WHITE%20BEAR%20LAKE%2C+MN+55127,MN,55127,DEA,Oct2018,"1075 HIGHWAY 96 EAST, WHITE BEAR LAKE, MN 55127"
WALGREEN CO.,1133 S ROBERT ST,,"WEST ST PAUL, MN 55118",http://maps.google.com/maps?q=WALGREEN%20CO%2C1133%20S%20ROBERT%20ST%2C+WEST%20ST%20PAUL%2C+MN+55118,MN,55118,DEA,Oct2018,"1133 S ROBERT ST, WEST ST PAUL, MN 55118"
WALGREEN CO.,15250 CEDAR AVE,,"APPLE VALLEY, MN 55124",http://maps.google.com/maps?q=WALGREEN%20CO%2C15250%20CEDAR%20AVE%2C+APPLE%20VALLEY%2C+MN+55124,MN,55124,DEA,Oct2018,"15250 CEDAR AVE, APPLE VALLEY, MN 55124"
WALGREEN CO.,1585 RANDOLPH AVE,,"ST PAUL, MN 55105",http://maps.google.com/maps?q=WALGREEN%20CO%2C1585%20RANDOLPH%20AVE%2C+ST%20PAUL%2C+MN+55105,MN,55105,DEA,Oct2018,"1585 RANDOLPH AVE, ST PAUL, MN 55105"
WALGREEN CO.,16395 WAGNER WAY,,"EDEN PRAIRIE, MN 55344",http://maps.google.com/maps?q=WALGREEN%20CO%2C16395%20WAGNER%20WAY%2C+EDEN%20PRAIRIE%2C+MN+55344,MN,55344,DEA,Oct2018,"16395 WAGNER WAY, EDEN PRAIRIE, MN 55344"
WALGREEN CO.,1819 S HASTINGS WAY,,"EAU CLAIRE, WI 54701",http://maps.google.com/maps?q=WALGREEN%20CO%2C1819%20S%20HASTINGS%20WAY%2C+EAU%20CLAIRE%2C+WI+54701,WI,54701,DEA,Oct2018,"1819 S HASTINGS WAY, EAU CLAIRE, WI 54701"
WALGREEN CO.,1965 DONEGAL DR,,"WOODBURY, MN 55125",http://maps.google.com/maps?q=WALGREEN%20CO%2C1965%20DONEGAL%20DR%2C+WOODBURY%2C+MN+55125,MN,55125,DEA,Oct2018,"1965 DONEGAL DR, WOODBURY, MN 55125"
WALGREEN CO.,2650 HENNEPIN AVE.,,"MINNEAPOLIS, MN 55408",http://maps.google.com/maps?q=WALGREEN%20CO%2C2650%20HENNEPIN%20AVE.%2C+MINNEAPOLIS%2C+MN+55408,MN,55408,DEA,Oct2018,"2650 HENNEPIN AVE., MINNEAPOLIS, MN 55408"
WALGREEN CO.,3200 8TH STREET S,,"WISCONSIN RAPIDS, WI 54494",http://maps.google.com/maps?q=WALGREEN%20CO%2C3200%208TH%20STREET%20S%2C+WISCONSIN%20RAPIDS%2C+WI+54494,WI,54494,DEA,Oct2018,"3200 8TH STREET S, WISCONSIN RAPIDS, WI 54494"
WALGREEN CO.,4547 HIAWATHA AVE,,"MINNEAPOLIS, MN 55406",http://maps.google.com/maps?q=WALGREEN%20CO%2C4547%20HIAWATHA%20AVE%2C+MINNEAPOLIS%2C+MN+55406,MN,55406,DEA,Oct2018,"4547 HIAWATHA AVE, MINNEAPOLIS, MN 55406"
WALGREEN CO.,540 BLAKE ROAD N,,"HOPKINS, MN 55343",http://maps.google.com/maps?q=WALGREEN%20CO%2C540%20BLAKE%20ROAD%20N%2C+HOPKINS%2C+MN+55343,MN,55343,DEA,Oct2018,"540 BLAKE ROAD N, HOPKINS, MN 55343"
WALGREEN CO.,5825 CAHILL AVE.,,"INVER GROVE HEIGHTS, MN 55076",http://maps.google.com/maps?q=WALGREEN%20CO%2C5825%20CAHILL%20AVE.%2C+INVER%20GROVE%20HEIGHTS%2C+MN+55076,MN,55076,DEA,Oct2018,"5825 CAHILL AVE., INVER GROVE HEIGHTS, MN 55076"
WALGREEN CO.,6975 YORK AVE S,,"EDINA, MN 55435",http://maps.google.com/maps?q=WALGREEN%20CO%2C6975%20YORK%20AVE%20S%2C+EDINA%2C+MN+55435,MN,55435,DEA,Oct2018,"6975 YORK AVE S, EDINA, MN 55435"
WALGREEN CO.,7135 E POINT DOUGLAS RD SOUTH,,"COTTAGE GROVE, MN 55016",http://maps.google.com/maps?q=WALGREEN%20CO%2C7135%20E%20POINT%20DOUGLAS%20RD%20SOUTH%2C+COTTAGE%20GROVE%2C+MN+55016,MN,55016,DEA,Oct2018,"7135 E POINT DOUGLAS RD SOUTH, COTTAGE GROVE, MN 55016"
WALGREEN CO.,7700 BROOKLYN BLVD,,"BROOKLYN PARK, MN 55443",http://maps.google.com/maps?q=WALGREEN%20CO%2C7700%20BROOKLYN%20BLVD%2C+BROOKLYN%20PARK%2C+MN+55443,MN,55443,DEA,Oct2018,"7700 BROOKLYN BLVD, BROOKLYN PARK, MN 55443"
WALGREEN CO.,8100 W COUNTY ROAD 42,,"SAVAGE, MN 55378",http://maps.google.com/maps?q=WALGREEN%20CO%2C8100%20W%20COUNTY%20ROAD%2042%2C+SAVAGE%2C+MN+55378,MN,55378,DEA,Oct2018,"8100 W COUNTY ROAD 42, SAVAGE, MN 55378"
WALGREEN CO.,9800 LYNDALE AVE. S,,"BLOOMINGTON, MN 55420",http://maps.google.com/maps?q=WALGREEN%20CO%2C9800%20LYNDALE%20AVE.%20S%2C+BLOOMINGTON%2C+MN+55420,MN,55420,DEA,Oct2018,"9800 LYNDALE AVE. S, BLOOMINGTON, MN 55420"
WESTFIELDS COMMUNITY PHARMACY,535 HOSPITAL RD,,"NEW RICHMOND, WI 54017",http://maps.google.com/maps?q=WESTFIELDS%20COMMUNITY%20PHARMACY%2C535%20HOSPITAL%20RD%2C+NEW%20RICHMOND%2C+WI+54017,WI,54017,DEA,Oct2018,"535 HOSPITAL RD, NEW RICHMOND, WI 54017"
WESTSIDE COMMUNITY HEALTH SERVICES PHARMACY,153 CESAR CHAVEZ ST,,"ST PAUL, MN 55107",http://maps.google.com/maps?q=WESTSIDE%20COMMUNITY%20HEALTH%20SERVICES%20PHARMACY%2C153%20CESAR%20CHAVEZ%20ST%2C+ST%20PAUL%2C+MN+55107,MN,55107,DEA,Oct2018,"153 CESAR CHAVEZ ST, ST PAUL, MN 55107"
WHITTIER CLINIC PHARMACY,2810 NICOLLET AVENUE SOUTH,,"MINNEAPOLIS, MN 55408",http://maps.google.com/maps?q=WHITTIER%20CLINIC%20PHARMACY%2C2810%20NICOLLET%20AVENUE%20SOUTH%2C+MINNEAPOLIS%2C+MN+55408,MN,55408,DEA,Oct2018,"2810 NICOLLET AVENUE SOUTH, MINNEAPOLIS, MN 55408"
"WISCONSIN CVS PHARMACY, L.L.C.",2200 BRACKET AVE,,"EAU CLAIRE, WI 54701",http://maps.google.com/maps?q=WISCONSIN%20CVS%20PHARMACY%20LLC%2C2200%20BRACKET%20AVE%2C+EAU%20CLAIRE%2C+WI+54701,WI,54701,DEA,Oct2018,"2200 BRACKET AVE, EAU CLAIRE, WI 54701"
"WISCONSIN CVS PHARMACY, L.L.C.",535 EAST DIVISION AVENUE,,"BARRON, WI 54812",http://maps.google.com/maps?q=WISCONSIN%20CVS%20PHARMACY%20LLC%2C535%20EAST%20DIVISION%20AVENUE%2C+BARRON%2C+WI+54812,WI,54812,DEA,Oct2018,"535 EAST DIVISION AVENUE, BARRON, WI 54812"
ESSENTIA HEALTH HAYWARD PHARMACY,11134 N HWY 77,SUITE A,"HAYWARD, WI 54843",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20HAYWARD%20PHARMACY%2C11134%20N%20HWY%2077%2C+HAYWARD%2C+WI+54843,WI,54843,DEA,Oct2018,"11134 N HWY 77, SUITE A, HAYWARD, WI 54843"
ESSENTIA HEALTH BAXTER PHARMACY,13060 ISLE DR,,"BAXTER, MN 56425",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20BAXTER%20PHARMACY%2C13060%20ISLE%20DR%2C+BAXTER%2C+MN+56425,MN,56425,DEA,Oct2018,"13060 ISLE DR, BAXTER, MN 56425"
ESSENTIA HEALTH BRAINERD PHARMACY,2024 S. 6TH STREET,,"BRAINERD, MN 56401",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20BRAINERD%20PHARMACY%2C2024%20S.%206TH%20STREET%2C+BRAINERD%2C+MN+56401,MN,56401,DEA,Oct2018,"2024 S. 6TH STREET, BRAINERD, MN 56401"
ESSENTIA HEALTH DULUTH 1ST STREET PHARMACY,420 E 1ST ST,SUITE A,"DULUTH, MN 55805",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20DULUTH%20ST%20STREET%20PHARMACY%2C420%20E%201ST%20ST%2C+DULUTH%2C+MN+55805,MN,55805,DEA,Oct2018,"420 E 1ST ST, SUITE A, DULUTH, MN 55805"
ESSENTIA HEALTH DULUTH 3RD STREET PHARMACY,400 EAST THIRD STREET,SUITE A,"DULUTH, MN 55805",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20DULUTH%20RD%20STREET%20PHARMACY%2C400%20EAST%20THIRD%20STREET%2C+DULUTH%2C+MN+55805,MN,55805,DEA,Oct2018,"400 EAST THIRD STREET, SUITE A, DULUTH, MN 55805"
