Business Name,Address 1,Address 2,"City, State Zip",Map URL
http://maps.google.com/maps?q=WALGREEN%20CO%2C128%20E.%20BRANDON%20BLVD.%2C+BRANDON%2C+FL+33511,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C12807%20US%20HWY%20301%2C+DADE%20CITY%2C+FL+33525,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C13720%20W%20COLONIAL%20DR%2C+WINTER%20GARDEN%2C+FL+34787,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C14004%20WALSINGHAM%20RD%2C+LARGO%2C+FL+33774,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C1477%20MAIN%20STREET%2C+DUNEDIN%2C+FL+34698,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C15602%20N.%20DALE%20MABRY%2C+TAMPA%2C+FL+33618,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C1920%20ALOMA%20AVE.%2C+WINTER%20PARK%2C+FL+32792,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C2115%20E%20HILLSBOROUGH%20AVE%2C+TAMPA%2C+FL+33610,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C22829%20STATE%20ROAD%2054%2C+LAND%20O%20LAKES%2C+FL+34639,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C2480%20US%20HIGHWAY%2019%2C+HOLIDAY%2C+FL+34691,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C28115%20WESLEY%20CHAPEL%20BLVD%2C+WESLEY%20CHAPEL%2C+FL+33543,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C33670%20US%2019%20NORTH%2C+PALM%20HARBOR%2C+FL+34684,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C3518%20HENDERSON%20BLVD%2C+TAMPA%2C+FL+33609,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C3851%204TH%20ST%20NORTH%2C+ST%20PETERSBURG%2C+FL+33703,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C395%20CYPRESS%20PKWY%2C+KISSIMMEE%2C+FL+34759,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C408%20E%20MICHIGAN%20STREET%2C+ORLANDO%2C+FL+32806,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C4340%20S.%20FLORIDA%20AVE.%2C+LAKELAND%2C+FL+33813,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C501%20HAVENDALE%20BLVD%2C+AUBURNDALE%2C+FL+33823,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C5420-9TH%20ST%20NORTH%2C+ST%20PETERSBURG%2C+FL+33703,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C5800%20BEE%20RIDGE%20ROAD%2C+SARASOTA%2C+FL+34233,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C6003%2014TH%20ST%20W%2C+BRADENTON%2C+FL+34207,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C6429%20GALL%20BLVD%2C+ZEPHYRHILLS%2C+FL+33542,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C6730%20US%20HIGHWAY%2098%20N%2C+LAKELAND%2C+FL+33809,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C699%20E%20HIGHWAY%2050%2C+CLERMONT%2C+FL+34711,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C705%20N%20PEBBLE%20BEACH%20BLVD%2C+SUN%20CITY%20CENTER%2C+FL+33573,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C7650%20W%20SAND%20LAKE%20RD%2C+ORLANDO%2C+FL+32819,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C7767%20W%20IRLO%20BRONSON%20HWY%2C+KISSIMMEE%2C+FL+34747,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C8021%20INTERNATIONAL%20DRIVE%2C+ORLANDO%2C+FL+32819,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C8706%20W%20HILLSBOROUGH%20AVE%2C+TAMPA%2C+FL+33615,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C900%2049TH%20STREET%20N%2C+SAINT%20PETERSBURG%2C+FL+33710,,,,
http://maps.google.com/maps?q=WALGREEN%20CO%2C930%20PROVIDENCE%20ROAD%2C+BRANDON%2C+FL+33511,,,,
