Data FY,OPDIV,CFDA Num,CFDA Program Title,,State,Award Number,,Award Title,,Award Code,,Budget Year,Action Date,Recipient Name,,ZIP Code,Award Amount
2018,ACL,93464,ACL Assistive Technology,,ND,1801NDSGAT,,FY18 SGAT,,3,,1,1/4/2018,ND ST DEPT OF HUMAN SVCS,,58505,"$42,571"
2018,ACL,93464,ACL Assistive Technology,,ND,1801NDSGAT,,FY18 SGAT,,1,,1,10/20/2017,ND ST DEPT OF HUMAN SVCS,,58505,"$69,904"
2018,ACL,93464,ACL Assistive Technology,,NE,1801NESGAT,,FY18 SGAT,,1,,1,10/20/2017,NE ST DEPARTMENT OF EDUCATION,,68509,"$85,855"
2018,ACL,93464,ACL Assistive Technology,,NE,1801NESGAT,,FY18 SGAT,,3,,1,1/4/2018,NE ST DEPARTMENT OF EDUCATION,,68509,"$52,284"
2018,ACL,93464,ACL Assistive Technology,,NH,1801NHSGAT,,FY18 SGAT,,1,,1,10/20/2017,"UNIVERSITY OF NEW HAMPSHIRE, DEPARTMENT OF EDUCATION",,03824,"$80,950"
2018,ACL,93464,ACL Assistive Technology,,NH,1801NHSGAT,,FY18 SGAT,,3,,1,1/4/2018,"UNIVERSITY OF NEW HAMPSHIRE, DEPARTMENT OF EDUCATION",,03824,"$49,297"
2018,ACL,93464,ACL Assistive Technology,,NJ,1801NJSGAT,,FY18 SGAT,,3,,1,1/4/2018,NJ Department of Labor and Workforce,,08625,"$55,788"
2018,ACL,93464,ACL Assistive Technology,,NJ,1801NJSGAT,,FY18 SGAT,,1,,1,10/20/2017,NJ Department of Labor and Workforce,,08625,"$91,607"
2018,ACL,93464,ACL Assistive Technology,,NM,1801NMSGAT,,FY18 SGAT,,3,,1,1/4/2018,NEW MEXICO GOVERNOR`S COMMISSION ON DISABILITY,,87501,"$50,929"
2018,ACL,93464,ACL Assistive Technology,,NM,1801NMSGAT,,FY18 SGAT,,1,,1,10/20/2017,NEW MEXICO GOVERNOR`S COMMISSION ON DISABILITY,,87501,"$83,627"
2018,ACL,93464,ACL Assistive Technology,,NV,1801NVSGAT,,FY18 SGAT,,3,,1,1/4/2018,"NV ST DEPARTMENT OF HUMAN RESOURCES, DIVISION OF HEALTH",,89710,"$47,856"
2018,ACL,93464,ACL Assistive Technology,,NV,1801NVSGAT,,FY18 SGAT,,1,,1,10/20/2017,"NV ST DEPARTMENT OF HUMAN RESOURCES, DIVISION OF HEALTH",,89710,"$78,582"
2018,ACL,93464,ACL Assistive Technology,,NY,1801NYSGAT,,FY18 SGAT,,3,,1,1/4/2018,NY ST COMMISSION ON QUALITY OF CARE,,12305,"$80,507"
2018,ACL,93464,ACL Assistive Technology,,NY,1801NYSGAT,,FY18 SGAT,,1,,1,10/20/2017,NY ST COMMISSION ON QUALITY OF CARE,,12305,"$132,194"
2018,ACL,93464,ACL Assistive Technology,,OH,1801OHSGAT,,FY18 SGAT,,3,,1,1/4/2018,OHIO STATE UNIVERSITY,,43210-1209,"$64,709"
2018,ACL,93464,ACL Assistive Technology,,OH,1801OHSGAT,,FY18 SGAT,,1,,1,10/20/2017,OHIO STATE UNIVERSITY,,43210-1209,"$106,255"
2018,ACL,93464,ACL Assistive Technology,,OK,1801OKSGAT,,FY18 SGAT,,3,,1,1/4/2018,"OKLAHOMA STATE UNIVERSITY, GRANTS & CONTRACTS FIN ADM",,74078,"$49,539"
2018,ACL,93464,ACL Assistive Technology,,OK,1801OKSGAT,,FY18 SGAT,,1,,1,10/20/2017,"OKLAHOMA STATE UNIVERSITY, GRANTS & CONTRACTS FIN ADM",,74078,"$81,344"
2018,ACL,93464,ACL Assistive Technology,,OR,1801ORSGAT,,FY18 SGAT,,3,,1,1/4/2018,"OR ST DEPARTMENT OF HUMAN RESOURCES, VOC REHAB DIV",,97310,"$48,823"
2018,ACL,93464,ACL Assistive Technology,,OR,1801ORSGAT,,FY18 SGAT,,1,,1,10/20/2017,"OR ST DEPARTMENT OF HUMAN RESOURCES, VOC REHAB DIV",,97310,"$80,169"
2018,ACL,93464,ACL Assistive Technology,,PA,1801PASGAT,,FY18 SGAT,,1,,1,10/20/2017,TEMPLE UNIVERSITY,,19122,"$130,415"
2018,ACL,93464,ACL Assistive Technology,,PA,1801PASGAT,,FY18 SGAT,,3,,1,1/4/2018,TEMPLE UNIVERSITY,,19122,"$79,423"
2018,ACL,93464,ACL Assistive Technology,,PR,1801PRSGAT,,FY18 SGAT,,3,,1,1/4/2018,UNIVERSITY OF PUERTO RICO,,00931-3334,"$48,815"
2018,ACL,93464,ACL Assistive Technology,,PR,1801PRSGAT,,FY18 SGAT,,1,,1,10/20/2017,UNIVERSITY OF PUERTO RICO,,00931-3334,"$80,156"
2018,ACL,93464,ACL Assistive Technology,,RI,1801RISGAT,,FY18 SGAT,,1,,1,10/20/2017,RI ST DEPARTMENT OF HUMAN SERVICES,,02920,"$69,613"
2018,ACL,93464,ACL Assistive Technology,,RI,1801RISGAT,,FY18 SGAT,,3,,1,1/4/2018,RI ST DEPARTMENT OF HUMAN SERVICES,,02920,"$42,394"
2018,ACL,93464,ACL Assistive Technology,,SC,1801SCSGAT,,FY18 SGAT,,1,,1,10/20/2017,"UNIVERSITY OF SOUTH CAROLINA, COLLEGE OF NURSING",,29208,"$97,885"
2018,ACL,93464,ACL Assistive Technology,,SC,1801SCSGAT,,FY18 SGAT,,3,,1,1/4/2018,"UNIVERSITY OF SOUTH CAROLINA, COLLEGE OF NURSING",,29208,"$59,612"
2018,ACL,93464,ACL Assistive Technology,,SD,1801SDSGAT,,FY18 SGAT,,1,,1,10/20/2017,SD ST DEPT OF HUMAN SERVICES,,57501,"$79,071"
2018,ACL,93464,ACL Assistive Technology,,SD,1801SDSGAT,,FY18 SGAT,,3,,1,1/4/2018,SD ST DEPT OF HUMAN SERVICES,,57501,"$48,152"
2018,ACL,93464,ACL Assistive Technology,,TN,1801TNSGAT,,FY18 SGAT,,3,,1,1/4/2018,TN ST DEPARTMENT OF HUMAN SERVICES,,37219,"$51,296"
2018,ACL,93464,ACL Assistive Technology,,TN,1801TNSGAT,,FY18 SGAT,,1,,1,10/20/2017,TN ST DEPARTMENT OF HUMAN SERVICES,,37219,"$84,231"
2018,ACL,93464,ACL Assistive Technology,,TX,1801TXSGAT,,FY18 SGAT,,1,,1,10/20/2017,UNIVERSITY OF TEXAS AT AUSTIN,,78713-7159,"$168,082"
2018,ACL,93464,ACL Assistive Technology,,TX,1801TXSGAT,,FY18 SGAT,,3,,1,1/4/2018,UNIVERSITY OF TEXAS AT AUSTIN,,78713-7159,"$102,364"
2018,ACL,93464,ACL Assistive Technology,,UT,1801UTSGAT,,FY18 SGAT,,3,,1,1/4/2018,UTAH STATE UNIVERSITY,,84322,"$52,445"
2018,ACL,93464,ACL Assistive Technology,,UT,1801UTSGAT,,FY18 SGAT,,1,,1,10/20/2017,UTAH STATE UNIVERSITY,,84322,"$86,117"
2018,ACL,93464,ACL Assistive Technology,,VA,1801VASGAT,,FY18 SGAT,,1,,1,10/20/2017,VA DEPARTMENT FOR AGING AND REHABILITATIVE SERVICES,,23229,"$94,326"
2018,ACL,93464,ACL Assistive Technology,,VA,1801VASGAT,,FY18 SGAT,,3,,1,1/4/2018,VA DEPARTMENT FOR AGING AND REHABILITATIVE SERVICES,,23229,"$57,445"
2018,ACL,93464,ACL Assistive Technology,,VI,1801VISGAT,,FY18 SGAT,,1,,1,10/20/2017,UNIVERSITY OF THE VIRGIN ISLANDS,,00802-6004,"$23,814"
2018,ACL,93464,ACL Assistive Technology,,VI,1801VISGAT,,FY18 SGAT,,3,,1,1/4/2018,UNIVERSITY OF THE VIRGIN ISLANDS,,00802-6004,"$14,503"
2018,ACL,93464,ACL Assistive Technology,,VT,1801VTSGAT,,FY18 SGAT,,1,,1,10/20/2017,VERMONT AGENCY OF HUMAN SERVICES,,05676-1581,"$76,692"
2018,ACL,93464,ACL Assistive Technology,,VT,1801VTSGAT,,FY18 SGAT,,3,,1,1/4/2018,VERMONT AGENCY OF HUMAN SERVICES,,05676-1581,"$46,705"
2018,ACL,93464,ACL Assistive Technology,,WA,1801WASGAT,,FY18 SGAT,,1,,1,10/20/2017,"UNIVERSITY OF WASHINGTON, HEALTH SERVICES DEPARTMENT",,98103,"$91,458"
2018,ACL,93464,ACL Assistive Technology,,WA,1801WASGAT,,FY18 SGAT,,3,,1,1/4/2018,"UNIVERSITY OF WASHINGTON, HEALTH SERVICES DEPARTMENT",,98103,"$55,698"
2018,ACL,93464,ACL Assistive Technology,,WI,1801WISGAT,,FY18 SGAT,,3,,1,1/4/2018,WI ST Department of Health and Family Services,,53707,"$53,823"
2018,ACL,93464,ACL Assistive Technology,,WI,1801WISGAT,,FY18 SGAT,,1,,1,10/20/2017,WI ST Department of Health and Family Services,,53707,"$88,383"
2018,ACL,93464,ACL Assistive Technology,,WV,1801WVSGAT,,FY18 SGAT,,1,,1,10/20/2017,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,,26506,"$79,632"
2018,ACL,93464,ACL Assistive Technology,,WV,1801WVSGAT,,FY18 SGAT,,3,,1,1/4/2018,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,,26506,"$48,495"
2018,ACL,93464,ACL Assistive Technology,,WY,1801WYSGAT,,FY18 SGAT,,3,,1,1/4/2018,UNIVERSITY OF WYOMING,,82071-3355,"$41,661"
2018,ACL,93464,ACL Assistive Technology,,WY,1801WYSGAT,,FY18 SGAT,,1,,1,10/20/2017,UNIVERSITY OF WYOMING,,82071-3355,"$68,410"
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,TN,90IF0107,,Field Initiated Projects 84.133G-1 ED-GRANTS-010512-001 Improving Trauma Outcomes: A Goal Management Approach,,01,,1,11/29/2017,VANDERBILT UNIVERSITY MEDICAL CENTER,,372320011,"-$1,246"
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,MN,90IF0101,,Field Initiated Projects Program:  National Core Indicators: Advance Exploration of Factors Affecting Quality of Life Outcomes of Adults with Intellectual Disabilities,,01,,3,11/8/2017,UNIVERSITY OF MINNESOTA,,55455,$0
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,WI,90IF0040,,Field-Initiated Program:  Development of a Passive Prosthetic Ankle with Energy Return that Matches that of a Natural Ankle,,04,,1,11/9/2017,MARQUETTE UNIVERSITY,,53201-1881,-$123
2018,ACL,93763,Alzheimer’s Disease Initiative: Specialized Supportive Services Project (ADI-SSS) thru Prevention and Public Health Funds (PPHF),,WA,90ALGG0022,,Full Life Care will adapt evidence-based and evidence-informed interventions to fill the dementia-capable system service gaps in King and Snohomish Counties in Washington State.,,01,,1,12/21/2017,Full Life Care,,98104,"-$962,950"
2018,ACL,93763,Alzheimer’s Disease Initiative: Specialized Supportive Services Project (ADI-SSS) thru Prevention and Public Health Funds (PPHF),,WA,90ALGG0022,,Full Life Care will adapt evidence-based and evidence-informed interventions to fill the dementia-capable system service gaps in King and Snohomish Counties in Washington State.,,02,,1,1/5/2018,Full Life Care,,98104,"$962,950"
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,HI,90OI0007,,"Ha Kupuna National Resource Center for Native Hawaiian Elders, a university-community collaboration, develops and disseminates knowledge on health and long-term care to native elders and families.",,01,,3,10/19/2017,UNIVERSITY OF HAWAII,,96822-2309,$0
2018,ACL,93747,Elder Abuse Prevention Interventions Program ,,ID,90EJSG0008,,Idaho Adult Protection System Modification and Enhancements,,01,,2,10/11/2017,Idaho Commission on Aging,,83720,$0
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,WI,90IF0114,,Image Categorization Expert System to Facilitate Creation of Accessible Educational Materials,,01,,2,12/4/2017,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,,53715-1218,$0
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,HI,90NW0027,,Implementation of the No Wrong Door System for All Populations and All Payers,,01,,3,10/11/2017,"HI ST OFFICE OF THE GOVERNOR, EXECUTIVE OFFICE ON AGING",,96813,$0
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,NY,90SI5017,,Mount Sinai Spinal Cord Injury Model Systems,,01,,2,12/4/2017,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,10029,$0
2018,ACL,93734,Empowering Older Adults and Adults with Disabilities through Chronic Disease Self-Management Education Programs – financed by 2012  PPHF-2012,,DC,90CS0058,,National Chronic Disease Self-Management Education (CDSME) Resource Center Financed Solely by 2016 Prevention and Public Health Funds (PPHF-2016),,04,,2,12/22/2017,"NATIONAL COUNCIL ON THE AGING, INC",,20024-4709,$0
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,NE,90MP0201,,Nebraska Senior Medicare Patrol (SMP),,03,,3,11/8/2017,NE Dept of Insurance,,68501,$0
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,WI,90NWPG0004,,No Wrong Door System Key Elements: Transforming State LTSS Access Functions into a No Wrong Door System for All Populations and All Payers,,01,,2,12/11/2017,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,,53701,$0
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,OK,90MP0207,,Oklahoma Senior Medicare Patrol,,03,,3,10/24/2017,Oklahoma Insurance Department,,73112,$0
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,PA,90MP0224,,Pennsylvania SMP - Empowering Seniors to Prevent Health Care Fraud,,03,,3,11/27/2017,Center for Advocacy for Rights & Interests of  Elderly,,19103,$0
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,GA,90IF0120,,Personalized Medicine for Pressure Ulcer Prevention: Clinical Measures of Buttocks Deformation,,01,,2,11/30/2017,GEORGIA TECH RESEARCH CORPORATION,,30332,$0
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,CT,90LE0015,,Phase II Model Approaches to Statewide Legal Assistance Systems,,01,,2,11/9/2017,State Department on Aging,,06105,$0
2018,ACL,93843,ACL Assistive Technology State Grants for Protection and Advocacy,,IA,90AV0001,,Protection and Advocacy for Assistive Technology Mandatory,,02,,1,10/11/2017,UNIVERSITY OF IOWA,,52242,-$2
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,NY,90RE5005,,Rehabilitation Engineering Research Centers: Universal Design in the Built Environment,,04,,1,10/18/2017,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),,12201-0009,"-$6,885"
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,PA,90RT5021,,Rehabilitation Research and Training Centers-Community - Living and Participation for Individuals with Psychiatric Disabilities,,01,,3,10/13/2017,"TEMPLE UNIVERSITY, SCHOOL OF MEDICINE",,19140-5104,$0
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,MN,90RT5019,,Research and Training Center on Community Living for People with Intellectual Disabilities,,01,,3,10/18/2017,"UNIVERSITY OF MINNESOTA, OFFICE OF STUDENT FINANCE AID",,55455,$0
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,SC,90IF0066,,Risk of Early Mortality after Spinal Cord Injury,,01,,3,10/13/2017,MEDICAL UNIVERSITY OF SOUTH CAROLINA,,29403-5120,$0
2018,ACL,93324,State Health Insurance Assistance Program,,SC,90SAPG0043,,SHIP Base Grant for SC,,02,,1,12/21/2017,SC ST COMMISSION ON AGING,,29223,"-$717,685"
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,AL,90MP0238,,Senior Medicare Patrol Project,,03,,3,11/27/2017,AL ST COMMISSION ON AGING,,36130,$0
2018,ACL,93048,Special Programs for the Aging Title IV and Title II Discretionary Projects,,SD,90MP0229,,"Senior Medicare Patrol, statewide program for South Dakota.",,03,,3,12/18/2017,"SD ST DEPARTMENT OF SOCIAL SVCS, DIV OF THE SECRETARY",,57501,"-$250,192"
2018,ACL,93631,Developmental Disabilities Projects of National Significance,,SC,90DNEM0001,,South Carolina Employment First Initiative,,01,,2,11/30/2017,ABLE SOUTH CAROLINA,,29210,$0
2018,ACL,93072,Lifespan Respite Care Program,,SD,90LRLR0004,,South Dakota Lifespan Respite Care Program,,02,,1,1/5/2018,SD ST DEPT OF HUMAN SERVICES,,57501,"$200,000"
2018,ACL,93072,Lifespan Respite Care Program,,SD,90LRLR0004,,South Dakota Lifespan Respite Care Program,,01,,1,12/18/2017,SD ST DEPARTMENT OF HEALTH,,57501,"-$200,000"
2018,ACL,93433,"ACL National Institute on Disability, Independent Living, and Rehabilitation Research",,KY,90SI5004,,Spinal Cord Injury Model Systems Program:  Frazier Rehab and Neuroscience Spinal Cord Injury Model System (FRNSCIMS),,04,,2,12/18/2017,UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION,,40292,"-$12,481"
2018,ACL,93464,ACL Assistive Technology,,OH,90AG0007,,State Grants for Assistive Technology Mandatory,,02,,1,10/16/2017,"OHIO STATE UNIVERSITY, RESEARCH FOUNDATION",,43210-1016,"-$23,032"
2018,ACL,93747,Elder Abuse Prevention Interventions Program ,,MO,90EJSG0003,,State Grants to Enhance Adult Protective Services Missouri Program Narrative,,01,,2,11/27/2017,MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES,,65102,$0
2018,ACL,93234,Traumatic Brain Injury State Demonstration Grant Program,,ID,90TBSG0007,,Traumatic Brain Injury State Implementation Partnership Grant Program,,01,,2,12/22/2017,IDAHO STATE UNIVERSITY,,83209-0001,$0
2018,ACL,93234,Traumatic Brain Injury State Demonstration Grant Program,,NY,90TBSG0009,,Traumatic Brain Injury State Implementation Partnership Grant Program,,01,,2,10/11/2017,"HEALTH RESEARCH, INC - ALBANY DIVISION",,12144,$0
2018,ACL,93632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",,IL,90DDUC0050,,UIC UCEDD Diversity Fellowship Program,,01,,1,10/24/2017,UNIVERSITY OF ILLINOIS AT CHICAGO,,60680,"-$45,000"
2018,ACL,93632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",,IL,90DDUC0050,,UIC UCEDD Diversity Fellowship Program,,02,,1,10/27/2017,UNIVERSITY OF ILLINOIS AT CHICAGO,,60612,"$45,000"
2018,ACL,93632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",,IA,90DD0017,,University Center for Excellence in Developmental Disabilities,,01,,5,12/11/2017,UNIVERSITY OF IOWA,,52242,$0
2018,ACL,93632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",,KY,90DD0002,,"University Center for Excellence in Developmental Disabilities Education, Research, and Service Core Grant (UCEDD)",,01,,5,12/18/2017,"UNIVERSITY OF KENTUCKY, RESEARCH FOUNDATION",,40506,$0
2018,ACL,93632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",,PA,90DD0705,,University Center for Excellence in Developmental Disabilitites,,01,,3,12/11/2017,TEMPLE UNIVERSITY,,19122,$0
2018,ACL,93632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",,VT,90DD0004,,University Centers for Excellence in Developmental Disabilities Year 5 of Core grant 2013-2018,,02,,5,12/18/2017,UNIVERSITY OF VERMONT,,05405,$0
2018,ACL,93632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",,OR,90DD0011,,University of Oregon Center for Excellence in Developmental Disabilities - Year 4 (2013-2018),,01,,4,10/10/2017,UNIVERSITY OF OREGON,,97403,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,MA,R21HS024330,,A Sleep Promotion Toolkit for Hospitalized Patients,,000,,1,11/8/2017,BOSTON COLLEGE,,02467-3800,"-$69,500"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,MA,R21HS024330,,A Sleep Promotion Toolkit for Hospitalized Patients,,001,,2,11/8/2017,NORTHEASTERN UNIVERSITY,,02115-5005,"$69,574"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,CA,R00HS022404,,Adolescent Disease Autonomy using Patient Portal Technology (ADAPPT),,000,,5,11/3/2017,UNIVERSITY OF SAN DIEGO,,92110,"$124,498"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,NC,R03HS024749,,Assessing the Impact of Type I and Type II Errors on High Strength of Evidence Outcomes,,000,,1,10/20/2017,RESEARCH TRIANGLE INSTITUTE,,27709-2194,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,NC,P50HS023418,,COMPARE-UF,,000,,3,10/25/2017,DUKE UNIVERSITY,,27708,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,NJ,R00HS022406,,Comparative effectiveness of home care environments for diverse elders' outcomes,,000,,5,12/15/2017,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,,08901-8559,"$248,999"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,CT,U18HS016978,,Consumer Assessment of Healthcare Providers and Systems CAHPS V,,000,,11,1/5/2018,YALE UNIVERSITY,,06520,"-$16,750"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,CA,U18HS016980,,Continuation of Consumer Assessment of Healthcare Providers and Systems CAHPS IV,,000,,10,12/1/2017,RAND CORPORATION,,90401-3208,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,CO,K08HS024599,,"Determining Tradeoffs Among Health Benefits, Adverse Events, and Resource Use Associated with Food Allergy Treatment",,000,,2,11/7/2017,UNIVERSITY OF COLORADO DENVER,,80045-0508,"$75,093"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,RI,K12HS022998,,Develop Patient Centered Outcomes Scholars for Comparative Effectiveness Research,,000,,4,11/22/2017,BROWN UNIVERSITY,,02912,"$342,898"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,GA,R18HS023270,,Disseminating SafeCare to prevent child maltreatment and negative health outcomes,,000,,4,11/9/2017,GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION,,30303,"$236,183"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,OK,R18HS023919,,Disseminating and Implementing PCOR through the Oklahoma Primary Healthcare Extension System,,000,,4,11/1/2017,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,,73126,"$2,494,187"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,NY,R25HS023199,,Education and training program in patient-centered outcomes research,,000,,5,11/7/2017,ALBERT EINSTEIN COLLEGE OF MEDICINE INC,,10467,"$250,001"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,WI,R01HS025713,,Efficacy of oral vancomycin prophylaxis for prevention of recurrent C. difficile infection,,000,,1,10/20/2017,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,,53715-1218,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,CA,R00HS022408,,Engaging Diverse Patients in Using an Online Patient Portal,,000,,5,11/3/2017,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,,94143,"$123,310"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,CO,R21HS025505,,Engaging disadvantaged patients in sharing patient generated health data and patient reported outcomes through health information technology,,000,,1,12/14/2017,DENVER HEALTH & HOSPITAL AUTHORITY,,80204-4507,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,MA,R01HS023694,,Enhancing Medication CPOE Safety & Quality by Indications Based Prescribing,,000,,3,10/20/2017,BRIGHAM & WOMEN`S HOSPITAL,,02115-6114,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,OR,R01HS023940,,Evaluating System Change to Advance Learning and Take Evidence to Scale (ESCALATES),,000,,3,11/1/2017,OREGON HEALTH & SCIENCE UNIVERSITY,,97239-3011,"$1,679,129"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,IL,R01HS024516,,Evaluating the Implementation of a Multi-Component Quality Collaborative,,000,,3,11/30/2017,NORTHWESTERN UNIVERSITY,,60208-0001,"$236,456"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,NH,K08HS024133,,Evaluating the safety and effectiveness of pediatric direct admissions to hospital,,000,,4,11/2/2017,DARTMOUTH COLLEGE,,03755,"$66,689"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,VA,R21HS024350,,Evidence-based Contingency Planning for Electronic Health Record Downtime,,000,,2,12/14/2017,VIRGINIA COMMONWEALTH UNIVERSITY,,23284-9071,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,PA,R25HS023185,,Expanding National Capacity in PCOR through Training (ENACT),,000,,4,11/2/2017,UNIVERSITY OF PITTSBURGH,,15213,"$208,977"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,IN,R21HS025502,,Exploring the Utilization of and Outcomes from Health Information Exchange in Emergency Settings,,000,,1,11/8/2017,"INDIANA UNIVERSITY, BLOOMINGTON",,47405,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,NC,R18HS023912,,"Facilitation, Spread and Translation of Patient-Centered Evidence in NC Practices",,000,,3,11/9/2017,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,,27599-2319,"$2,422,807"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,OH,K08HS023827,,Family-Clinician Partnerships to Improve Child Safety in the Hospital,,000,,3,11/1/2017,CHILDREN`S HOSPITAL MEDICAL CENTER,,45229,"$74,261"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,MA,R01HS025378,,Federally Qualified Health Centers and Care for Vulnerable Populations,,000,,1,11/8/2017,MASSACHUSETTS GENERAL HOSPITAL,,02114-2620,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,MA,R03HS025024,,Hybrid Approaches to Optimizing Evidence Synthesis via Machine Learning and Crowdsourcing,,000,,1,10/19/2017,NORTHEASTERN UNIVERSITY,,02115-5005,$0
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,CA,K01HS022907,,Identifying Patient-Centered Fall Prevention Care Processes in Hip Fracture Rehabilitation,,000,,3,11/20/2017,UNIVERSITY OF SOUTHERN CALIFORNIA,,90089-0117,"$69,013"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,PA,R01HS023806,,Impact of Pediatric Trauma Centers on Outcomes of Injured Children,,000,,3,12/19/2017,CHILDREN'S HOSPITAL OF PHILADELPHIA,,19104,"$250,000"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,OK,R18HS023237,,Implementing a Sustainable Model for Delivery of Preventive Services in Rural Cou,,000,,5,11/3/2017,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,,73126,"$127,374"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,OK,R18HS023237,,Implementing a Sustainable Model for Delivery of Preventive Services in Rural Cou,,001,,5,11/23/2017,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,,73126,"$21,220"
2018,AHRQ,93226,"Research on Healthcare Costs, Quality and Outcomes ",,IN,R21HS024314,,Improving Anxiety Detection in Pediatrics Using Health Information Technology,,000,,1,11/10/2017,"INDIANA UNIVERSITY, BLOOMINGTON",,47405,$0
