name,source,address,postal,state,lat,lng,city
USAF CLINIC CHARLESTON,DEA,"628 MED GROUP/SGSM, 204 W. HILL BLVD. BLDG. 364, JOINT BASE CHARLESTON, SC 29404",29404,SC,,,JOINT BASE CHARLESTON
US ARMY-MCCHORD MEDICAL CLINIC PHARMACY,DEA,"690 BARNES BLVD, JOINT BASE LEWIS MCCHORD, WA 98438",98438,WA,,,JOINT BASE LEWIS MCCHORD
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",DEA,"1801 INGALLS AVE, JOLIET, IL 60435",60435,IL,41.5448584,-88.126257,JOLIET
NASH DRUGS INC,DEA,"237 E CHICAGO ST, JONESVILLE, MI 49250",49250,MI,41.9838056,-84.6626908,JONESVILLE
GARFIELD COUNTY HEALTH CENTER,DEA,"332 LEAVITT AVENUE, JORDAN, MT 59337",59337,MT,47.3188465,-106.9112702,JORDAN
SEARHC MEDICAL CENTER,DEA,"1200 SALMON CREEK LN, MAILING: 3100 CHANNEL DR., SUITE 300, JUNEAU, AK 99801",99801,AK,,,JUNEAU
WALGREEN CO.,DEA,"1800 W INDIANTOWN RD, JUPITER, FL 33458",33458,FL,26.9333773,-80.1258215,JUPITER
"FAMILY HEALTH CENTER, INC",DEA,"117 W PATERSON, KALAMAZOO, MI 49007",49007,MI,42.3029655,-85.5845949,KALAMAZOO
PARK STREET PHARMACY,DEA,"512 N PARK STREET, KALAMAZOO, MI 49007",49007,MI,42.29607499999999,-85.5866225,KALAMAZOO
SINDECUSE HEALTH CENTER,DEA,"NORTH GILKISON AVENUE, KALAMAZOO, MI 49008",49008,MI,,,KALAMAZOO
WALGREEN CO.,DEA,"5020 W MAIN, KALAMAZOO, MI 49009",49009,MI,42.2968172,-85.6496937,KALAMAZOO
GULL POINTE PHARMACY,DEA,"5585 GULL ROAD, SUITE #120, KALAMAZOO, MI 49048",49048,MI,,,KALAMAZOO
WALGREEN CO.,DEA,"40 W IDAHO ST, KALISPELL, MT 59901",59901,MT,48.2013886,-114.3159072,KALISPELL
THE CLINICAL PHARMACY,DEA,"200 CONWAY DRIVE, KALISPELL, MT 59901",59901,MT,48.2139978,-114.3276039,KALISPELL
"ZIONS PHARMACY SERVICES, LLC",DEA,"14 E CENTER ST, KANAB, UT 84741",84741,UT,37.047907,-112.5281516,KANAB
WALGREEN CO.,DEA,"1310 S CANNON BLVD, KANNAPOLIS, NC 28083",28083,NC,,,KANNAPOLIS
UNIV OF KANSAS HOSP AUTHORITY,DEA,"2015 W 39TH, KANSAS CITY, KS 66103",66103,KS,39.0572723,-94.6083838,KANSAS CITY
WALGREEN CO.,DEA,"7739 STATE AVE, KANSAS CITY, KS 66112",66112,KS,39.1157869,-94.75981469999999,KANSAS CITY
SABOURIN'S PHARMACY,DEA,"1461 SOUTH HURON ROAD, KAWKAWLIN, MI 48631",48631,MI,43.6969369,-83.9672901,KAWKAWLIN
U S P H S INDIAN HEALTH CTR,DEA,"PO BOX 368, KAYENTA, AZ 86033",86033,AZ,,,KAYENTA
BOWMAN'S PHARMACY,DEA,"326 NORTH MAIN, KAYSVILLE, UT 84037",84037,UT,41.0415119,-111.9406992,KAYSVILLE
VALLEY PHARMACY INC,DEA,"211 W 33RD ST, KEARNEY, NE 68845",68845,NE,40.7089566,-99.0850205,KEARNEY
MEDICAP PHARMACY,DEA,"2706 2ND AVENUE, SUITE A, KEARNEY, NE 68847",68847,NE,,,KEARNEY
WALGREEN CO.,DEA,"2516 SECOND AVE., KEARNEY, NE 68847",68847,NE,40.7012206,-99.0849313,KEARNEY
MIDTOWN DRUGS,DEA,"581 KEARNY AVE, KEARNY, NJ 07032",07032,NJ,40.7707616,-74.1454883,KEARNY
"WALGREEN EASTERN CO., INC.",DEA,"440 WEST ST, KEENE, NH 03431",03431,NH,42.9323683,-72.2951534,KEENE
KEESEVILLE PHARMACY INC,DEA,"1730 FRONT STREET, KEESEVILLE, NY 12944",12944,NY,,,KEESEVILLE
USAF- KEESLER PHARMACY,DEA,"301 FISHER ST BLDG 0468, KEESLER AFB, MS 39534",39534,MS,30.4094159,-88.9252664,KEESLER AFB
USAF-KEESLER MEDICAL CENTER,DEA,"301 FISHER STREET BLDG 0468, KEESLER AFB, MS 39534",39534,MS,30.4094159,-88.9252664,KEESLER AFB
OSTROM DRUGS,DEA,"6414 NE BOTHELL WAY, KENMORE, WA 98028",98028,WA,47.7590459,-122.2555513,KENMORE
OCHSNER PHARMACY AND WELLNESS - KENNER,DEA,"200 WEST ESPLANADE AVE. SUITE 106, KENNER, LA 70065",70065,LA,,,KENNER
KAISER PERMANENTE TOWNPARK,DEA,"TOWNPARK MEDICAL OFFICE PHCY, 750 TOWNPARK LANE, KENNESAW, GA 30144",30144,GA,34.0374861,-84.5728927,KENNESAW
GOOD VALUE PHARMACY,DEA,"3207 80TH STREET, SUITE 100, KENOSHA, WI 53142",53142,WI,42.5568274,-87.8478861,KENOSHA
WALGREEN CO.,DEA,"3805 80TH ST., KENOSHA, WI 53142",53142,WI,42.55804680000001,-87.8541896,KENOSHA
ALEXANDRIA DRUGS LLC,DEA,"25680 104TH AVE SE, KENT, WA 98030",98030,WA,,,KENT
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"26004 104TH AVENUE S.E., KENT, WA 98030",98030,WA,,,KENT
HEALTHPOINT KENT PHARMACY,DEA,"403 E. MEEKER ST., SUITE 300, KENT, WA 98030",98030,WA,47.3819154,-122.2294454,KENT
WALGREEN CO.,DEA,"25605 104TH AVE SE, KENT, WA 98030",98030,WA,47.37217070000001,-122.2034013,KENT
UNITED CARE PHARMACY-RETAIL,DEA,"18230 E VALLEY HWY, SUITE #187, KENT, WA 98032",98032,WA,47.43871490000001,-122.2202829,KENT
WALGREEN CO.,DEA,"6020 KALAMAZOO AVE. SE, KENTWOOD, MI 49508",49508,MI,42.85402879999999,-85.6240528,KENTWOOD
PEAK PHARMACY,DEA,"841 OLD WINSTON ROAD, SUITE 93, KERNERSVILLE, NC 27284",27284,NC,36.112189,-80.09047489999999,KERNERSVILLE
ST LUKE'S WOOD RIVER,DEA,"100 HOSPITAL DRIVE, PO BOX 100, KETCHUM, ID 83340",83340,ID,43.64836589999999,-114.3499533,KETCHUM
"PHARMA DONNA, LLC",DEA,"201 N. WASHINGTON AVE, PO BOX 6464, KETCHUM, ID 83340",83340,ID,43.6795291,-114.3646577,KETCHUM
OSF HEALTHCARE SYSTEM D/B/A SAINT LUKE MEDICAL CEN,DEA,"1051 W. SOUTH ST., KEWANEE, IL 61443",61443,IL,,,KEWANEE
RURAL HEALTH CARE,DEA,"100 COMMERCIAL DR, KEYSTONE HEIGHTS, FL 32656",32656,FL,29.7838241,-82.0269411,KEYSTONE HEIGHTS
KILLDEER PHARMACY,DEA,"220 4TH AVE SW SUITE B, PO BOX 745, KILLDEER, ND 58640",58640,ND,,,KILLDEER
WALGREEN CO.,DEA,"1000 E. CENTRAL TEXAS EXPY., KILLEEN, TX 76541",76541,TX,31.09361109999999,-97.7333043,KILLEEN
US ARMY-MEDICAL HOME PHARMACY,DEA,"3404 KAYDENCE CT, KILLEEN, TX 76542",76542,TX,31.07469979999999,-97.7104004,KILLEEN
KILMARNOCK PHARMACY,DEA,"308 NORTH MAIN STREET, PO BOX 1299, KILMARNOCK, VA 22482",22482,VA,37.7176049,-76.3816591,KILMARNOCK
NOVANT HEALTH PHARMACY SERVICES LLC,DEA,"212 MOORE ROAD, KING, NC 27021",27021,NC,36.2687944,-80.3400455,KING
DESERT WEST PHARMACY,DEA,"1099 SUNRISE AVE, KINGMAN, AZ 86401",86401,AZ,35.2153883,-114.0408175,KINGMAN
USN- NAVAL AMBULATORY CARE CENTER,DEA,"ATTN: PHARMACY DEPT, 881 USS JAMES MADISON ROAD, KINGS BAY, GA 31547",31547,GA,30.794129,-81.565596,KINGS BAY
LEWIS FAMILY DRUG #74,DEA,"7 W SECOND ST, PO BOX 280, KINGSLEY, IA 51028",51028,IA,42.5884576,-95.9678307,KINGSLEY
LENOX PHARMACY,DEA,"5879 SR 92, SUITE 3 LENOX PLAZA, KINGSLEY, PA 18826",18826,PA,,,KINGSLEY
WILSON PHARMACY,DEA,"1657 EAST STONE DRIVE, SUITE A, KINGSPORT, TN 37660",37660,TN,,,KINGSPORT
QFC PHARMACY #809,DEA,"211 PARK PLACE CENTER, KIRKLAND, WA 98033",98033,WA,47.6770548,-122.2002975,KIRKLAND
WALGREEN CO.,DEA,"12405 NE 85TH ST., KIRKLAND, WA 98033",98033,WA,47.6789801,-122.1752974,KIRKLAND
EVERGREEN PROFESSIONAL CENTER,DEA,"12303 NE 130TH LANE, SUITE 210, KIRKLAND, WA 98034",98034,WA,47.715878,-122.1786164,KIRKLAND
QFC PHARMACY 828,DEA,"11224 NE 124TH ST, KIRKLAND, WA 98034",98034,WA,47.7123701,-122.1911906,KIRKLAND
USAF- KIRTLAND AFB,DEA,"7901 GIBSON BLVD SE, BLDG 20169, KIRTLAND AFB, NM 87117",87117,NM,35.0592448,-106.559108,KIRTLAND AFB
WALGREEN CO.,DEA,"1111 W VINE STREET, KISSIMMEE, FL 34741",34741,FL,,,KISSIMMEE
"HOLIDAY CVS, L.L.C.",DEA,"1205 W VINE ST, KISSIMMEE, FL 34741",34741,FL,,,KISSIMMEE
ALICIA ROBERTS MEDICAL CENTER,DEA,"7300A KLAWOCK-HOLLIS HIGHWAY, PO BOX 69, KLAWOCK, AK 99925",99925,AK,55.5470864,-133.0964469,KLAWOCK
BELEW DRUG,DEA,"2021 N BROADWAY, KNOXVILLE, TN 37917",37917,TN,35.9914798,-83.9220407,KNOXVILLE
BELEW DRUGS WASHINGTON PIKE INC,DEA,"5908 WASHINGTON PIKE SUITE 102, KNOXVILLE, TN 37918",37918,TN,,,KNOXVILLE
WALGREEN CO.,DEA,"121 N. NORTHSHORE DRIVE, KNOXVILLE, TN 37919",37919,TN,35.9337047,-84.0032581,KNOXVILLE
UNIVERSITY PHARMACY,DEA,"1924 ALCOA HWY, SUITE NP100, KNOXVILLE, TN 37920",37920,TN,35.9346679,-83.9481965,KNOXVILLE
BELEW DRUGS ASHEVILLE HIGHWAY LLC,DEA,"8622 ASHEVILLE HIGHWAY, KNOXVILLE, TN 37924",37924,TN,36.0252709,-83.73489339999999,KNOXVILLE
PROVIDENCE HEALTH & SERVICES - WASHINGTON,DEA,"1915 EAST REZANOF DRIVE, KODIAK, AK 99615",99615,AK,57.8008059,-152.3756031,KODIAK
WALGREEN CO,DEA,"2400 W SYCAMORE STREET, KOKOMO, IN 46901",46901,IN,40.4882404,-86.1656055,KOKOMO
HERBST APOTHECARY INC,DEA,"201 N. DIXON RD., KOKOMO, IN 46901",46901,IN,,,KOKOMO
SULLIVAN'S DISCOUNT DRUGS,DEA,"HWY 12, 109 NORTHSIDE SHOPPING CENTER, KOSCIUSKO, MS 39090",39090,MS,,,KOSCIUSKO
CUSTOM RX LLC,DEA,"173 W 4TH ST, KUNA, ID 83634",83634,ID,43.491319,-116.4148029,KUNA
WALGREEN CO.,DEA,"900 WEST AVE S, LA CROSSE, WI 54601",54601,WI,,,LA CROSSE
GUNDERSEN LUTHERAN CLIN PHARM,DEA,"1836 SOUTH AVENUE, LA CROSSE, WI 54601",54601,WI,43.7955349,-91.24783029999999,LA CROSSE
CASS ST PHARMACY GUNDERSEN HEALTH SYSTEM,DEA,"528 CASS ST., LA CROSSE, WI 54601",54601,WI,43.8085453,-91.2489732,LA CROSSE
KAISER PERMANENTE PHRMCY 230,DEA,"KFHP LA MESA PHARMACY, 8080 PARKWAY DRIVE, LA MESA, CA 91942",91942,CA,32.7757112,-117.024544,LA MESA
KAISER FOUNDATION HEALTH PLAN,DEA,"5 CENTERPOINTE DR, LA PALMA, CA 90623",90623,CA,,,LA PALMA
DRUG MART INC PHARMACY,DEA,"SUITE A, P.O. BOX 159, LA PINE, OR 97739",97739,OR,,,LA PINE
LAPLATA PHARMACY,DEA,"6501 CRAIN HIGHWAY, LA PLATA, MD 20646",20646,MD,38.532936,-76.983762,LA PLATA
LAPORTE CITY PHARMACY,DEA,"601 HIGHWAY 218 NORTH, LA PORTE CITY, IA 50651",50651,IA,42.3201775,-92.1977245,LA PORTE CITY
MEDICINE SHOPPE #1145,DEA,"800 S BROADWAY ST, LA PORTE, TX 77571",77571,TX,29.6562206,-95.0194963,LA PORTE
WALGREEN CO.,DEA,"934 N HACIENDA BLVD, LA PUENTE, CA 91744",91744,CA,34.0363977,-117.9493756,LA PUENTE
LAKES REGION GENERAL HOSPITAL,DEA,"80 HIGHLAND STREET, LACONIA, NH 03246",03246,NH,,,LACONIA
RX CARE OF LADY LAKE INC,DEA,"725 COUNTY ROAD 466, LADY LAKE, FL 32159",32159,FL,28.916438,-81.938158,LADY LAKE
WELLCARE PHARMACY SERVICES INC,DEA,"13733 U.S. HWY 441, LADY LAKE, FL 32159",32159,FL,,,LADY LAKE
MARSHFIELD CLINIC PHARMACY,DEA,"906 COLLEGE AVENUE WEST, LADYSMITH, WI 54848",54848,WI,45.45483979999999,-91.11010999999999,LADYSMITH
GOOD SAMARITAN MEDICAL CENTER,DEA,"200 EXEMPLA CIR, LAFAYETTE, CO 80026",80026,CO,39.970501,-105.0863668,LAFAYETTE
IU HEALTH ARNETT RETAIL PHARMACY,DEA,"5165 MCCARTY LN, ROOM A1009, LAFAYETTE, IN 47905",47905,IN,40.4005668,-86.80671269999999,LAFAYETTE
"TECHE DRUGS, INC.",DEA,"509 JEFFERSON ST., LAFAYETTE, LA 70501",70501,LA,30.2253216,-92.018387,LAFAYETTE
ICARE COMMUNITY PHARMACY AND GIFTS LLC,DEA,"2807 KALISTE SALOOM RD, LAFAYETTE, LA 70508",70508,LA,30.1520724,-92.0523939,LAFAYETTE
"WALGREEN LOUISIANA CO., INC.",DEA,"2517 KALISTE SALOOM ROAD, LAFAYETTE, LA 70508",70508,LA,30.1565064,-92.0474797,LAFAYETTE
SADDLEBACK MED CTR PHARMACY,DEA,"24411 HEALTH CENTER DRIVE, LAGUNA HILLS, CA 92653",92653,CA,33.6096913,-117.7092505,LAGUNA HILLS
COMMUNITY PHARMACY,DEA,"1321 WEST MAIN, LAKE CITY, IA 51449",51449,IA,42.2657266,-94.74934309999999,LAKE CITY
SPENCES MEDICAL CENTER PHARMACY,DEA,"215 OAK DR SOUTH, SUITE M, LAKE JACKSON, TX 77566",77566,TX,29.03038,-95.4550213,LAKE JACKSON
STONE'S PHARMACY INC,DEA,"BRIDGE & MAIN STREETS, PO BOX 310, LAKE LUZERNE, NY 12846",12846,NY,40.7060855,-73.9968643,LAKE LUZERNE
WALKER PHARMACY,DEA,"838 4TH AVENUE, LAKE ODESSA, MI 48849",48849,MI,,,LAKE ODESSA
NORTH SHORE PHARMACY,DEA,"2490 CENTRAL AVENUE, LAKE STATION, IN 46405",46405,IN,,,LAKE STATION
"HOLIDAY CVS, L.L.C.",DEA,"6105 US HWY 98 N, LAKELAND, FL 33809",33809,FL,28.1213618,-81.97309279999999,LAKELAND
WALGREEN CO.,DEA,"4340 S. FLORIDA AVE., LAKELAND, FL 33813",33813,FL,27.9862139,-81.9559266,LAKELAND
"HOLIDAY CVS, L.L.C.",DEA,"5010 S FLORIDA AVE, LAKELAND, FL 33813",33813,FL,27.9744431,-81.9595142,LAKELAND
LAKE DISTRICT HOSPITAL,DEA,"700 SOUTH J STREET, LAKEVIEW, OR 97630",97630,OR,42.1811057,-120.3525652,LAKEVIEW
LIVONIA-LAKEVILLE PHARMACY,DEA,"5975 BIG TREE RD, P.O. BOX 414, LAKEVILLE, NY 14480",14480,NY,,,LAKEVILLE
BLUE SPRUCE PHARMACY,DEA,"9485 WEST COLFAX AVENUE, LAKEWOOD, CO 80215",80215,CO,39.7405598,-105.1030314,LAKEWOOD
KAISER FOUNDATION HEALTH PLAN,DEA,"DBA KAISER-PERMANENTE LAKEWOOD PHARMACY, 8383 W ALAMEDA AVE, LAKEWOOD, CO 80226",80226,CO,39.7116317,-105.0901561,LAKEWOOD
NICOLET PHARMACY,DEA,"15481 COMMERCIAL RD, SUITE A, LAKEWOOD, WI 54138",54138,WI,,,LAKEWOOD
PHARMACISTS ASSOCIATES LLC,DEA,"117 NORTH MAIN STREET, LAKOTA, ND 58344",58344,ND,48.0403318,-98.34415039999999,LAKOTA
BEDFORD WELLNESS PHARMACY,DEA,"7473 SECOR ROAD, UNIT C, LAMBERTVILLE, MI 48144",48144,MI,,,LAMBERTVILLE
PHS INDIAN HEALTH CENTER,DEA,"420 N CHEYENNE AVENUE, LAME DEER, MT 59043",59043,MT,45.6173997,-106.6620831,LAME DEER
"GARFIELD BEACH CVS, L.L.C.",DEA,"8929 PANAMA RD SUITE B, LAMONT, CA 93241",93241,CA,35.2667302,-118.9049988,LAMONT
LA MOURE DRUG STORE INC,DEA,"PO BOX 175, 100 1ST AVE. SW, LAMOURE, ND 58458",58458,ND,46.3571819,-98.301677,LAMOURE
"GARFIELD BEACH CVS, L.L.C.",DEA,"43839 15TH STREET WEST, SUITE P, LANCASTER, CA 93534",93534,CA,34.67877,-118.1580426,LANCASTER
KAISER FOUNDATION HLTH PLN,DEA,"DBA KAISER PERMANENTE PHCY#254, 43112 N. 15TH ST, LANCASTER, CA 93534",93534,CA,33.7827157,-116.3539272,LANCASTER
"GARFIELD BEACH CVS, L.L.C.",DEA,"2006 WEST AVENUE J, LANCASTER, CA 93536",93536,CA,34.6879188,-118.1661555,LANCASTER
WALGREEN CO.,DEA,"859 E MAIN ST, LANCASTER, OH 43130",43130,OH,39.7139254,-82.58399399999999,LANCASTER
"PENNSYLVANIA CVS PHARMACY, L.L.C.",DEA,"1507 LITITZ PIKE, LANCASTER, PA 17601",17601,PA,40.0647138,-76.3063189,LANCASTER
RIVERTON MEMORIAL HOSPITAL LLC,DEA,"1320 BISHOP RANDALL DRIVE, LANDER, WY 82520",82520,WY,42.8205069,-108.7267758,LANDER
LANGDON DRUG INC,DEA,"805 3RD ST, LANGDON, ND 58249",58249,ND,48.7604608,-98.3678699,LANGDON
USAF-633D MEDICAL GROUP SATELLITE PHARMACY,DEA,"57 SPAATZ DR, BLDG 293, LANGLEY AFB, VA 23665",23665,VA,37.0741436,-76.36198379999999,LANGLEY AFB
USAF-633D MEDICAL GROUP MAIN PHARMACY,DEA,"77 NEALY AVE, BLDG 257 ROOM 1B069, LANGLEY AFB, VA 23665",23665,VA,,,LANGLEY AFB
ST JOHN PHARMACY,DEA,"812 EAST JOLLY ROAD, SUITE #208, LANSING, MI 48910",48910,MI,42.6824594,-84.541045,LANSING
WALGREEN CO.,DEA,"410 E JOLLY ROAD, LANSING, MI 48910",48910,MI,42.6825595,-84.54899189999999,LANSING
ROGERS PHARMACY,DEA,"316 WEST NEPESSING STREET, LAPEER, MI 48446",48446,MI,43.0543479,-83.31201949999999,LAPEER
ROGERS PHARMACY OF CAPAC,DEA,"316 W NEPESSING, LAPEER, MI 48446",48446,MI,43.0543479,-83.31201949999999,LAPEER
PHILS DISCOUNT DRUGS,DEA,"702 E. LINCOLNWAY, LAPORTE, IN 46350",46350,IN,41.61788869999999,-86.7054873,LAPORTE
EDWARDS PHARMACY OF INDIAN ROCKS LLC,DEA,"12071 INDIAN ROCKS ROAD, LARGO, FL 33774",33774,FL,27.8831777,-82.8319219,LARGO
"HOLIDAY CVS, L.L.C.",DEA,"13998 WALSINGHAM RD, LARGO, FL 33774",33774,FL,,,LARGO
WALGREEN CO.,DEA,"14004 WALSINGHAM RD, LARGO, FL 33774",33774,FL,27.879732,-82.83292229999999,LARGO
WALGREEN CO.,DEA,"3100 N. MAIN ST., LAS CRUCES, NM 88001",88001,NM,32.3417946,-106.7734969,LAS CRUCES
WALGREEN CO.,DEA,"4905 W TROPICANA AVE, LAS VEGAS, NV 89103",89103,NV,36.1003089,-115.2086355,LAS VEGAS
WALGREEN CO.,DEA,"4470 E. BONANZA ROAD, LAS VEGAS, NV 89110",89110,NV,36.1739809,-115.0788228,LAS VEGAS
WALGREEN CO.,DEA,"9415 W. DESERT INN, LAS VEGAS, NV 89117",89117,NV,36.1293041,-115.2976188,LAS VEGAS
WALGREEN CO.,DEA,"1180 E FLAMINGO RD, LAS VEGAS, NV 89119",89119,NV,36.1150464,-115.1387356,LAS VEGAS
WALGREEN CO.,DEA,"8500 W. CHEYENNE AVE., LAS VEGAS, NV 89129",89129,NV,36.2191587,-115.2793796,LAS VEGAS
NELLIS AFB SATELLITE PHARMACY,DEA,"4311 CARSWELL AVE, BLGD 340, LAS VEGAS, NV 89191",89191,NV,,,LAS VEGAS
LATROBE HOSPITAL ASSN,DEA,"ATTENTION PHARMACY, ONE MELLON WAY, LATROBE, PA 15650",15650,PA,,,LATROBE
WALGREEN CO.,DEA,"701 NW SHERIDAN, LAWTON, OK 73505",73505,OK,34.6164401,-98.4213312,LAWTON
U S P H S INDIAN HOSPITAL,DEA,"ATTN PHARMACY, 1515 LAWRIE TATUM RD, LAWTON, OK 73507",73507,OK,34.627647,-98.384227,LAWTON
WALGREEN CO.,DEA,"1171 W 2000 NORTH, LAYTON, UT 84041",84041,UT,41.0892451,-111.9873394,LAYTON
"WEE CARE PHARMACY, INC",DEA,"ATTN: R. FERRIS DERBIDGE, PERSON IN CHARGE, 1580 WEST ANTELOPE DRIVE, SUITE 130A, LAYTON, UT 84041",84041,UT,,,LAYTON
IHC HEALTH CENTER PHARMACY,DEA,"2075 NORTH UNIVERSITY PARK BOULEVARD, LAYTON, UT 84041",84041,UT,,,LAYTON
"IHC HEALTH SERVICES, INC.",DEA,"201 W LAYTON PARKWAY, LAYTON, UT 84041",84041,UT,41.0516849,-111.9683882,LAYTON
VILLAGE PHARMACY INC,DEA,"815 FRONT STREET, LEAVENWORTH, WA 98826",98826,WA,47.595116,-120.6617651,LEAVENWORTH
WELLSPAN PHARMACY,DEA,"252 S. 4TH STREET, LEBANON, PA 17042",17042,PA,40.3359696,-76.4161745,LEBANON
GIBBS PHARMACY,DEA,"1427B BADDOUR PKWY, LEBANON, TN 37087",37087,TN,,,LEBANON
ARTH LLC,DEA,"1446  LEE BLVD, LEHIGH ACRES, FL 33936",33936,FL,26.6143507,-81.6562556,LEHIGH ACRES
"HOLIDAY CVS, L.L.C.",DEA,"1350 LEE BLVD, LEHIGH ACRES, FL 33936",33936,FL,,,LEHIGH ACRES
INSTITUTIONAL PHARMACY SOLUTIONS,DEA,"2050 MERCANTILE DRIVE, LELAND, NC 28451",28451,NC,,,LELAND
COMMUNITY PHARMACY,DEA,"321 MULBERRY STREET, SW, LENOIR, NC 28645",28645,NC,35.9105274,-81.5354401,LENOIR
NUCARA PHARMACY #30,DEA,"107 N MAIN ST, LENOX, IA 50851",50851,IA,40.8816192,-94.5592001,LENOX
"CVS PHARMACY, INC.",DEA,"9 NELSON STREET, LEOMINSTER, MA 01453",01453,MA,,,LEOMINSTER
"HY-VEE, INC.",DEA,"204 N MAIN ST., LEON, IA 50144",50144,IA,40.7406271,-93.74702359999999,LEON
LEONARD PHARMACY INC,DEA,"122 W COLLINS, PO BOX 1229, LEONARD, TX 75452",75452,TX,33.3807725,-96.2485432,LEONARD
LEUPP CLINIC,DEA,"HWY 15/LEUPP SCHOOLS RD, LEUPP, AZ 86035",86035,AZ,35.29818849999999,-111.0084125,LEUPP
KING KULLEN PHARMACIES CORP,DEA,"3284 HEMPSTEAD TURNPIKE, LEVITTOWN, NY 11756",11756,NY,40.7245907,-73.51532999999999,LEVITTOWN
HAPPY HARRY'S INC.,DEA,"17239 FIVE POINTS SQUARE, LEWES, DE 19958",19958,DE,38.7512097,-75.1639321,LEWES
LEWISBURG PHARMACY,DEA,"50 N 2ND STREET, LEWISBURG, PA 17837",17837,PA,40.9662018,-76.8844786,LEWISBURG
"GREENBRIER MEDICAL ARTS PHARMACY, INC.",DEA,"3558 JEFFERSON ST N STE 4, LEWISBURG, WV 24901",24901,WV,,,LEWISBURG
IDAHO STATE VETERANS HOME,DEA,"LEWISTON, 821 21ST AVENUE, LEWISTON, ID 83501",83501,ID,46.3985522,-117.0202941,LEWISTON
CARESITE PHARMACY,DEA,"21 GEISINGER LANE, LEWISTOWN, PA 17044",17044,PA,40.6014804,-77.55761849999999,LEWISTOWN
CARESITE PHARMACY,DEA,"300 HIGHLAND AVENUE, LEWISTOWN, PA 17044",17044,PA,40.6170514,-77.5685639,LEWISTOWN
LEWISVILLE DRUG COMPANY,DEA,"6715 SHALLOWFORD RD, LEWISVILLE, NC 27023",27023,NC,,,LEWISVILLE
WALGREEN CO.,DEA,"2001 HARRODSBURG RD, LEXINGTON, KY 40504",40504,KY,,,LEXINGTON
UK PHARMACY SERVICES - TURFLAND,DEA,"2195 HARRODSBURG RD, LEXINGTON, KY 40504",40504,KY,38.0256956,-84.5406501,LEXINGTON
UNIVERSITY OF KENTUCKY - GOOD SAMARITAN RETAIL,DEA,"310 SOUTH LIMESTONE STREET, LEXINGTON, KY 40508",40508,KY,,,LEXINGTON
KENTUCKY CLINIC PHARMACY,DEA,"740 SOUTH LIMESTONE STREET, J-134 KENTUCKY CLINIC, LEXINGTON, KY 40536",40536,KY,38.0336375,-84.5080859,LEXINGTON
UNIVERSITY OF KENTUCKY CHANDLER RETAIL PHARMACY,DEA,"1000 SOUTH LIMESTONE STREET, RM A.01.114, LEXINGTON, KY 40536",40536,KY,38.0306127,-84.50770779999999,LEXINGTON
UNIVERSITY OF KENTUCKY,DEA,"830 SOUTH LIMESTONE STREET, LEXINGTON, KY 40536",40536,KY,,,LEXINGTON
MEDICAL PARK PHARMACY,DEA,"2316 S MAIN STREET, LEXINGTON, NC 27292",27292,NC,35.8029628,-80.2845349,LEXINGTON
DAVIDSON HEALTH SERVICES - LEXINGTON,DEA,"420 NORTH SALISBURY STREET, LEXINGTON, NC 27292",27292,NC,,,LEXINGTON
"SOUTH CAROLINA CVS PHARMACY, L.L.C.",DEA,"5608 SUNSET BLVD., LEXINGTON, SC 29072",29072,SC,,,LEXINGTON
WALGREEN CO.,DEA,"423 W MAIN ST, LEXINGTON, SC 29072",29072,SC,33.9860666,-81.2453507,LEXINGTON
DPR EQUITY INC.,DEA,"1987 STATE ROUTE 52, LIBERTY, NY 12754",12754,NY,,,LIBERTY
"HOLIDAY CVS, L.L.C.",DEA,"3580 N FEDERAL HWY, LIGHTHOUSE POINT, FL 33064",33064,FL,26.2750187,-80.0967368,LIGHTHOUSE POINT
ST RITA'S MEDICAL CENTER,DEA,"730 W MARKET ST, LIMA, OH 45801",45801,OH,40.7406534,-84.1180943,LIMA
GENOA A QOL HEALTHCARE COMPANY LLC,DEA,"799 SOUTH MAIN STREET, LIMA, OH 45804",45804,OH,40.7274416,-84.1039237,LIMA
WALGREEN CO.,DEA,"701 N CABLE ROAD, LIMA, OH 45805",45805,OH,40.7490556,-84.1476516,LIMA
KAISER PERMANENTE PHARMACY #261,DEA,"LINCOLN OUTPATIENT PHARMACY, 1900 DRESDEN DRIVE, LINCOLN, CA 95648",95648,CA,38.855216,-121.2961891,LINCOLN
ALCONA HEALTH CENTER PHARMACY,DEA,"177 N BARLOW, LINCOLN, MI 48742",48742,MI,44.65711719999999,-83.40298469999999,LINCOLN
WALGREEN CO.,DEA,"1701 SOUTH ST, LINCOLN, NE 68502",68502,NE,,,LINCOLN
KOHLL'S PHARMACY & HOMECARE,DEA,"800 N 27TH ST, LINCOLN, NE 68503",68503,NE,40.8209237,-96.681911,LINCOLN
RELYCARE PHARMACY LINCOLN,DEA,"1221 N. COTNER BLVD, SUITE 1, LINCOLN, NE 68505",68505,NE,40.8254817,-96.6326574,LINCOLN
SOUTHEAST NEBRASKA HEMATOLOGY AND ONCOLOGY CONS PC,DEA,"201 S 68TH STREET PLACE, SUITE 200, LINCOLN, NE 68510",68510,NE,40.8118401,-96.62841759999999,LINCOLN
