address,googleMapsUrl_x,lat,lng,name_x,postal_x,source_x,state_x,source_date_x,name_y,state_y,postal_y,googleMapsUrl_y,source_y,source_date_y,_merge
"77 RT. 206, STANHOPE, NJ 07874",,,,,,,,,CVS PHARMACY,NJ,7874.0,"http://maps.google.com/maps?q=77 RT. 206,+STANHOPE,+NJ+07874&hl=en",DEA,NTBD2018,right_only
"90 ROUTE 206, STANHOPE, NJ 07874",,,,,,,,,SHOP RITE,NJ,7874.0,"http://maps.google.com/maps?q=90 ROUTE 206,+STANHOPE,+NJ+07874&hl=en",DEA,NTBD2018,right_only
"39 ACADEMY STREET, CALIFON, NJ 07830",,,,,,,,,CALIFON MUNICIPAL BUILDING,NJ,7830.0,"http://maps.google.com/maps?q=39 ACADEMY STREET,+CALIFON,+NJ+07830&hl=en",DEA,NTBD2018,right_only
"230 ROOSEVELT AVE., CARTERET, NJ 07008",,,,,,,,,CARTERET POLICE DEPARTMENT 732-541-4181,NJ,7008.0,"http://maps.google.com/maps?q=230 ROOSEVELT AVE.,+CARTERET,+NJ+07008&hl=en",DEA,NTBD2018,right_only
"471 MAIN STREET, CHATHAM, NJ 07928",,,,,,,,,CVS PHARMACY,NJ,7928.0,"http://maps.google.com/maps?q=471 MAIN STREET,+CHATHAM,+NJ+07928&hl=en",DEA,NTBD2018,right_only
"401 SOUTHERN BLVD., CHATHAM, NJ 07928",,,,,,,,,CHATHAM TWP PD,NJ,7928.0,"http://maps.google.com/maps?q=401 SOUTHERN BLVD.,+CHATHAM,+NJ+07928&hl=en",DEA,NTBD2018,right_only
"631 SHUNPIKE ROAD, CHATHAM, NJ 07928",,,,,,,,,SHOPRITE,NJ,7928.0,"http://maps.google.com/maps?q=631 SHUNPIKE ROAD,+CHATHAM,+NJ+07928&hl=en",DEA,NTBD2018,right_only
"1 PARKER ROAD, CHESTER, NJ 07930",,,,,,,,,CHESTER TWP. POLICE HEADQUARTERS,NJ,7930.0,"http://maps.google.com/maps?q=1 PARKER ROAD,+CHESTER,+NJ+07930&hl=en",DEA,NTBD2018,right_only
"29 PARK STREET, ORANGE, NJ 07050",,,,,,,,,FRONT DESK- ORANGE POLICE DEPT.,NJ,7050.0,"http://maps.google.com/maps?q=29 PARK STREET,+ORANGE,+NJ+07050&hl=en",DEA,NTBD2018,right_only
"1370 ROUTE 31 NORTH, ANNANDALE, NJ 08801",,,,,,,,,CLINTON TOWNSHIP PUBLIC SAFETY BUILDING,NJ,8801.0,"http://maps.google.com/maps?q=1370 ROUTE 31 NORTH,+ANNANDALE,+NJ+08801&hl=en",DEA,NTBD2018,right_only
"78 RICHMOND TERRACE (STGEORGE), STATEN ISLAND, NY 10301",,,,,,,,,NEW YORK CITY POLICE DEPARTMENT STATEN ISLAND 120TH PRECINCT,NY,10301.0,"http://maps.google.com/maps?q=78 RICHMOND TERRACE (STGEORGE),+STATEN ISLAND,+NY+10301&hl=en",DEA,NTBD2018,right_only
"116 MAIN STREET (TOTTENVILLE), STATEN ISLAND, NY 10307",,,,,,,,,NEW YORK CITY POLICE DEPARTMENT STATEN ISLAND 123RD PRECINCT,NY,10307.0,"http://maps.google.com/maps?q=116 MAIN STREET (TOTTENVILLE),+STATEN ISLAND,+NY+10307&hl=en",DEA,NTBD2018,right_only
"2320 HYLAN AVENUE (NEW DORP), STATEN ISLAND, NY 10306",,,,,,,,,NEW YORK POLICE DEPARTMENT STATEN ISLAND 122ND PRECINCT,NY,10306.0,"http://maps.google.com/maps?q=2320 HYLAN AVENUE (NEW DORP),+STATEN ISLAND,+NY+10306&hl=en",DEA,NTBD2018,right_only
"80 ONE MILE RD., EAST WINDSOR, NJ 08520",,,,,,,,,EAST WINDSOR POLICE DEPARTMENT 609-448-5678,NJ,8520.0,"http://maps.google.com/maps?q=80 ONE MILE RD.,+EAST WINDSOR,+NJ+08520&hl=en",DEA,NTBD2018,right_only
"47 BROAD ST., EATONTOWN, NJ 07724",,,,,,,,,EATONTOWN POLICE DEPARTMENT 732-542-0100,NJ,7724.0,"http://maps.google.com/maps?q=47 BROAD ST.,+EATONTOWN,+NJ+07724&hl=en",DEA,NTBD2018,right_only
"100 MUNICIPAL BLVD., EDISON, NJ 08817",,,,,,,,,EDISON POLICE DEPARTMENT 732-248-6442,NJ,8817.0,"http://maps.google.com/maps?q=100 MUNICIPAL BLVD.,+EDISON,+NJ+08817&hl=en",DEA,NTBD2018,right_only
"525 WEST MARKET STPATROL HQ, NEWARK, NJ 07105",,,,,,,,,ESSEX COUNTY SHERIFF'S OFFICE 973-621-4111,NJ,7105.0,"http://maps.google.com/maps?q=525 WEST MARKET ST,+NEWARK,+NJ+07105&hl=en",DEA,NTBD2018,right_only
"255 ROSELAND AVENUE, ESSEX FELLS, NJ 07021",,,,,,,,,ESSEX FELLS POLICE DEPARTMENT,NJ,7021.0,"http://maps.google.com/maps?q=255 ROSELAND AVENUE,+ESSEX FELLS,+NJ+07021&hl=en",DEA,NTBD2018,right_only
"6 PROSPECT STREET, FAR HILLS, NJ 07931",,,,,,,,,FAR HILLS PD,NJ,7931.0,"http://maps.google.com/maps?q=6 PROSPECT STREET,+FAR HILLS,+NJ+07931&hl=en",DEA,NTBD2018,right_only
"100 MAIN STREET, FLEMINGTON, NJ 08822",,,,,,,,,FLEMINGTON BOROUGH POLICE DEPARTMENT,NJ,8822.0,"http://maps.google.com/maps?q=100 MAIN STREET,+FLEMINGTON,+NJ+08822&hl=en",DEA,NTBD2018,right_only
"71 RIDGEDALE AVE., FLORHAM PARK, NJ 07932",,,,,,,,,RIDGEDALE MIDDLE SCHOOL 973-377-2200,NJ,7932.0,"http://maps.google.com/maps?q=71 RIDGEDALE AVE.,+FLORHAM PARK,+NJ+07932&hl=en",DEA,NTBD2018,right_only
"495 DEMOTT LANE, SOMERSET, NJ 08873",,,,,,,,,FRANKLIN TWP. P.D.,NJ,8873.0,"http://maps.google.com/maps?q=495 DEMOTT LANE,+SOMERSET,+NJ+08873&hl=en",DEA,NTBD2018,right_only
"65 PARK AVENUE, FLEMINGTON, NJ 08822",,,,,,,,,HUNTERDON COUNTY PROSECUTOR,NJ,8822.0,"http://maps.google.com/maps?q=65 PARK AVENUE,+FLEMINGTON,+NJ+08822&hl=en",DEA,NTBD2018,right_only
"36 JACKSON ST., FREEHOLD, NJ 07728",,,,,,,,,FREEHOLD BOROUGH POLICE DEPARTMENT 732-462-1234 RXT. 107,NJ,7728.0,"http://maps.google.com/maps?q=36 JACKSON ST.,+FREEHOLD,+NJ+07728&hl=en",DEA,NTBD2018,right_only
"3710 RT. 9CAROUSEL ENTRANCE, FREEHOLD, NJ 07728",,,,,,,,,FREEHOLD RACEWAY MALL,NJ,7728.0,"http://maps.google.com/maps?q=3710 RT. 9,+FREEHOLD,+NJ+07728&hl=en",DEA,NTBD2018,right_only
"1 MUNICIPAL PLAZA, FREEHOLD, NJ 07728",,,,,,,,,FREEHOLD TWP. POLICE DEPARTMENT 732-462-7500,NJ,7728.0,"http://maps.google.com/maps?q=1 MUNICIPAL PLAZA,+FREEHOLD,+NJ+07728&hl=en",DEA,NTBD2018,right_only
"65 GEORGIA ROAD, FREEHOLD, NJ 07728",,,,,,,,,MICHAEL J. TIGHE PARK 732-462-7500,NJ,7728.0,"http://maps.google.com/maps?q=65 GEORGIA ROAD,+FREEHOLD,+NJ+07728&hl=en",DEA,NTBD2018,right_only
"403 SOUTH AVE., GARWOOD, NJ 07027",,,,,,,,,GARWOOD POLICE DEPARTMENT 908-789-1500,NJ,7027.0,"http://maps.google.com/maps?q=403 SOUTH AVE.,+GARWOOD,+NJ+07027&hl=en",DEA,NTBD2018,right_only
"109 GREENBROOK ROAD, GREEN BROOK, NJ 08812",,,,,,,,,GREEN BROOK POLICE DEPT.,NJ,8812.0,"http://maps.google.com/maps?q=109 GREENBROOK ROAD,+GREEN BROOK,+NJ+08812&hl=en",DEA,NTBD2018,right_only
"21 BLUE MILL ROAD, NEW VERNON, NJ 07976",,,,,,,,,HARDING TOWNSHIP POLICE DEPARTMENT,NJ,7976.0,"http://maps.google.com/maps?q=21 BLUE MILL ROAD,+NEW VERNON,+NJ+07976&hl=en",DEA,NTBD2018,right_only
"99 WEST MAIN STREET, HIGH BRIDGE, NJ 08829",,,,,,,,,HIGH BRIDGE POLICE DEPARTMENT,NJ,8829.0,"http://maps.google.com/maps?q=99 WEST MAIN STREET,+HIGH BRIDGE,+NJ+08829&hl=en",DEA,NTBD2018,right_only
"222 SOUTH 6TH AVE., HIGHLAND PARK, NJ 08904",,,,,,,,,HIGHLAND PARK COMMUNITY YOUTH CENTER 732-572-3800,NJ,8904.0,"http://maps.google.com/maps?q=222 SOUTH 6TH AVE.,+HIGHLAND PARK,+NJ+08904&hl=en",DEA,NTBD2018,right_only
"379 S. BRANCH RD., HILLSBOROUGH, NJ 08844",,,,,,,,,HILLSBOROUGH TWP POLICE DEPT.,NJ,8844.0,"http://maps.google.com/maps?q=379 S. BRANCH RD.,+HILLSBOROUGH,+NJ+08844&hl=en",DEA,NTBD2018,right_only
"111 RIVER STYX RD, HOPATCONG, NJ 07843",,,,,,,,,HOPATCONG POLICE DEPARTMENT 973-398-5000,NJ,7843.0,"http://maps.google.com/maps?q=111 RIVER STYX RD,+HOPATCONG,+NJ+07843&hl=en",DEA,NTBD2018,right_only
"300 OLD TAVERN RD., HOWELL, NJ 07731",,,,,,,,,HOWELL TWP. POLICE DEPARTMENT 732-938-4111,NJ,7731.0,"http://maps.google.com/maps?q=300 OLD TAVERN RD.,+HOWELL,+NJ+07731&hl=en",DEA,NTBD2018,right_only
"1033 WELDON ROAD, OAK RIDGE, NJ 07438",,,,,,,,,JEFFERSON TWP. MUNICIPAL BUILDING 973-697-1300,NJ,7438.0,"http://maps.google.com/maps?q=1033 WELDON ROAD,+OAK RIDGE,+NJ+07438&hl=en",DEA,NTBD2018,right_only
"43 CHURCH ST., KEANSBURG, NJ 07734",,,,,,,,,FALLON MANOR BETWEEN THE HOURS OF 1:00 PM - 1:15 PM; 732-787-0600,NJ,7734.0,"http://maps.google.com/maps?q=43 CHURCH ST.,+KEANSBURG,+NJ+07734&hl=en",DEA,NTBD2018,right_only
"1 CHURCH ST., KEANSBURG, NJ 07734",,,,,,,,,GRANVILLE TOWERS BETWEEN THE HOURS OF 1:15 PM - 1:30 PM; 732-787-0600,NJ,7734.0,"http://maps.google.com/maps?q=1 CHURCH ST.,+KEANSBURG,+NJ+07734&hl=en",DEA,NTBD2018,right_only
"21 CHURCH ST.(REAR OF BUILDING), KEANSBURG, NJ 07734",,,,,,,,,KEANSBURG POLICE DEPARTMENT BETWEEN THE HOURS OF 10 AM - 1 PM AND 1:45 PM - 2 PM,NJ,7734.0,"http://maps.google.com/maps?q=21 CHURCH ST.,+KEANSBURG,+NJ+07734&hl=en",DEA,NTBD2018,right_only
"25 HANCOCK ST., KEANSBURG, NJ 07734",,,,,,,,,MCGRATH TOWERS BETWEEN THE HOURS OF 1:30 PM - 1:45 PM; 732-787-0600,NJ,7734.0,"http://maps.google.com/maps?q=25 HANCOCK ST.,+KEANSBURG,+NJ+07734&hl=en",DEA,NTBD2018,right_only
"567 BOULEVARD, KENILWORTH, NJ 07033",,,,,,,,,KENILWORTH POLICE DEPARTMENT,NJ,7033.0,"http://maps.google.com/maps?q=567 BOULEVARD,+KENILWORTH,+NJ+07033&hl=en",DEA,NTBD2018,right_only
"70 WEST FRONT ST., KEYPORT, NJ 07735",,,,,,,,,KEYPORT POLICE DEPARTMENT 732-264-0706,NJ,7735.0,"http://maps.google.com/maps?q=70 WEST FRONT ST.,+KEYPORT,+NJ+07735&hl=en",DEA,NTBD2018,right_only
"2211 LAWRENCE RD., LAWRENCE TOWNSHIP, NJ 08648",,,,,,,,,LAWRENCE TWP. POLICE DEPARTMENT 609-896-0225,NJ,8648.0,"http://maps.google.com/maps?q=2211 LAWRENCE RD.,+LAWRENCE TOWNSHIP,+NJ+08648&hl=en",DEA,NTBD2018,right_only
"480 PROSPECT AVE., LITTLE SILVER, NJ 07739",,,,,,,,,LITTLE SILVER BOROUGH HALL 732-747-5900,NJ,7739.0,"http://maps.google.com/maps?q=480 PROSPECT AVE.,+LITTLE SILVER,+NJ+07739&hl=en",DEA,NTBD2018,right_only
"333 SOUTH LIVINGSTON AVE., LIVINGSTON, NJ 07039",,,,,,,,,LIVINGSTON TWP. POLICE DEPARTMENT 973-992-3000,NJ,7039.0,"http://maps.google.com/maps?q=333 SOUTH LIVINGSTON AVE.,+LIVINGSTON,+NJ+07039&hl=en",DEA,NTBD2018,right_only
"264 MERCER STREET, STIRLING, NJ 07980",,,,,,,,,LONG HILL TOWNSHIP POLICE DEPARTMENT,NJ,7980.0,"http://maps.google.com/maps?q=264 MERCER STREET,+STIRLING,+NJ+07980&hl=en",DEA,NTBD2018,right_only
"120 RT 522, MANALAPAN, NJ 07726",,,,,,,,,MANALAPAN TOWNSHIP POLICE DEPARTMENT,NJ,7726.0,"http://maps.google.com/maps?q=120 RT 522,+MANALAPAN,+NJ+07726&hl=en",DEA,NTBD2018,right_only
"2 NORTH MAIN ST., MANVILLE, NJ 08835",,,,,,,,,MANVILLE POLICE DEPARTMENT 908-725-1900,NJ,8835.0,"http://maps.google.com/maps?q=2 NORTH MAIN ST.,+MANVILLE,+NJ+08835&hl=en",DEA,NTBD2018,right_only
"1979 TOWNSHIP DR., MARLBORO, NJ 07746",,,,,,,,,MARLBORO TWP. POLICE DEPARTMENT 732-536-0100,NJ,7746.0,"http://maps.google.com/maps?q=1979 TOWNSHIP DR.,+MARLBORO,+NJ+07746&hl=en",DEA,NTBD2018,right_only
"150 MAIN STREET, MATAWAN, NJ 07747",,,,,,,,,MATAWAN POLICE DEPARTMENT,NJ,7747.0,"http://maps.google.com/maps?q=150 MAIN STREET,+MATAWAN,+NJ+07747&hl=en",DEA,NTBD2018,right_only
"3 CHERRY LANE, BROOKSIDE, NJ 07926",,,,,,,,,MENDHAM TWP. PD,NJ,7926.0,"http://maps.google.com/maps?q=3 CHERRY LANE,+BROOKSIDE,+NJ+07926&hl=en",DEA,NTBD2018,right_only
"500 MAIN STREET, METUCHEN, NJ 08840",,,,,,,,,METUCHEN POLICE DEPARTMENT,NJ,8840.0,"http://maps.google.com/maps?q=500 MAIN STREET,+METUCHEN,+NJ+08840&hl=en",DEA,NTBD2018,right_only
"1101 MOUNTAIN AVE., MIDDLESEX, NJ 08846",,,,,,,,,MIDDLESEX POLICE DEPARTMENT 732-356-1900,NJ,8846.0,"http://maps.google.com/maps?q=1101 MOUNTAIN AVE.,+MIDDLESEX,+NJ+08846&hl=en",DEA,NTBD2018,right_only
"1 KINGS HWY, MIDDLETOWN, NJ 07748",,,,,,,,,MIDDLETOWN TOWNSHIP PD 7326152100,NJ,7748.0,"http://maps.google.com/maps?q=1 KINGS HWY,+MIDDLETOWN,+NJ+07748&hl=en",DEA,NTBD2018,right_only
"14 WILLOW AVE., MONMOUTH BEACH, NJ 07750",,,,,,,,,MONMOUTH BEACH POLICE DEPARTMENT 732-229-1313,NJ,7750.0,"http://maps.google.com/maps?q=14 WILLOW AVE.,+MONMOUTH BEACH,+NJ+07750&hl=en",DEA,NTBD2018,right_only
"2500 KOZLOSKI RD., FREEHOLD, NJ 07728",,,,,,,,,MONMOUTH COUNTY SHERIFF'S OFFICE PUBLIC SAFETY CENTER,NJ,7728.0,"http://maps.google.com/maps?q=2500 KOZLOSKI RD.,+FREEHOLD,+NJ+07728&hl=en",DEA,NTBD2018,right_only
"245 US 202, MORRIS PLAINS, NJ 07950",,,,,,,,,STOP & SHOP SUPERMARKET,NJ,7950.0,"http://maps.google.com/maps?q=245 US 202,+MORRIS PLAINS,+NJ+07950&hl=en",DEA,NTBD2018,right_only
"178 EAST HANOVER AVE., CEDAR KNOLLS, NJ 07927",,,,,,,,,SHOPRITE,NJ,7927.0,"http://maps.google.com/maps?q=178 EAST HANOVER AVE.,+CEDAR KNOLLS,+NJ+07927&hl=en",DEA,NTBD2018,right_only
"1385 ROUTE 22 EAST, MOUNTAINSIDE, NJ 07092",,,,,,,,,MOUNTAINSIDE POLICE DEPT.,NJ,7092.0,"http://maps.google.com/maps?q=1385 ROUTE 22 EAST,+MOUNTAINSIDE,+NJ+07092&hl=en",DEA,NTBD2018,right_only
"25 KIRKPATRICK ST., NEW BRUNSWICK, NJ 08901",,,,,,,,,NEW BRUNSWICK POLICE DEPARTMENT 732-745-5200,NJ,8901.0,"http://maps.google.com/maps?q=25 KIRKPATRICK ST.,+NEW BRUNSWICK,+NJ+08901&hl=en",DEA,NTBD2018,right_only
"360 ELKWOOD AVE., NEW PROVIDENCE, NJ 07974",,,,,,,,,NEW PROVIDENCE PD,NJ,7974.0,"http://maps.google.com/maps?q=360 ELKWOOD AVE.,+NEW PROVIDENCE,+NJ+07974&hl=en",DEA,NTBD2018,right_only
"10  17TH AVE., NEWARK, NJ 07108",,,,,,,,,1ST PRECINCT,NJ,7108.0,"http://maps.google.com/maps?q=10  17TH AVE.,+NEWARK,+NJ+07108&hl=en",DEA,NTBD2018,right_only
"1 LINCOLN AVE., NEWARK, NJ 07108",,,,,,,,,2ND PRECINCT,NJ,7108.0,"http://maps.google.com/maps?q=1 LINCOLN AVE.,+NEWARK,+NJ+07108&hl=en",DEA,NTBD2018,right_only
"649 MARKET ST., NEWARK, NJ 07102",,,,,,,,,3RD PRECINCT,NJ,7102.0,"http://maps.google.com/maps?q=649 MARKET ST.,+NEWARK,+NJ+07102&hl=en",DEA,NTBD2018,right_only
"247 16TH AVE., NEWARK, NJ 07108",,,,,,,,,4TH PRECINCT,NJ,7108.0,"http://maps.google.com/maps?q=247 16TH AVE.,+NEWARK,+NJ+07108&hl=en",DEA,NTBD2018,right_only
"480 CLINTON AVE., NEWARK, NJ 07108",,,,,,,,,5TH PRECINCT,NJ,7108.0,"http://maps.google.com/maps?q=480 CLINTON AVE.,+NEWARK,+NJ+07108&hl=en",DEA,NTBD2018,right_only
"491 IRVINGTON AVENUE, NEWARK, NJ 07106",,,,,,,,,6TH PRECINCT,NJ,7106.0,"http://maps.google.com/maps?q=491 IRVINGTON AVENUE,+NEWARK,+NJ+07106&hl=en",DEA,NTBD2018,right_only
"22 FRANKLIN ST., NEWARK, NJ 07108",,,,,,,,,POLICE MAIN DESK,NJ,7108.0,"http://maps.google.com/maps?q=22 FRANKLIN ST.,+NEWARK,+NJ+07108&hl=en",DEA,NTBD2018,right_only
"472 ORANGE ST., NEWARK, NJ 07108",,,,,,,,,SPECIAL OPERATIONS DIVISION,NJ,7108.0,"http://maps.google.com/maps?q=472 ORANGE ST.,+NEWARK,+NJ+07108&hl=en",DEA,NTBD2018,right_only
"43 DICKERSON ST., NEWARK, NJ 07108",,,,,,,,,YOUTH AID SECTION/ CJAPU,NJ,7108.0,"http://maps.google.com/maps?q=43 DICKERSON ST.,+NEWARK,+NJ+07108&hl=en",DEA,NTBD2018,right_only
"39 TRINITY STREET, NEWTON, NJ 07860",,,,,,,,,NEWTON POLICE DEPARTMENT,NJ,7860.0,"http://maps.google.com/maps?q=39 TRINITY STREET,+NEWTON,+NJ+07860&hl=en",DEA,NTBD2018,right_only
"263 SOMERSET STREET, PLAINFIELD, NJ 07060",,,,,,,,,NORTH PLAINFIELD P D FRONT LOBBY,NJ,7060.0,"http://maps.google.com/maps?q=263 SOMERSET STREET,+PLAINFIELD,+NJ+07060&hl=en",DEA,NTBD2018,right_only
"282 HILDRETH AVE., OCEANPORT, NJ 07757",,,,,,,,,OCEANPORT POLICE DEPT.,NJ,7757.0,"http://maps.google.com/maps?q=282 HILDRETH AVE.,+OCEANPORT,+NJ+07757&hl=en",DEA,NTBD2018,right_only
"1 OLD BRIDGE PLAZA, OLD BRIDGE, NJ 08857",,,,,,,,,OLD BRIDGE TOWNSHIP RECREATION BUILDING 7327214000,NJ,8857.0,"http://maps.google.com/maps?q=1 OLD BRIDGE PLAZA,+OLD BRIDGE,+NJ+08857&hl=en",DEA,NTBD2018,right_only
"3035-3189 ROUTE 46, PARSIPPANY, NJ 07054",,,,,,,,,MORRIS HILLS SHOPPING CENTER IN FRONT OF HARMON'S,NJ,7054.0,"http://maps.google.com/maps?q=3035-3189 ROUTE 46,+PARSIPPANY,+NJ+07054&hl=en",DEA,NTBD2018,right_only
"1 SCHOOL ST., PEAPACK, NJ 07977",,,,,,,,,PEAPACK & GLADSTONE POLICE DEPARTMENT MUNICIPAL BUILDING,NJ,7977.0,"http://maps.google.com/maps?q=1 SCHOOL ST.,+PEAPACK,+NJ+07977&hl=en",DEA,NTBD2018,right_only
"173 BUFFINGTON RD., PICATINNY ARSENAL, NJ 07806",,,,,,,,,PICATINNY ARSENAL POLICE DEPARTMENT 973-724-3817,NJ,7806.0,"http://maps.google.com/maps?q=173 BUFFINGTON RD.,+PICATINNY ARSENAL,+NJ+07806&hl=en",DEA,NTBD2018,right_only
"555 SIDNEY ROAD, PISCATAWAY, NJ 08854",,,,,,,,,PISCATAWAY POLICE DEPARTMENT 732-562-2300,NJ,8854.0,"http://maps.google.com/maps?q=555 SIDNEY ROAD,+PISCATAWAY,+NJ+08854&hl=en",DEA,NTBD2018,right_only
"1 CITY HALL PLAZA, RAHWAY, NJ 07065",,,,,,,,,RAHWAY POLICE DEPARTMENT,NJ,7065.0,"http://maps.google.com/maps?q=1 CITY HALL PLAZA,+RAHWAY,+NJ+07065&hl=en",DEA,NTBD2018,right_only
"690 MILLBROOK AVE, RANDOLPH, NJ 07869",,,,,,,,,ACME SUPERMARKET,NJ,7869.0,"http://maps.google.com/maps?q=690 MILLBROOK AVE,+RANDOLPH,+NJ+07869&hl=en",DEA,NTBD2018,right_only
"20 FIRST ST., RARITAN, NJ 08869",,,,,,,,,RARITAN PD,NJ,8869.0,"http://maps.google.com/maps?q=20 FIRST ST.,+RARITAN,+NJ+08869&hl=en",DEA,NTBD2018,right_only
"2 MUNICIPAL DRIVE, FLEMINGTON, NJ 08822",,,,,,,,,RARITAN TOWNSHIP POLICE DEPARTMENT,NJ,8822.0,"http://maps.google.com/maps?q=2 MUNICIPAL DRIVE,+FLEMINGTON,+NJ+08822&hl=en",DEA,NTBD2018,right_only
"90 MONMOUTH ST, RED BANK, NJ 07701",,,,,,,,,RED BANK POLICE DEPARTMENT,NJ,7701.0,"http://maps.google.com/maps?q=90 MONMOUTH ST,+RED BANK,+NJ+07701&hl=en",DEA,NTBD2018,right_only
"1117 ROUTE 130, ROBBINSVILLE, NJ 08691",,,,,,,,,ROBBINSVILLE TOWNSHIP POLICE,NJ,8691.0,"http://maps.google.com/maps?q=1117 ROUTE 130,+ROBBINSVILLE,+NJ+08691&hl=en",DEA,NTBD2018,right_only
"15 HARRISON AVENUE, ROSELAND, NJ 07068",,,,,,,,,ROSELAND POLICE DEPARTMENT,NJ,7068.0,"http://maps.google.com/maps?q=15 HARRISON AVENUE,+ROSELAND,+NJ+07068&hl=en",DEA,NTBD2018,right_only
"80 EAST RIVER ROAD, RUMSON, NJ 07760",,,,,,,,,RUMSON POLICE DEPARTMENT,NJ,7760.0,"http://maps.google.com/maps?q=80 EAST RIVER ROAD,+RUMSON,+NJ+07760&hl=en",DEA,NTBD2018,right_only
"55 COMMERCIAL AVE., NEW BRUNSWICK, NJ 08901",,,,,,,,,RUTGERS UNIVERSITY,NJ,8901.0,"http://maps.google.com/maps?q=55 COMMERCIAL AVE.,+NEW BRUNSWICK,+NJ+08901&hl=en",DEA,NTBD2018,right_only
"419 SYCAMORE AVENUE, SHREWSBURY, NJ 07702",,,,,,,,,SHREWSBURY BOROUGH POLICE DEPARTMENT,NJ,7702.0,"http://maps.google.com/maps?q=419 SYCAMORE AVENUE,+SHREWSBURY,+NJ+07702&hl=en",DEA,NTBD2018,right_only
"24 SOUTH BRIDGE ST., SOMERVILLE, NJ 08876",,,,,,,,,SOMERVILLE POLICE DEPT.,NJ,8876.0,"http://maps.google.com/maps?q=24 SOUTH BRIDGE ST.,+SOMERVILLE,+NJ+08876&hl=en",DEA,NTBD2018,right_only
"12 MAIN STREET, SOUTH BOUND BROOK, NJ 08880",,,,,,,,,SOUTH BOUND BROOK POLICE DEPARTMENT,NJ,8880.0,"http://maps.google.com/maps?q=12 MAIN STREET,+SOUTH BOUND BROOK,+NJ+08880&hl=en",DEA,NTBD2018,right_only
"540 RIDGE RD., MONMOUTH JUNCTION, NJ 08852",,,,,,,,,SOUTH BRUNSWICK POLICE DEPARTMENT 732-329-4000,NJ,8852.0,"http://maps.google.com/maps?q=540 RIDGE RD.,+MONMOUTH JUNCTION,+NJ+08852&hl=en",DEA,NTBD2018,right_only
"201 SOUTH ORANGE AVENUE, SOUTH ORANGE, NJ 07079",,,,,,,,,SOUTH ORANGE POLICE DEPARTMENT,NJ,7079.0,"http://maps.google.com/maps?q=201 SOUTH ORANGE AVENUE,+SOUTH ORANGE,+NJ+07079&hl=en",DEA,NTBD2018,right_only
"2480 PLAINFIELD AVE., SOUTH PLAINFIELD, NJ 07080",,,,,,,,,SOUTH PLAINFIELD MUNICIPAL 9087550700,NJ,7080.0,"http://maps.google.com/maps?q=2480 PLAINFIELD AVE.,+SOUTH PLAINFIELD,+NJ+07080&hl=en",DEA,NTBD2018,right_only
"556 TINTON AVENUE, TINTON FALLS, NJ 07724",,,,,,,,,TINTON FALLS POLICE DEPARTMENT,NJ,7724.0,"http://maps.google.com/maps?q=556 TINTON AVENUE,+TINTON FALLS,+NJ+07724&hl=en",DEA,NTBD2018,right_only
"1618 SPRINGFIELD AVENUE, MAPLEWOOD, NJ 07040",,,,,,,,,MAPLEWOOD POLICE DEPARTMENT,NJ,7040.0,"http://maps.google.com/maps?q=1618 SPRINGFIELD AVENUE,+MAPLEWOOD,+NJ+07040&hl=en",DEA,NTBD2018,right_only
"650 POOLE AVE., UNION BEACH, NJ 07735",,,,,,,,,UNION BEACH P.D.,NJ,7735.0,"http://maps.google.com/maps?q=650 POOLE AVE.,+UNION BEACH,+NJ+07735&hl=en",DEA,NTBD2018,right_only
"840 SOMERSET ST., WATCHUNG, NJ 07069",,,,,,,,,WATCHUNG POLICE DEPARTMENT 908-756-3663,NJ,7069.0,"http://maps.google.com/maps?q=840 SOMERSET ST.,+WATCHUNG,+NJ+07069&hl=en",DEA,NTBD2018,right_only
"21 CLINTON ROAD, WEST CALDWELL, NJ 07006",,,,,,,,,WEST CALDWELL PD,NJ,7006.0,"http://maps.google.com/maps?q=21 CLINTON ROAD,+WEST CALDWELL,+NJ+07006&hl=en",DEA,NTBD2018,right_only
"1 MAIN STREET, WOODBRIDGE, NJ 07095",,,,,,,,,WOODBRIDGE POLICE DEPARTMENT 732-634-7700,NJ,7095.0,"http://maps.google.com/maps?q=1 MAIN STREET,+WOODBRIDGE,+NJ+07095&hl=en",DEA,NTBD2018,right_only
"16 COMMUNITY LANE, LIBERTY, NY 12754",,,,,,,,,DEPARTMENT OF FAMILY SERVICES ROBERT TRAVIS BLDG SUSAN CLARK,NY,12754.0,"http://maps.google.com/maps?q=16 COMMUNITY LANE,+LIBERTY,+NY+12754&hl=en",DEA,NTBD2018,right_only
"19 RAILROAD PLAZA, SOUTH FALLSBURG, NY 12779",,,,,,,,,FALLSBURG POLICE STATION ALETA M. GOMEZ 845.794.8080 X170,NY,12779.0,"http://maps.google.com/maps?q=19 RAILROAD PLAZA,+SOUTH FALLSBURG,+NY+12779&hl=en",DEA,NTBD2018,right_only
"4892 MAIN STREET, JEFFERSONVILLE, NY 12748",,,,,,,,,JEFFERSON PHARMACY SUSAN CLARK,NY,12748.0,"http://maps.google.com/maps?q=4892 MAIN STREET,+JEFFERSONVILLE,+NY+12748&hl=en",DEA,NTBD2018,right_only
