Business Name,Address 1,Address 2,"City,State,Zip"
LEWIS COUNTY GENERAL HOSPITAL,PHARMACY DEPARTMENT,7785 NORTH STATE STREET,"LOWVILLE, NY 13367"
WALGREEN CO.,12001 SOUTHERN BLVD,,"LOXAHATCHEE, FL 33470"
LUDLOW PHARMACY INC.,57 POND ST,,"LUDLOW, VT 05149"
USAF-56 MEDICAL GROUP SGSD,"7040 N. 138TH AVE., BLDG 1514",,"LUKE AFB, AZ 85309"
USAF- 56 MEDICAL GROUP SGL,7219 N. LITCHFIELD RD,BLDG 1130,"LUKE AFB, AZ 85309"
WALGREEN CO.,3003 FAYETTEVILLE RD,,"LUMBERTON, NC 28358"
LUMBERTON DRUG COMPANY,4307 FAYETTEVILLE RD,,"LUMBERTON, NC 28358"
BENZER FL10 LLC,6056 VAN DYKE RD,,"LUTZ, FL 33558"
TIMBERLAKE FAMILY PHARMACY,20276 TIMBERLAKE RD.,,"LYNCHBURG, VA 24502"
WALGREEN CO.,1402 OHIO AVENUE,,"LYNN HAVEN, FL 32444"
SERK APOTHECARY,19410 36TH AVE W,STE 3,"LYNNWOOD, WA 98036"
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,20200 54TH AVE W,,"LYNNWOOD, WA 98036"
WALGREEN CO.,20725 HIGHWAY 99,,"LYNNWOOD, WA 98036"
ST JOHN PHARMACY,17900 23 MILE ROAD,SUITE #104,"MACOMB TOWNSHIP, MI 48044"
WALGREEN CO.,1280 GRAY HWY,,"MACON, GA 31211"
WHITE DRUG #57,108 CENTRAL AVENUE,P.O. BOX 370,"MADDOCK, ND 58348"
SURE SAVE PHARMACY,30694 HWY 72 WEST,SUITE A,"MADISON, AL 35756"
WALGREEN CO.,7813 HIGHWAY 72 W,,"MADISON, AL 35758"
MADISON PHARMACY,66 MAIN ST,,"MADISON, NJ 07940"
WALGREEN CO.,3710 E WASHINGTON AVE,,"MADISON, WI 53704"
WALGREEN CO.,7810 MINERAL POINT RD,,"MADISON, WI 53717"
UW HEALTH PHARMACY SERVICES,4602 EASTPARK BLVD,,"MADISON, WI 53718"
BLUEGRASS PHARMACIES,1128 N. MAIN ST.,,"MADISONVILLE, KY 42431"
"WALGREEN EASTERN CO., INC.",185 CENTRE STREET,,"MALDEN, MA 02148"
ALICE HYDE MEDICAL CENTER,133 PARK STREET,,"MALONE, NY 12953"
KAISER PERMANENTE MANASSAS PH,10701 ROSEMARY DRIVE,,"MANASSAS, VA 20109"
PRINCE WILLIAM HOSPITAL,8700 SUDLEY ROAD,,"MANASSAS, VA 20110"
"THE PHARMACY - NORTHSHIRE, LLC",34 WAYS LANE,,"MANCHESTER CENTER, VT 05255"
CATHOLIC MEDICAL CENTER HOSP,100 MCGREGOR STREET,,"MANCHESTER, NH 03102"
RAINA PHARMACY LLC,113 SOUTH MAIN ST,,"MANCHESTER, NY 14504"
THE MEDICINE SHOPPE,116 2ND AVE NW,,"MANDAN, ND 58554"
GATEWAY HEALTH MART PHARMACY MANDAN,500 BURLINGTON ST SE,,"MANDAN, ND 58554"
"ST. ALEXIUS MANDAN PHARMACY, LLC","2500 SUNSET DRIVE NW, SUITE 2",,"MANDAN, ND 58554"
THRIFTY WHITE PHARMACY #043,2600 OVERLOOK LANE NW,,"MANDAN, ND 58554"
TAT MANDAREE TELEPHARMACY,305 MAIN STREET,PO BOX  625,"MANDAREE, ND 58757"
BENZER FL 15 LLC,11509 E MARTIN LUTHER KING JR BLVD,,"MANGO, FL 33550"
MUNSON HEALTHCARE MANISTEE HOSPITAL,1465 EAST PARKDALE AVENUE,,"MANISTEE, MI 49660"
MANISTIQUE PHARMACETICALS INC,DBA PUTVIN DRUG STORE,211 S CEDAR ST,"MANISTIQUE, MI 49854"
HOLY FAMILY HEALTH SERVICES,1650 S 41 ST,,"MANITOWOC, WI 54220"
WALGREEN CO.,1270 MADISON AVENUE,,"MANKATO, MN 56001"
"GRAND ST. PAUL CVS, L.L.C.",1175 MADISON AVE.,,"MANKATO, MN 56001"
MANNING PHARMACY,317 MAIN,,"MANNING, IA 51455"
MANNING REGIONAL HLTHCARE CTR,1550 SIXTH ST,,"MANNING, IA 51455"
MANOR PHARMACY,14008 SHADOW GLEN BLVD STE 102,,"MANOR, TX 78653"
KING KULLEN PHARMACIES CORP,KING KULLEN PHARMACY #33,460 COUNTY ROAD 111,"MANORVILLE, NY 11949"
"CVS PHARMACY, INC.",261 CHAUNCY STREET,,"MANSFIELD, MA 02048"
GENOA A QOL HEALTHCARE COMPANY LLC,"741 SCHOLL ROAD, STE P1",,"MANSFIELD, OH 44907"
Q I C PHARMACY SERVICES,"1831 EAST BROAD STREET, STE 213",,"MANSFIELD, TX 76063"
KAISER FOUNDATION HEALTH PLAN,KFHP MANTECA PHARMACY #491,1721 WEST YOSEMITE,"MANTECA, CA 95337"
PARK NICOLLET PHARMACY,9555 UPLAND LANE N,,"MAPLE GROVE, MN 55369"
NORTH MEMORIAL PHARMACY MAPLE GROVE,9825 HOSPITAL DRIVE SUITE 100,,"MAPLE GROVE, MN 55369"
SIGNATURE HEALTH INCORPORATED PHARMACY,21100 SOUTHGATE PARK BLVD,,"MAPLE HEIGHTS, OH 44137"
MAIER FAMILY PHARMACY,411 MAIN STREET,,"MAPLETON, IA 51034"
OSTERHAUS PHARMACY,918 W PLATT #2,,"MAQUOKETA, IA 52060"
MARGARETVILLE HOSPITAL PHARMACY,42084 STATE HIGHWAY,RT 28,"MARGARETVILLE, NY 12455"
WALGREEN CO.,7150 W ATLANTIC BLVD,,"MARGATE, FL 33063"
WALGREEN CO.,2464 ROSWELL RD.,,"MARIETTA, GA 30062"
MOUNTAINVIEW PHARMACY,1275 POWERS FERRY RD SE,SUITE 170,"MARIETTA, GA 30067"
"GARFIELD BEACH CVS, L.L.C.",13171 MINDANAO WAY,,"MARINA DEL REY, CA 90292"
WALGREEN CO.,2301 HALL AVE,,"MARINETTE, WI 54143"
WALGREEN CO.,1321 DELAWARE AVE.,,"MARION, OH 43302"
"CVS PHARMACY, INC.",264 EAST MAIN STREET,,"MARLBORO, MA 01752"
"WALGREEN LOUISIANA CO., INC.",4600 WESTBANK EXPRESSWAY,,"MARRERO, LA 70072"
HEMMINGSEN DRUG STORE,132 W. MICHIGAN AVE.,,"MARSHALL, MI 49068"
NUCARA PHARMACY #24,303 NICHOLAS DR,,"MARSHALLTOWN, IA 50158"
"CVS PHARMACY, INC.",1880 OCEAN STREET,,"MARSHFIELD, MA 02050"
MARSHFIELD CLINIC PHARMACY,1000 NORTH OAK AVENUE,,"MARSHFIELD, WI 54449"
MARSHFIELD CLINIC PHARMACY,630 SOUTH CENTRAL AVENUE,PO BOX 8,"MARSHFIELD, WI 54449"
WALGREEN CO.,101 FORBES DR.,,"MARTINSBURG, WV 25404"
THE MEDICINE SHOPPE PHARMACY,812 5TH ST.,,"MARYSVILLE, CA 95901"
SUN SCRIPTS INC,DB/A THE MEDICINE SHOPPE,812 FIFTH STREET,"MARYSVILLE, CA 95901"
DAVE'S PHARMACY,411 W. 5TH STREET,,"MARYSVILLE, OH 43040"
HILTON PHARMACY LLC,220 STATE AVENUE,,"MARYSVILLE, WA 98270"
DAUBER PHARMACY,16 EAST MAIN ST,,"MASCOUTAH, IL 62258"
MERCY WESTSIDE PHARMACY,910 N EISENHOWER AVE.,,"MASON CITY, IA 50401"
DEPT OF VETERANS AFFAIRS,"CARE SYSTEM, PHARMACY SERVICE","(119), 10535 HOSPITAL WAY","MATHER, CA 95655"
"POSITIVE HEALTH SOLUTIONS, LLC",2925 SENNA DR,STE 100,"MATTHEWS, NC 28105"
ARROWHEAD BEHAVIORAL HEALTH,1725 TIMBER LINE ROAD,,"MAUMEE, OH 43537"
USAF- MAXWELL HOSPITAL/SGL,300 SOUTH TWINING STREET,BLDG 760,"MAXWELL AFB, AL 36112"
WINGERTS PHARMACY,315 E MAIN ST,PO BOX 281,"MAYVILLE, MI 48744"
SANFORD MEDICAL CENTER-MAYVILLE,42 6TH AVENUE SE,,"MAYVILLE, ND 58257"
MCBAIN FAMILY PHARMACY,119 N ROLAND ST,,"MC BAIN, MI 49657"
USAF- 87TH MED LOGISTICS/SGSM,3458 NEELY ROAD,,"MC GUIRE AFB, NJ 08641"
USAF- 22ND MEDGP/SGSLA,57950 LEAVENWORTH ST SUITE 321,,"MCCONNELL AFB, KS 67221"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",3925 W ELM STREET,,"MCHENRY, IL 60050"
CLONEYS PHARMACY INC,1567 CITY CENTER ROAD #35,,"MCKINLEYVILLE, CA 95519"
WALGREEN CO.,1651 W UNIVERSITY DRIVE,,"MCKINNEY, TX 75069"
MEDICINE CHEST PHARMACY,6823 OLD DOMINION DRIVE,,"MCLEAN, VA 22101"
KAISER PERMANENTE TYSONS CORNER PHARMACY,8008 WESTPARK DRIVE,,"MCLEAN, VA 22102"
YORK PHARMACY,107 E. MAIN STREET,,"MCLEANSBORO, IL 62859"
MCLOUD CLINIC PHARMACY,"704 S 8TH ST, STE B",,"MCLOUD, OK 74851"
WILLAMETTE VALLEY MEDICAL,WILLAMETTE VALLEY MED CENTER,2700 SE STRATUS AVENUE,"MCMINNVILLE, OR 97128"
"APOTHECARE,LLC",82 MAIN STREET,PO BOX 919,"MEADVILLE, MS 39653"
NORTHWEST PHARMACY SOLUTIONS,740 N MAIN ST EXT,STE 001,"MEADVILLE, PA 16335"
"CVS PHARMACY, INC.",590 FELLSWAY,,"MEDFORD, MA 02155"
ROGUE COMMUNITY HEALTH PHARMACY,19 MYRTLE ST,,"MEDFORD, OR 97504"
"MEEKER DRUGS, INC.",315 6TH STREET,,"MEEKER, CO 81641"
WALGREEN CO.,1350 N. WICKHAM RD.,,"MELBOURNE, FL 32935"
RX CARE 16 LLC,401 NORTH WICKHAM ROAD,SUITE W,"MELBOURNE, FL 32935"
WALGREEN CO.,1863 UNION AVE,,"MEMPHIS, TN 38104"
WALGREEN CO.,3670 RIVERDALE ROAD,,"MEMPHIS, TN 38115"
WALGREEN CO.,4154 ELVIS PRESLEY BLVD,,"MEMPHIS, TN 38116"
WALGREEN CO.,6310 POPLAR AVENUE,,"MEMPHIS, TN 38119"
WALGREEN CO.,5080 STAGE RD,,"MEMPHIS, TN 38128"
ATRIUM PHARMACY MEMPHIS,2565 HORIZON LAKE BLVD.,STE. 113,"MEMPHIS, TN 38133"
MENDOTA COMMUNITY HOSPITAL,1401 E 12TH ST.,,"MENDOTA, IL 61342"
WALGREEN CO.,30251 MURRIETA ROAD,,"MENIFEE, CA 92584"
WALGREEN CO.,N83W15701 APPLETON AVE,,"MENOMONEE FALLS, WI 53051"
GENOA A QOL HEALTHCARE COMPANY LLC,9220 MENTOR AVENUE,,"MENTOR, OH 44060"
THE MEDICINE SHOPPE #1929,315 SOUTH ERIE STREET,SUITE A,"MERCER, PA 16137"
MARSHFIELD CLINIC-MERCER CENTER,5110 N. HWY 51,,"MERCER, WI 54547"
ST LUKE'S MERIDIAN MEDICAL,520 S. EAGLE ROAD,SUITE 1000,"MERIDIAN, ID 83642"
SAVALL DRUG INC,393 NO MERRICK AVE,,"MERRICK, NY 11566"
MARSHFIELD CLINIC DISPENSING-MERRILL CENTER,1205 O'DAY STREET,,"MERRILL, WI 54452"
WALGREEN ARIZONA DRUG CO.,1305 S GREENFIELD RD,,"MESA, AZ 85206"
U S PUBLIC HLTH SERVICE IND,P.O. BOX 210,1 ABALONE LOOP,"MESCALERO, NM 88340"
WALGREEN CO.,401 N GALLOWAY AVE,,"MESQUITE, TX 75149"
VERDE PHARMACY AND MEDICAL SUPPLY LLC,"2929 N GALLOWAY AVE, STE 116",,"MESQUITE, TX 75150"
MAJORIA DRUGS,1805 METAIRIE RD,,"METAIRIE, LA 70005"
"WALGREEN LOUISIANA CO., INC.",4545 WEST ESPLANADE,,"METAIRIE, LA 70006"
ANNETTE ISLAND SERVICE UNIT,563 BRENDIBLE STREET,P.O. BOX 439,"METLAKATLA, AK 99926"
"HOLIDAY CVS, L.L.C.",6690 EAGLE NEST LN,,"MIAMI LAKES, FL 33014"
BENZER PHARMACY FL1 LLC,1250 NW 7TH STREET UNIT 101-102,,"MIAMI, FL 33125"
"HOLIDAY CVS, L.L.C.",690 NW 57TH AVE.,,"MIAMI, FL 33126"
WALGREEN CO.,2700 W. FLAGLER STREET,,"MIAMI, FL 33135"
AIDS HEALTHCARE FOUNDATION,2900 N. BISCAYNE BLVD.,,"MIAMI, FL 33137"
"HOLIDAY CVS, L.L.C.",8765 S. DIXIE HWY.,,"MIAMI, FL 33143"
WALGREEN CO.,3595 SW 22ND STREET,,"MIAMI, FL 33145"
"HOLIDAY CVS, L.L.C.",2500 SW 22ND ST,,"MIAMI, FL 33145"
WALGREEN CO.,8450 SW 24TH STREET,,"MIAMI, FL 33155"
"HOLIDAY CVS, L.L.C.",8695 CORAL WAY,,"MIAMI, FL 33155"
WALGREEN CO.,750 NW 119TH ST.,,"MIAMI, FL 33168"
WALGREEN CO.,19935 NW 2ND AVE,,"MIAMI, FL 33169"
"HOLIDAY CVS, L.L.C.",10720 SW 72 STREET,,"MIAMI, FL 33173"
WALGREEN CO.,11690 SW 72ND ST,,"MIAMI, FL 33173"
"HOLIDAY CVS, L.L.C.",9031 SW 107TH AVE,,"MIAMI, FL 33176"
"HOLIDAY CVS, L.L.C.",13749 SW 152ND ST,,"MIAMI, FL 33177"
FRANCISCAN HEALTH MICHIGAN CITY,301 W HOMER,,"MICHIGAN CITY, IN 46360"
KING KULLEN PHARMACIES CORP,1235 MIDDLE COUNTRY RD,,"MIDDLE ISLAND, NY 11953"
MARBLE WORKS PHARMACY,99 MAPLE ST,STE 19,"MIDDLEBURY, VT 05753"
PORTER HOSPITAL,C/O DIRECTOR OF PHARMACY,115 PORTER DRIVE,"MIDDLEBURY, VT 05753"
WALGREEN CO.,12101 SHELBYVILLE ROAD,,"MIDDLETOWN, KY 40243"
WALGREEN CO.,700 S BREIEL BLVD,,"MIDDLETOWN, OH 45044"
UNIVERSITY OF UTAH,7495 SOUTH STATE STREET,,"MIDVALE, UT 84047"
"SELECT PHARMACY, LLC.",628 W 7250 S,,"MIDVALE, UT 84047"
WALGREEN CO.,101 NORTH MIDWEST BLVD.,,"MIDWEST CITY, OK 73110"
VALU-MED PHARMACY,1212A S. DOUGLAS BLVD.,,"MIDWEST CITY, OK 73130"
LEWIS FAMILY DRUG #31,109 S MAIN ST,,"MILBANK, SD 57252"
"CVS PHARMACY, INC.",137 SOUTH MAIN STREET,,"MILFORD, MA 01757"
QFC#856/MILL CREEK,926 164TH SE,,"MILL CREEK, WA 98012"
MILLBROOK PHARMMACY LLC.,3272 FRANKLIN AVE.,,"MILLBROOK, NY 12545"
ECHO PHARMACY,56 ECHO AVENUE,,"MILLER PLACE, NY 11764"
MILLINGTON PHARMACY LLC,8542 STATE RD,,"MILLINGTON, MI 48746"
MILLSTADT PHARMACY,120 W. WASHINGTON,,"MILLSTADT, IL 62260"
"WALGREEN EASTERN CO., INC.",1111 NORTH HIGH STREET,,"MILLVILLE, NJ 08332"
KAISER FOUNDATION HEALTH PLAN,KFHP SOUTH PHARMACY #383,611 SOUTH MILPITAS BLVD,"MILPITAS, CA 95035"
CALAVERAS PHARMACY,"114 S. PARK VICTORIA DRIVE,",,"MILPITAS, CA 95035"
KAISER FOUNDATION HEALTH PLAN,KFHP MAIN PHARMACY #381,770 CALAVERAS BOULEVARD,"MILPITAS, CA 95035"
"HOLIDAY CVS, L.L.C.",6501 CAROLINE ST HWY 90,,"MILTON, FL 32570"
"MTH, LLC",1919 W NORTH AVE,,"MILWAUKEE, WI 53205"
WALGREEN CO.,3701 S HOWELL AVE,,"MILWAUKEE, WI 53207"
"HNZ, LLC",5928 W. VLIET ST.,,"MILWAUKEE, WI 53208"
WALGREEN CO.,3522 W WISCONSIN,,"MILWAUKEE, WI 53208"
HAYAT PHARMACY 10 LLC,5308 W BURLEIGH ST,,"MILWAUKEE, WI 53210"
WALGREEN CO.,7600 W CAPITOL DRIVE,,"MILWAUKEE, WI 53222"
WALGREEN CO.,6442 N 76TH STREET,,"MILWAUKEE, WI 53223"
"GRAND ST. PAUL CVS, L.L.C.",949 PORTLAND AVE.,,"MINNEAPOLIS, MN 55404"
WALGREEN CO.,4547 HIAWATHA AVE,,"MINNEAPOLIS, MN 55406"
NORTH POINT HEALTH CENTER PHARMACY,1313 PENN AVE NORTH,,"MINNEAPOLIS, MN 55411"
MARSHFIELD CLINIC PHARMACY,9601 TOWNLINE ROAD,P.O.BOX 1390,"MINOCQUA, WI 54548"
USAF REGIONAL HOSPITAL,5TH MEDICAL GROUP/SGSM,10 MISSILE AVE FM4528,"MINOT AFB, ND 58705"
THRIFTY WHITE PHARMACY #017,1015 SOUTH BROADWAY,SUITE 3,"MINOT, ND 58701"
CENTER FOR FAMILY MEDICINE,1201 11TH AVE SW,,"MINOT, ND 58701"
WHITE DRUG,2211 16TH STREET NW,SUITE B,"MINOT, ND 58703"
RX CARE OF NC LLC,11304 HAWTHORNE DR,SUITE# 120,"MINT HILL, NC 28227"
KAISER PERMANENTE PHARMACY #269,"11001 SEPULVEDA BLVD, FLR 2",,"MISSION HILLS, CA 91345"
SHOPKO PHARMACY #2075,2510 SOUTH RESERVE STREET,,"MISSOULA, MT 59801"
406 CLINIC PHARMACY,1315 WYOMING STE B,,"MISSOULA, MT 59801"
HEALTH SERVICE PHARMACY,UNIVERSITY OF MONTANA,634 EDDY AVENUE,"MISSOULA, MT 59801"
PARTNERSHIP HEALTH CENTER,401 WEST RAILROAD,,"MISSOULA, MT 59802"
GRANITE PHARMACY MISSOULA,2230 27TH AVENUE WEST,SUITE 2,"MISSOULA, MT 59804"
WALGREEN CO.,6120 S HIGHWAY 6,,"MISSOURI CITY, TX 77459"
WALGREEN CO.,3948 AIRPORT BLVD,,"MOBILE, AL 36608"
KAISER PERMANENTE PHARMACY,4601 DALE ROAD,1ST FLOOR,"MODESTO, CA 95356"
BETTER CARE PHARMACY LLC,4860 RUCKER RD #1,,"MONETA, VA 24121"
OSF HOLY FAMILY MEDICAL CENTER,1000 WEST HARLEM AVENUE,,"MONMOUTH, IL 61462"
"MEDI-SERVICE OF CHARLOTTE, INC",610 E. FRANKLIN STREET,,"MONROE, NC 28112"
CAMP RILEY DRUG INC DBA PHARMASAVE MONROE,17788 147TH ST SE,,"MONROE, WA 98272"
PROVIDENCE HEALTH AND SERVICES - WA,19200 N KELSEY ST,,"MONROE, WA 98272"
"GARFIELD BEACH CVS, L.L.C.",2103 SOUTH ATLANTIC BOULEVARD,,"MONTEREY PARK, CA 91754"
COMMUNITY HOSPITAL,23625 HOLMAN HWY,PO BOX HH,"MONTEREY, CA 93940"
US ARMY- PRESIDIO HEALTH CLINIC,"473 CABRILLO STREET, STE A1A",,"MONTEREY, CA 93944"
"VITAL CARE OF MISS-LOU, INC",6280 HIGHWAY 129,PO BOX 37,"MONTEREY, LA 71354"
THRIFTY WHITE PHARMACY #770,724 HIGHWAY 7 E,,"MONTEVIDEO, MN 56265"
MONTEZUMA CREEK COMMUNITY HEALTH CENTER,EAST HIGHWAY 262,P. O. BOX 130,"MONTEZUMA CREEK, UT 84534"
WALGREEN CO.,6680 ATLANTA HWY,,"MONTGOMERY, AL 36117"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",1799 DOUGLAS RD,,"MONTGOMERY, IL 60538"
HARTIG DRUG CO #28,419 E 1ST ST,,"MONTICELLO, IA 52310"
WALGREEN CO.,135 E BROADWAY,,"MONTICELLO, MN 55362"
WEIS PHARMACY #37,801 LOYALSOCK AVENUE,,"MONTOURSVILLE, PA 17754"
"GARFIELD BEACH CVS, L.L.C.",2037 VERDUGO BLVD.,,"MONTROSE, CA 91020"
MONTROSE MEMORIAL HOSPITAL,800 S 3RD STREET,,"MONTROSE, CO 81401"
GENOA A QOL HEALTHCARE COMPANY LLC,"605 EAST MIAMI ROAD, STE 100",,"MONTROSE, CO 81401"
MONUMENT VALLEY HEALTH CENTER,30 W MEDICAL DRIVE,,"MONUMENT VALLEY, UT 84536"
"USAF, MOODY AFB, FM4830",MOODY AFB,3278 MITCHELL BLVD,"MOODY AFB, GA 31699"
MOORE RX,2018 S I-35 SERVICE RD,,"MOORE, OK 73160"
OMNICARE OF SOUTHERN NEW JERSEY,40 TWOSOME DRIVE UNIT 1,,"MOORESTOWN, NJ 08057"
FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,,"MOORESVILLE, IN 46158"
WALGREEN CO.,542 RIVER HWY,,"MOORESVILLE, NC 28117"
"NORTH CAROLINA CVS PHARMACY, L.L.C.",559 RIVER HWY,,"MOORESVILLE, NC 28117"
ST CLAIRE MEDICAL CENTER INC - RETAIL,222 MEDICAL CIRCLE,,"MOREHEAD, KY 40351"
KAISER PERMANENTE PHARMACY #531,"27200 IRIS AVE MOB 2, FL 1",,"MORENO VALLEY, CA 92555"
METHODIST HOSP UNION CO PHAR,4604 U.S. HIGHWAY 60 W.,,"MORGANFIELD, KY 42437"
TABLE ROCK PHARMACY,200 W. FLEMING DR,,"MORGANTON, NC 28655"
WALGREEN CO.,897 CHESTNUT RIDGE RD,,"MORGANTOWN, WV 26505"
MORRO BAY DRUG AND GIFT,600 MORRO BAY BLVD,SUITE B,"MORRO BAY, CA 93442"
LAKETOWN PHARMACY PLLC,1550 S PIONEER WAY STE 105,,"MOSES LAKE, WA 98837"
MOSES LAKE COMMUNITY HEALTH CENTER PHARMACY,605 S COOLIDGE STREET,,"MOSES LAKE, WA 98837"
MARSHFIELD CLINIC PHARMACY,390 ORBITING DRIVE,,"MOSINEE, WI 54455"
MOUNDSVILLE PHARMACY,118 NORTH LAFAYETTE AVENUE,,"MOUNDSVILLE, WV 26041"
SHOPKO PHARMACY #2689,201 N FILLMORE ST,,"MOUNT AYR, IA 50854"
BENZER FL4 LLC,2722 W. OLD HIGHWAY 441,,"MOUNT DORA, FL 32757"
UNION PRESCRIPTION CENTER I INC,11830 NORTH SAGINAW STREET,,"MOUNT MORRIS, MI 48458"
NIMKEE MEMORIAL WELLNESS CENTER,SAGINAW CHIPPEWA INDIAN TRIBE,2591 S LEATON ROAD,"MOUNT PLEASANT, MI 48858"
MIDMICHIGAN MEDICAL CENTER - MT PLEASANT,4851 E PICKARD ST,,"MOUNT PLEASANT, MI 48858"
CARESITE PHARMACY,126 MARKET WAY,,"MOUNT POCONO, PA 18344"
KING KULLEN PHARMACIES CORP,5507-200 NESCONSET HWY RTE 347,,"MOUNT SINAI, NY 11766"
GRAMATAN PHARMACY CORP,120 GRAMATAN AVENUE,,"MOUNT VERNON, NY 10550"
USAF- FM4897,90 HOPE DRIVE,BLDG 6000,"MOUNTAIN HOME AFB, ID 83648"
WALGREEN CO.,121 E EL CAMINO REAL,,"MOUNTAIN VIEW, CA 94040"
KAISER FOUNDATION HEALTH PLAN,KFHP PHARAMACY #421,555 CASTRO STREET,"MOUNTAIN VIEW, CA 94041"
MOUNTAINAIR MEDS & MORE,111 BROADWAY,POST OFFICE BOX 969,"MOUNTAINAIR, NM 87036"
WALGREEN CO.,350 HWY 62 EAST,,"MOUTAIN HOME, AR 72653"
WALGREEN CO.,18910 US HWY 441,,"MT DORA, FL 32757"
SHADE MOUNTAIN PHARMACY,9627 ROUTE 35,SUITE 20,"MT PLEASANT MILLS, PA 17853"
MISSION PHARMACY LLC,926 S MISSION,,"MT PLEASANT, MI 48858"
WALGREEN CO.,1028 S ELMHURST ROAD,,"MT PROSPECT, IL 60056"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC",3813 S. MADISON ST.,,"MUNCIE, IN 47302"
WALGREEN CO.,2720 W JACKSON,,"MUNCIE, IN 47303"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC.",2401 W. UNIVERSITY AVE.,OMP 1635,"MUNCIE, IN 47303"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC.",5501 W. BETHEL AVE,,"MUNCIE, IN 47304"
WEIS PHARMACY #177,1272 EAST PENN STREET,,"MUNCY, PA 17756"
TOWNVILLE PHARMACY,2195 ROUTE 442 HWY,,"MUNCY, PA 17756"
"INTERDEPENDENT PHARMACY, LLC",404 NORTH SEYMOUR AVENUE,,"MUNDELEIN, IL 60060"
WALGREEN CO.,106 W NORTHFIELD,,"MURFREESBORO, TN 37129"
SHAWNEE HEALTH CARE PHARMACY,7 SOUTH HOSPITAL DRIVE,,"MURPHYSBORO, IL 62966"
SOUTHERN ILL HOSP SERVICES AT,ST.JOSEPH HOSPITAL,2 SOUTH HOSPITAL DRIVE,"MURPHYSBORO, IL 62966"
MURRAY-CALLOWAY CO HOSPITAL,803 POPLAR STREET,,"MURRAY, KY 42071"
WALGREEN CO.,1205 MAIN ST,,"MURRAY, KY 42071"
"IHC HEALTH SERVICES, INC.",181 EAST MEDICAL TOWER DRIVE,,"MURRAY, UT 84107"
"GIBSON PHARMACY SERVICES, LLC",240 E WINCHESTER,,"MURRAY, UT 84107"
IMC COMMUNITY PHARMACY,5121 S COTTONWOOD DRIVE,,"MURRAY, UT 84157"
LEE'S INLET APOTHECARY,3579 HWY 17 BUSINESS,,"MURRELLS INLET, SC 29576"
VILLAGE DRUG SHOP,1001 AVALON AVENUE,,"MUSCLE SHOALS, AL 35661"
COMMUNITY CARE PHARMACY,2700 BAKER STREET,,"MUSKEGON HEIGHTS, MI 49444"
PATTERSONS PHARMACY,2144 HOYT STREET,,"MUSKEGON HEIGHTS, MI 49444"
HACKLEY PHARMACY GLENSIDE,1631 W. SHERMAN,,"MUSKEGON, MI 49441"
HACKLEY PROFESSIONAL PHCY,1675 LEAHY ST,,"MUSKEGON, MI 49442"
WALGREEN CO.,1991 E APPLE AVE,,"MUSKEGON, MI 49442"
HACKLEY HEALTHCARE EQUIPMENT,6401 PRAIRIE,SUITE #1100,"MUSKEGON, MI 49444"
WEST SHORE PROFF PHARMACY,1150 E. SHERMAN BOULEVARD,SUITE 1400,"MUSKEGON, MI 49444"
MUSKEGON FAMILY CARE PHARMACY,2201 S GETTY STREET,,"MUSKEGON, MI 49444"
"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1303 38TH AVE. N.,,"MYRTLE BEACH, SC 29577"
HEALTH AND WELLNESS PHARMACY LLC,5405 DICK POND ROAD,UNIT C - 1,"MYRTLE BEACH, SC 29588"
"HUIE PHARMACY, LLC",1920 WEST PARK DRIVE,,"N WILKESBORO, NC 28659"
WALGREEN CO.,700 12TH AVENUE S,,"NAMPA, ID 83651"
VIC'S FAMILY PHARMACY INC,1513 12TH AVENUE ROAD,,"NAMPA, ID 83686"
WEIS PHARMACY #152,1 WEIS PLAZA,,"NANTICOKE, PA 18634"
KAISER FOUNDATION HEALTH PLAN,MAIN PHARMACY #221,3285 CLAREMONT WAY,"NAPA, CA 94558"
FAMILY DRUG,1805 OLD SONOMA RD,,"NAPA, CA 94559"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",63 WEST 87TH ST,,"NAPERVILLE, IL 60565"
RX CARE 11 LLC,13020 LIVINGSTON ROAD,SUITE 8,"NAPLES, FL 34105"
WALGREEN CO.,8900 TAMIAMI TRAIL NORTH,,"NAPLES, FL 34108"
COLLIER HEALTH SERVICES,1755 HERITAGE TRAIL SUITE 604,,"NAPLES, FL 34112"
RX CARE 10 LLC,3795 TAMIAMI TRAIL E,,"NAPLES, FL 34112"
WALGREEN CO.,15295 COLLIER BLVD,,"NAPLES, FL 34119"
SAINT JOSEPH'S HOSPITAL,ATTN PHARMACY,172 KINSLEY ST,"NASHUA, NH 03060"
"WALGREEN EASTERN CO., INC.",283 MAIN ST,,"NASHUA, NH 03060"
NASHUA HOSPITAL ASSOC,8 PROSPECT ST,BOX 2014,"NASHUA, NH 03061"
