,Business Name,Address 1,Address 2,"City, State Zip",Map URL
137,THE NEBRASKA MEDICAL CENTER BELLEVUE PHARMACY,2510 BELLEVUE MEDICAL CENTER DR,STE 100,"BELLEVUE, NE 68123",http://maps.google.com/maps?q=THE%20NEBRASKA%20MEDICAL%20CENTER%20BELLEVUE%20PHARMACY%2C2510%20BELLEVUE%20MEDICAL%20CENTER%20DR%2C+BELLEVUE%2C+NE+68123
139,THRIFTY WHITE DRUG #56,1320 BROADWAY,,"DENISON, IA 51442",http://maps.google.com/maps?q=THRIFTY%20WHITE%20DRUG%2C1320%20BROADWAY%2C+DENISON%2C+IA+51442
140,THRIFTY WHITE PHARMACY #049,848 SECOND ST,,"WEBSTER CITY, IA 50595",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C848%20SECOND%20ST%2C+WEBSTER%20CITY%2C+IA+50595
141,THRIFTY WHITE PHARMACY #064,1907 US HIGHWAY 18 EAST,,"CLEAR LAKE, IA 50428",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C1907%20US%20HIGHWAY%2018%20EAST%2C+CLEAR%20LAKE%2C+IA+50428
142,THRIFTY WHITE PHARMACY #079,701 W ELM AVENUE,,"POCAHONTAS, IA 50574",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C701%20W%20ELM%20AVENUE%2C+POCAHONTAS%2C+IA+50574
143,THRIFTY WHITE PHARMACY #74,210 N. MAIN STREET,,"CLARION, IA 50525",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C210%20N.%20MAIN%20STREET%2C+CLARION%2C+IA+50525
146,TRINITY PHARMACY,802 KENYON ROAD,SUITE 120,"FORT DODGE, IA 50501",http://maps.google.com/maps?q=TRINITY%20PHARMACY%2C802%20KENYON%20ROAD%2C+FORT%20DODGE%2C+IA+50501
147,UI HEALTH CARE - RIVER CROSSING PHARMACY,3056 RIVER CROSSING COURT,SUITE A,"RIVERSIDE, IA 52327",http://maps.google.com/maps?q=UI%20HEALTH%20CARE%20%20RIVER%20CROSSING%20PHARMACY%2C3056%20RIVER%20CROSSING%20COURT%2C+RIVERSIDE%2C+IA+52327
148,UI HEALTHCARE-IOWA RIVER LANDING PHARMACY,105 E 9TH ST,,"CORALVILLE, IA 52241",http://maps.google.com/maps?q=UI%20HEALTHCAREIOWA%20RIVER%20LANDING%20PHARMACY%2C105%20E%209TH%20ST%2C+CORALVILLE%2C+IA+52241
149,UNIV OF IA HOSP & CLINICS,PHARMACY DEPARTMENT,200 HAWKINS DRIVE,"IOWA CITY, IA 52242",http://maps.google.com/maps?q=UNIV%20OF%20IA%20HOSP%20%20CLINICS%2CPHARMACY%20DEPARTMENT%2C+IOWA%20CITY%2C+IA+52242
150,UNIV OF NO IOWA HEALTH CTR,STUDENT HEALTH CTR UNIV OF N IOWA,23RD ST,"CEDAR FALLS, IA 50614",http://maps.google.com/maps?q=UNIV%20OF%20NO%20IOWA%20HEALTH%20CTR%2CSTUDENT%20HEALTH%20CTR%20UNIV%20OF%20N%20IOWA%2C+CEDAR%20FALLS%2C+IA+50614
151,USAF- OFFUTT AFB,"2501 CAPEHART RD, STE I105",ATTN:LOGISTICS VAULT CUSTODIAN,"OFFUTT AFB, NE 68113",http://maps.google.com/maps?q=USAF%20OFFUTT%20AFB%2C2501%20CAPEHART%20RD%2C%20STE%20I105%2C+OFFUTT%20AFB%2C+NE+68113
152,USAF-OFFUTT,502 CUSTER DRIVE,ATTN: LOGISTICS VAULT CUSTODIAN,"OFFUTT AFB, NE 68113",http://maps.google.com/maps?q=USAFOFFUTT%2C502%20CUSTER%20DRIVE%2C+OFFUTT%20AFB%2C+NE+68113
153,VALUMED PHARMACY,"4105 WESTCOR CT., STE. 1",,"CORALVILLE, IA 52241",http://maps.google.com/maps?q=VALUMED%20PHARMACY%2C4105%20WESTCOR%20CT.%2C%20STE.%201%2C+CORALVILLE%2C+IA+52241
155,WALGREEN CO.,104 E EUCLID AVE,,"DES MOINES, IA 50313",http://maps.google.com/maps?q=WALGREEN%20CO%2C104%20E%20EUCLID%20AVE%2C+DES%20MOINES%2C+IA+50313
156,WALGREEN CO.,111 W RIDGEWAY AVE,,"WATERLOO, IA 50701",http://maps.google.com/maps?q=WALGREEN%20CO%2C111%20W%20RIDGEWAY%20AVE%2C+WATERLOO%2C+IA+50701
159,WALGREEN CO.,12753 UNIVERSITY AVE,,"CLIVE, IA 50325",http://maps.google.com/maps?q=WALGREEN%20CO%2C12753%20UNIVERSITY%20AVE%2C+CLIVE%2C+IA+50325
162,WALGREEN CO.,2301 HALL AVE,,"MARINETTE, WI 54143",http://maps.google.com/maps?q=WALGREEN%20CO%2C2301%20HALL%20AVE%2C+MARINETTE%2C+WI+54143
163,WALGREEN CO.,2301 LUDINGTON ST,,"ESCANABA, MI 49829",http://maps.google.com/maps?q=WALGREEN%20CO%2C2301%20LUDINGTON%20ST%2C+ESCANABA%2C+MI+49829
164,WALGREEN CO.,2508 W BROADWAY,,"COUNCIL BLUFFS, IA 51501",http://maps.google.com/maps?q=WALGREEN%20CO%2C2508%20W%20BROADWAY%2C+COUNCIL%20BLUFFS%2C+IA+51501
165,WALGREEN CO.,2545 E EUCLID,,"DES MOINES, IA 50317",http://maps.google.com/maps?q=WALGREEN%20CO%2C2545%20E%20EUCLID%2C+DES%20MOINES%2C+IA+50317
166,WALGREEN CO.,3140 SE 14TH ST,,"DES MOINES, IA 50320",http://maps.google.com/maps?q=WALGREEN%20CO%2C3140%20SE%2014TH%20ST%2C+DES%20MOINES%2C+IA+50320
167,WALGREEN CO.,3325 16TH AVENUE SW,,"CEDAR RAPIDS, IA 52404",http://maps.google.com/maps?q=WALGREEN%20CO%2C3325%2016TH%20AVENUE%20SW%2C+CEDAR%20RAPIDS%2C+IA+52404
169,WALGREEN CO.,4415 DOUGLAS AVE,,"DES MOINES, IA 50310",http://maps.google.com/maps?q=WALGREEN%20CO%2C4415%20DOUGLAS%20AVE%2C+DES%20MOINES%2C+IA+50310
172,WALGREEN CO.,535 E. BROADWAY,,"COUNCIL BLUFFS, IA 51503",http://maps.google.com/maps?q=WALGREEN%20CO%2C535%20E.%20BROADWAY%2C+COUNCIL%20BLUFFS%2C+IA+51503
174,WALGREEN CO.,901 N ANKENY BLVD,,"ANKENY, IA 50023",http://maps.google.com/maps?q=WALGREEN%20CO%2C901%20N%20ANKENY%20BLVD%2C+ANKENY%2C+IA+50023
181,"WISCONSIN CVS PHARMACY, L.L.C.",1561 W. MASON ST.,,"GREEN BAY, WI 54303",http://maps.google.com/maps?q=WISCONSIN%20CVS%20PHARMACY%20LLC%2C1561%20W.%20MASON%20ST.%2C+GREEN%20BAY%2C+WI+54303
4,ASTRUP DRUG INC,PHARMACY,1601 STATE AVE NW,"OWATONNA, MN 55060",http://maps.google.com/maps?q=ASTRUP%20DRUG%20INC%2CPHARMACY%2C+OWATONNA%2C+MN+55060
5,AVERA HOLY FAMILY HEALTH,826 N 8TH STREET,,"ESTHERVILLE, IA 51334",http://maps.google.com/maps?q=AVERA%20HOLY%20FAMILY%20HEALTH%2C826%20N%208TH%20STREET%2C+ESTHERVILLE%2C+IA+51334
6,BEDFORD DRUG,419 MAIN ST,PO BOX 66,"BEDFORD, IA 50833",http://maps.google.com/maps?q=BEDFORD%20DRUG%2C419%20MAIN%20ST%2C+BEDFORD%2C+IA+50833
15,CLAYTON DRUG,104 WEST MISSION ST,,"STRAWBERRY POINT, IA 52076",http://maps.google.com/maps?q=CLAYTON%20DRUG%2C104%20WEST%20MISSION%20ST%2C+STRAWBERRY%20POINT%2C+IA+52076
16,CLAYTON DRUG,135 N MAIN ST,,"ELKADER, IA 52043",http://maps.google.com/maps?q=CLAYTON%20DRUG%2C135%20N%20MAIN%20ST%2C+ELKADER%2C+IA+52043
20,CRESCO FAMILY PHARMACY,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,"CRESCO, IA 52136",http://maps.google.com/maps?q=CRESCO%20FAMILY%20PHARMACY%2CREGIONAL%20HEALTH%20SERVICES%20OF%20HOWARD%20COUNTY%2C+CRESCO%2C+IA+52136
21,CURT'S LONG TERM CARE PHARMACY,"1615 W MAIN ST, SUITE B",,"ALBERT LEA, MN 56007",http://maps.google.com/maps?q=CURTS%20LONG%20TERM%20CARE%20PHARMACY%2C1615%20W%20MAIN%20ST%2C%20SUITE%20B%2C+ALBERT%20LEA%2C+MN+56007
30,"DONLON DRUG, INC",201 W. WATER ST,,"DECORAH, IA 52101",http://maps.google.com/maps?q=DONLON%20DRUG%20INC%2C201%20W.%20WATER%20ST%2C+DECORAH%2C+IA+52101
36,"GRAND ST. PAUL CVS, L.L.C.",1175 MADISON AVE.,,"MANKATO, MN 56001",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C1175%20MADISON%20AVE.%2C+MANKATO%2C+MN+56001
41,HARTIG DRUG #3,2255 JOHN F KENNEDY ROAD,,"DUBUQUE, IA 52002",http://maps.google.com/maps?q=HARTIG%20DRUG%2C2255%20JOHN%20F%20KENNEDY%20ROAD%2C+DUBUQUE%2C+IA+52002
42,HARTIG DRUG CO,1600 UNIVERSITY AVE,,"DUBUQUE, IA 52001",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C1600%20UNIVERSITY%20AVE%2C+DUBUQUE%2C+IA+52001
44,HARTIG DRUG CO #12,21 WEST MAIN STREET,,"WAUKON, IA 52172",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C21%20WEST%20MAIN%20STREET%2C+WAUKON%2C+IA+52172
47,HARTIG DRUG CO #28,419 E 1ST ST,,"MONTICELLO, IA 52310",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C419%20E%201ST%20ST%2C+MONTICELLO%2C+IA+52310
48,HARTIG DRUG CO #30,200 MAIN ST,SUITE 1,"GUTTENBERG, IA 52052",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C200%20MAIN%20ST%2C+GUTTENBERG%2C+IA+52052
49,HARTIG DRUG CO INC,HARTIG DRUG CO #14,200 FIRST STREET EAST,"INDEPENDENCE, IA 50644",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%20INC%2CHARTIG%20DRUG%20CO%20#14%2C+INDEPENDENCE%2C+IA+50644
50,HARTIG DRUG COMPANY,STONE CREEK SHOPPING CENTER,711 16TH AVE SE,"DYERSVILLE, IA 52040",http://maps.google.com/maps?q=HARTIG%20DRUG%20COMPANY%2CSTONE%20CREEK%20SHOPPING%20CENTER%2C+DYERSVILLE%2C+IA+52040
51,"HHP, LLC",130 3RD ST NE,SUITE A,"HARTLEY, IA 51346",http://maps.google.com/maps?q=HHP%20LLC%2C130%203RD%20ST%20NE%2C+HARTLEY%2C+IA+51346
62,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71 SOUTH,,"SPIRIT LAKE, IA 51360",http://maps.google.com/maps?q=LAKES%20REGIONAL%20HEALTHCARE%2C2301%20HIGHWAY%2071%20SOUTH%2C+SPIRIT%20LAKE%2C+IA+51360
66,LEWIS FAIMLY DRUG #54,LEWIS FAMILY DRUG LLC,2202 17TH ST,"SPIRIT LAKE, IA 51360",http://maps.google.com/maps?q=LEWIS%20FAIMLY%20DRUG%2CLEWIS%20FAMILY%20DRUG%20LLC%2C+SPIRIT%20LAKE%2C+IA+51360
67,LEWIS FAMILY DRUG #39,1044 MAIN ST,,"HULL, IA 51239",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C1044%20MAIN%20ST%2C+HULL%2C+IA+51239
68,LEWIS FAMILY DRUG #42,528 S 3RD ST,,"MOVILLE, IA 51039",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C528%20S%203RD%20ST%2C+MOVILLE%2C+IA+51039
69,LEWIS FAMILY DRUG #52,610 PARK STREET,P.O. BOX 455,"SHELDON, IA 51201",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C610%20PARK%20STREET%2C+SHELDON%2C+IA+51201
71,LEWIS FAMILY DRUG #61,106 N. BOONE STREET,,"ROCK RAPIDS, IA 51246",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C106%20N.%20BOONE%20STREET%2C+ROCK%20RAPIDS%2C+IA+51246
72,LEWIS FAMILY DRUG #67,420 SECOND AVE,,"SIBLEY, IA 51249",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C420%20SECOND%20AVE%2C+SIBLEY%2C+IA+51249
73,LEWIS FAMILY DRUG #74,7 W SECOND ST,PO BOX 280,"KINGSLEY, IA 51028",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C7%20W%20SECOND%20ST%2C+KINGSLEY%2C+IA+51028
82,NUCARA PHARMACY #20,119 N VINE,,"WEST UNION, IA 52175",http://maps.google.com/maps?q=NUCARA%20PHARMACY%2C119%20N%20VINE%2C+WEST%20UNION%2C+IA+52175
87,OSTERHAUS PHARMACY,918 W PLATT #2,,"MAQUOKETA, IA 52060",http://maps.google.com/maps?q=OSTERHAUS%20PHARMACY%2C918%20W%20PLATT%20#2%2C+MAQUOKETA%2C+IA+52060
88,PHARMACY MATTERS-LTC,"3526 DOLPHIN DRIVE, SE",,"IOWA CITY, IA 52240",http://maps.google.com/maps?q=PHARMACY%20MATTERSLTC%2C3526%20DOLPHIN%20DRIVE%2C%20SE%2C+IOWA%20CITY%2C+IA+52240
91,RYAN PHARMACY,1600 FIRST STREET EAST,,"INDEPENDENCE, IA 50644",http://maps.google.com/maps?q=RYAN%20PHARMACY%2C1600%20FIRST%20STREET%20EAST%2C+INDEPENDENCE%2C+IA+50644
93,SCOTT PHARMACY,238 S MAIN,PO BOX 188,"FAYETTE, IA 52142",http://maps.google.com/maps?q=SCOTT%20PHARMACY%2C238%20S%20MAIN%2C+FAYETTE%2C+IA+52142
94,SHOPKO PHARMACY #2201,3402 MAIN ST,,"EMMETSBURG, IA 50536",http://maps.google.com/maps?q=SHOPKO%20PHARMACY%2C3402%20MAIN%20ST%2C+EMMETSBURG%2C+IA+50536
96,SHOPKO PHARMACY #2677,2220 HWY 175,,"ONAWA, IA 51040",http://maps.google.com/maps?q=SHOPKO%20PHARMACY%2C2220%20HWY%20175%2C+ONAWA%2C+IA+51040
99,SHOPKO PHARMACY #2684,106 SMITH ST,,"BLOOMFIELD, IA 52537",http://maps.google.com/maps?q=SHOPKO%20PHARMACY%2C106%20SMITH%20ST%2C+BLOOMFIELD%2C+IA+52537
103,SIOUX CENTER HEALTH,1101 9 TH ST SE,,"SIOUX CENTER, IA 51250",http://maps.google.com/maps?q=SIOUX%20CENTER%20HEALTH%2C1101%209%20TH%20ST%20SE%2C+SIOUX%20CENTER%2C+IA+51250
104,STANGEL PHARMACY INC,821 IOWA AVE,,"ONAWA, IA 51040",http://maps.google.com/maps?q=STANGEL%20PHARMACY%20INC%2C821%20IOWA%20AVE%2C+ONAWA%2C+IA+51040
105,STERLING LTC PHARMACY #32,607 10TH STREET,,"WORTHINGTON, MN 56187",http://maps.google.com/maps?q=STERLING%20LTC%20PHARMACY%2C607%2010TH%20STREET%2C+WORTHINGTON%2C+MN+56187
109,THRIFTY WHITE PHARMACY #042,715 S GRAND AVENUE,,"SPENCER, IA 51301",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C715%20S%20GRAND%20AVENUE%2C+SPENCER%2C+IA+51301
112,THRIFTY WHITE PHARMACY #077,127 N. MAIN STREET,,"PAULLINA, IA 51046",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C127%20N.%20MAIN%20STREET%2C+PAULLINA%2C+IA+51046
114,THRIFTY WHITE PHARMACY #727,223 STATE STREET NORTH,,"WASECA, MN 56093",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C223%20STATE%20STREET%20NORTH%2C+WASECA%2C+MN+56093
116,THRIFTY WHITE PHARMACY #76,702 MONTGOMERY STREET,,"DECORAH, IA 52101",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C702%20MONTGOMERY%20STREET%2C+DECORAH%2C+IA+52101
117,THRIFTY WHITE PHARMACY #786,2018 15TH ST NW,,"ROCHESTER, MN 55901",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C2018%2015TH%20ST%20NW%2C+ROCHESTER%2C+MN+55901
118,THRIFTY WHITE PHARMACY #789,1703 MADISON AVE,,"MANKATO, MN 56001",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C1703%20MADISON%20AVE%2C+MANKATO%2C+MN+56001
129,WALGREEN CO.,1270 MADISON AVENUE,,"MANKATO, MN 56001",http://maps.google.com/maps?q=WALGREEN%20CO%2C1270%20MADISON%20AVENUE%2C+MANKATO%2C+MN+56001
131,WALGREEN CO.,2214 MUSCATINE AVE,,"IOWA CITY, IA 52240",http://maps.google.com/maps?q=WALGREEN%20CO%2C2214%20MUSCATINE%20AVE%2C+IOWA%20CITY%2C+IA+52240
138,WALGREEN CO.,55 J F KENNEDY RD,,"DUBUQUE, IA 52002",http://maps.google.com/maps?q=WALGREEN%20CO%2C55%20J%20F%20KENNEDY%20RD%2C+DUBUQUE%2C+IA+52002
3,"AMERIPHARM, INC",2503 E 54TH ST. N,,"SIOUX FALLS, SD 57104",http://maps.google.com/maps?q=AMERIPHARM%20INC%2C2503%20E%2054TH%20ST.%20N%2C+SIOUX%20FALLS%2C+SD+57104
10,BOOTH PHARMACY INC,903 CENTRAL AVENUE,PO BOX 233,"HAWARDEN, IA 51023",http://maps.google.com/maps?q=BOOTH%20PHARMACY%20INC%2C903%20CENTRAL%20AVENUE%2C+HAWARDEN%2C+IA+51023
13,CASS ST PHARMACY GUNDERSEN HEALTH SYSTEM,528 CASS ST.,,"LA CROSSE, WI 54601",http://maps.google.com/maps?q=CASS%20ST%20PHARMACY%20GUNDERSEN%20HEALTH%20SYSTEM%2C528%20CASS%20ST.%2C+LA%20CROSSE%2C+WI+54601
15,CGH MEDICAL CENTER,100 EAST LEFEVRE RD,,"STERLING, IL 61081",http://maps.google.com/maps?q=CGH%20MEDICAL%20CENTER%2C100%20EAST%20LEFEVRE%20RD%2C+STERLING%2C+IL+61081
17,CHI HEALTH ST MARY'S,1301 GRUNDMAN BLVD,,"NEBRASKA CITY, NE 68410",http://maps.google.com/maps?q=CHI%20HEALTH%20ST%20MARYS%2C1301%20GRUNDMAN%20BLVD%2C+NEBRASKA%20CITY%2C+NE+68410
18,CLABAUGH PHARMACY INC.,501 COURT STREET,,"BEATRICE, NE 68310",http://maps.google.com/maps?q=CLABAUGH%20PHARMACY%20INC%2C501%20COURT%20STREET%2C+BEATRICE%2C+NE+68310
24,COMMUNITY MEDICAL CENTER INC,3307 BARADA ST,PO BOX 399,"FALLS CITY, NE 68355",http://maps.google.com/maps?q=COMMUNITY%20MEDICAL%20CENTER%20INC%2C3307%20BARADA%20ST%2C+FALLS%20CITY%2C+NE+68355
43,ELMWOOD PHARMACY,808 S. 52ND,,"OMAHA, NE 68106",http://maps.google.com/maps?q=ELMWOOD%20PHARMACY%2C808%20S.%2052ND%2C+OMAHA%2C+NE+68106
48,GUNDERSEN LUTHERAN CLIN PHARM,1836 SOUTH AVENUE,,"LA CROSSE, WI 54601",http://maps.google.com/maps?q=GUNDERSEN%20LUTHERAN%20CLIN%20PHARM%2C1836%20SOUTH%20AVENUE%2C+LA%20CROSSE%2C+WI+54601
49,GUNDERSEN LUTHERAN CLIN PHARM,3111 GUNDERSEN DRIVE,,"ONALASKA, WI 54650",http://maps.google.com/maps?q=GUNDERSEN%20LUTHERAN%20CLIN%20PHARM%2C3111%20GUNDERSEN%20DRIVE%2C+ONALASKA%2C+WI+54650
52,HARTIG DRUG CO,157 LOCUST ST,,"DUBUQUE, IA 52001",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C157%20LOCUST%20ST%2C+DUBUQUE%2C+IA+52001
54,HARTIG DRUG CO,2225 CENTRAL AVE,,"DUBUQUE, IA 52001",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C2225%20CENTRAL%20AVE%2C+DUBUQUE%2C+IA+52001
63,HEGG MEMORIAL HOSPITAL INC,1200 21ST AVENUE,,"ROCK VALLEY, IA 51247",http://maps.google.com/maps?q=HEGG%20MEMORIAL%20HOSPITAL%20INC%2C1200%2021ST%20AVENUE%2C+ROCK%20VALLEY%2C+IA+51247
64,HERITAGE FAMILY PHARMACY,1201 W AGENCY ROAD,,"WEST BURLINGTON, IA 52655",http://maps.google.com/maps?q=HERITAGE%20FAMILY%20PHARMACY%2C1201%20W%20AGENCY%20ROAD%2C+WEST%20BURLINGTON%2C+IA+52655
68,HY-VEE PHARMACY (1202),"2606 ""L"" AVE",,"FORT MADISON, IA 52627",http://maps.google.com/maps?q=HYVEE%20PHARMACY%2C2606%20%22L%22%20AVE%2C+FORT%20MADISON%2C+IA+52627
76,JOHNSON COUNTY HOSPITAL,202 HIGH STREET,P.O. BOX 599,"TECUMSEH, NE 68450",http://maps.google.com/maps?q=JOHNSON%20COUNTY%20HOSPITAL%2C202%20HIGH%20STREET%2C+TECUMSEH%2C+NE+68450
77,KOHLL'S PHARMACY & HOMECARE,12739 Q STREET,,"OMAHA, NE 68137",http://maps.google.com/maps?q=KOHLLS%20PHARMACY%20%20HOMECARE%2C12739%20Q%20STREET%2C+OMAHA%2C+NE+68137
78,KOHLL'S PHARMACY & HOMECARE,5000 DODGE STREET,,"OMAHA, NE 68132",http://maps.google.com/maps?q=KOHLLS%20PHARMACY%20%20HOMECARE%2C5000%20DODGE%20STREET%2C+OMAHA%2C+NE+68132
79,KOHLL'S PHARMACY & HOMECARE,800 N 27TH ST,,"LINCOLN, NE 68503",http://maps.google.com/maps?q=KOHLLS%20PHARMACY%20%20HOMECARE%2C800%20N%2027TH%20ST%2C+LINCOLN%2C+NE+68503
80,KOHLL/RXMPSS,5110 L STREET,,"OMAHA, NE 68117",http://maps.google.com/maps?q=KOHLLRXMPSS%2C5110%20L%20STREET%2C+OMAHA%2C+NE+68117
91,LEWIS FAMILY DRUG #58,104 W PARK AVENUE,,"VIBORG, SD 57070",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C104%20W%20PARK%20AVENUE%2C+VIBORG%2C+SD+57070
92,LEWIS FAMILY DRUG #59,143 S MAIN AVE,,"SIOUX CENTER, IA 51250",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C143%20S%20MAIN%20AVE%2C+SIOUX%20CENTER%2C+IA+51250
96,"LEWIS FAMILY DRUG, LLC",1319 10TH STREET,,"ROCK VALLEY, IA 51247",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%20LLC%2C1319%2010TH%20STREET%2C+ROCK%20VALLEY%2C+IA+51247
97,LEWIS MADISON DRUG,741 SOUTH WASHINGTON AVE,,"MADISON, SD 57042",http://maps.google.com/maps?q=LEWIS%20MADISON%20DRUG%2C741%20SOUTH%20WASHINGTON%20AVE%2C+MADISON%2C+SD+57042
98,LEWIS SOUTHGATE DRUG,2901 S MINNESOTA AVE,,"SIOUX FALLS, SD 57105",http://maps.google.com/maps?q=LEWIS%20SOUTHGATE%20DRUG%2C2901%20S%20MINNESOTA%20AVE%2C+SIOUX%20FALLS%2C+SD+57105
103,MERCY FAMILY PHARMACY,MERCY HEALTH SERVICES IOWA,1920 ELM STREET,"DUBUQUE, IA 52001",http://maps.google.com/maps?q=MERCY%20FAMILY%20PHARMACY%2CMERCY%20HEALTH%20SERVICES%20IOWA%2C+DUBUQUE%2C+IA+52001
108,NE MEDICAL CTR CLINIC PHARM,989200 NEBRASKA MEDICAL CTR,,"OMAHA, NE 68198",http://maps.google.com/maps?q=NE%20MEDICAL%20CTR%20CLINIC%20PHARM%2C989200%20NEBRASKA%20MEDICAL%20CTR%2C+OMAHA%2C+NE+68198
109,NEIGHBORHOOD LTC PHARMACY,5115 SOUTH 111TH ST,,"OMAHA, NE 68137",http://maps.google.com/maps?q=NEIGHBORHOOD%20LTC%20PHARMACY%2C5115%20SOUTH%20111TH%20ST%2C+OMAHA%2C+NE+68137
110,NEIGHBORHOOD LTC PHARMACY INC.,"5625 O ST, SUITE 101",,"LINCOLN, NE 68510",http://maps.google.com/maps?q=NEIGHBORHOOD%20LTC%20PHARMACY%20INC%2C5625%20O%20ST%2C%20SUITE%20101%2C+LINCOLN%2C+NE+68510
111,NEMAHA COUNTY HOSPITAL,2022 13TH STREET,,"AUBURN, NE 68305",http://maps.google.com/maps?q=NEMAHA%20COUNTY%20HOSPITAL%2C2022%2013TH%20STREET%2C+AUBURN%2C+NE+68305
117,OSF HOLY FAMILY MEDICAL CENTER,1000 WEST HARLEM AVENUE,,"MONMOUTH, IL 61462",http://maps.google.com/maps?q=OSF%20HOLY%20FAMILY%20MEDICAL%20CENTER%2C1000%20WEST%20HARLEM%20AVENUE%2C+MONMOUTH%2C+IL+61462
120,PINNOW PHARMACY,1028 FIRST CENTER AVENUE,,"BRODHEAD, WI 53520",http://maps.google.com/maps?q=PINNOW%20PHARMACY%2C1028%20FIRST%20CENTER%20AVENUE%2C+BRODHEAD%2C+WI+53520
122,RELYCARE PHARMACY LINCOLN,1221 N. COTNER BLVD,SUITE 1,"LINCOLN, NE 68505",http://maps.google.com/maps?q=RELYCARE%20PHARMACY%20LINCOLN%2C1221%20N.%20COTNER%20BLVD%2C+LINCOLN%2C+NE+68505
127,SCOTT'S THRIFTY WHITE DRUG,629 6TH AVE,,"DE WITT, IA 52742",http://maps.google.com/maps?q=SCOTTS%20THRIFTY%20WHITE%20DRUG%2C629%206TH%20AVE%2C+DE%20WITT%2C+IA+52742
128,SERGEANT BLUFF PHARMACY,"105 GAUL DR, SUITE A",,"SERGEANT BLUFF, IA 51054",http://maps.google.com/maps?q=SERGEANT%20BLUFF%20PHARMACY%2C105%20GAUL%20DR%2C%20SUITE%20A%2C+SERGEANT%20BLUFF%2C+IA+51054
139,SOUTHEAST NEBRASKA HEMATOLOGY AND ONCOLOGY CONS PC,201 S 68TH STREET PLACE,SUITE 200,"LINCOLN, NE 68510",http://maps.google.com/maps?q=SOUTHEAST%20NEBRASKA%20HEMATOLOGY%20AND%20ONCOLOGY%20CONS%20PC%2C201%20S%2068TH%20STREET%20PLACE%2C+LINCOLN%2C+NE+68510
155,U-SAVE PHARMACY,1821 S. 11TH ST.,,"NEBRASKA CITY, NE 68410",http://maps.google.com/maps?q=USAVE%20PHARMACY%2C1821%20S.%2011TH%20ST.%2C+NEBRASKA%20CITY%2C+NE+68410
158,UNIV HEALTH CENTER PHARMACY,1500 U ST,,"LINCOLN, NE 68588",http://maps.google.com/maps?q=UNIV%20HEALTH%20CENTER%20PHARMACY%2C1500%20U%20ST%2C+LINCOLN%2C+NE+68588
161,US ARMY- HEALTH CLINIC PHARMACY,PHARMACY,ROCK ISLAND ARSENAL,"ROCK ISLAND, IL 61299",http://maps.google.com/maps?q=US%20ARMY%20HEALTH%20CLINIC%20PHARMACY%2CPHARMACY%2C+ROCK%20ISLAND%2C+IL+61299
164,USPHS INDIAN HOSPITAL,U.S. HIGHWAY 77,,"WINNEBAGO, NE 68071",http://maps.google.com/maps?q=USPHS%20INDIAN%20HOSPITAL%2CU.S.%20HIGHWAY%2077%2C+WINNEBAGO%2C+NE+68071
166,VIA RX,825 N 90TH ST,,"OMAHA, NE 68114",http://maps.google.com/maps?q=VIA%20RX%2C825%20N%2090TH%20ST%2C+OMAHA%2C+NE+68114
167,VORAC PHARMACY LLC,114 S. STATE ST.,,"GENESEO, IL 61254",http://maps.google.com/maps?q=VORAC%20PHARMACY%20LLC%2C114%20S.%20STATE%20ST.%2C+GENESEO%2C+IL+61254
