name,googleMapsUrl,state,postal,source,address
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C950%20S%20CENTERVILLE%20RD%2C+STURGIS%2C+MI+49091,MI,49091,DEA,"950 S CENTERVILLE RD, STURGIS, MI 49091"
WEST GRANGE PHARMACY LLC,http://maps.google.com/maps?q=WEST%20GRANGE%20PHARMACY%20LLC%2C3390%20WEST%20ROAD%2C+TRENTON%2C+MI+48183,MI,48183,DEA,"3390 WEST ROAD, TRENTON, MI 48183"
WEST LAKE DRUG,http://maps.google.com/maps?q=WEST%20LAKE%20DRUG%2C8822%20PORTAGE%20ROAD%2C+PORTAGE%2C+MI+49002,MI,49002,DEA,"8822 PORTAGE ROAD, PORTAGE, MI 49002"
"WOODWARD DETROIT CVS, L.L.C.",http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C10011%20WEST%20MCNICHOLS%20ROAD%2C+DETROIT%2C+MI+48221,MI,48221,DEA,"10011 WEST MCNICHOLS ROAD, DETROIT, MI 48221"
"WOODWARD DETROIT CVS, L.L.C.",http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C10915%20BELLEVILLE%20ROAD%2C+BELLEVILLE%2C+MI+48111,MI,48111,DEA,"10915 BELLEVILLE ROAD, BELLEVILLE, MI 48111"
"WOODWARD DETROIT CVS, L.L.C.",http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C2400%20FORT%20ST.%2C+LINCOLN%20PARK%2C+MI+48146,MI,48146,DEA,"2400 FORT ST., LINCOLN PARK, MI 48146"
"WOODWARD DETROIT CVS, L.L.C.",http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C27435%20FORD%20RD.%2C+GARDEN%20CITY%2C+MI+48135,MI,48135,DEA,"27435 FORD RD., GARDEN CITY, MI 48135"
"WOODWARD DETROIT CVS, L.L.C.",http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C37340%20FIVE%20MILE%20RD.%2C+LIVONIA%2C+MI+48154,MI,48154,DEA,"37340 FIVE MILE RD., LIVONIA, MI 48154"
"WOODWARD DETROIT CVS, LLC",http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C18500%20GRAND%20RIVER%2C+DETROIT%2C+MI+48223,MI,48223,DEA,"18500 GRAND RIVER, DETROIT, MI 48223"
CLEVELAND CLINIC PHARMACY,http://maps.google.com/maps?q=CLEVELAND%20CLINIC%20PHARMACY%2C9211%20EUCLID%20AVENUE%2C+CLEVELAND%2C+OH+44195,OH,44195,DEA,"9211 EUCLID AVENUE, CLEVELAND, OH 44195"
NORTHCOAST BEHAVIORAL,http://maps.google.com/maps?q=NORTHCOAST%20BEHAVIORAL%2CPHARMACY%20DEPARTMENT%2C+NORTHFIELD%2C+OH+44067,OH,44067,DEA,"PHARMACY DEPARTMENT, 1756 SAGAMORE ROAD, NORTHFIELD, OH 44067"
"OHIO CVS STORES, L.L.C.",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C11223%20GRANGER%20RD.%2C+GARFIELD%20HEIGHTS%2C+OH+44125,OH,44125,DEA,"11223 GRANGER RD., GARFIELD HEIGHTS, OH 44125"
"OHIO CVS STORES, L.L.C.",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C2007%20BROOKPARK%20ROAD%2C+CLEVELAND%2C+OH+44109,OH,44109,DEA,"2007 BROOKPARK ROAD, CLEVELAND, OH 44109"
"OHIO CVS STORES, L.L.C.",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C22001%20LAKESHORE%20BLVD%2C+EUCLID%2C+OH+44123,OH,44123,DEA,"22001 LAKESHORE BLVD, EUCLID, OH 44123"
"OHIO CVS STORES, L.L.C.",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C3728%20PEARL%20RD%2C+CLEVELAND%2C+OH+44109,OH,44109,DEA,"3728 PEARL RD, CLEVELAND, OH 44109"
"OHIO CVS STORES, L.L.C.",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C5812%20RIDGE%20ROAD%2C+PARMA%2C+OH+44129,OH,44129,DEA,"5812 RIDGE ROAD, PARMA, OH 44129"
OHIOGUIDESTONE PHARMACY,http://maps.google.com/maps?q=OHIOGUIDESTONE%20PHARMACY%2C3500%20CARNEGIE%20AVENUE%2C+CLEVELAND%2C+OH+44115,OH,44115,DEA,"3500 CARNEGIE AVENUE, CLEVELAND, OH 44115"
SIGNATURE HEALTH INCORPORATED PHARMACY,http://maps.google.com/maps?q=SIGNATURE%20HEALTH%20INCORPORATED%20PHARMACY%2C21100%20SOUTHGATE%20PARK%20BLVD%2C+MAPLE%20HEIGHTS%2C+OH+44137,OH,44137,DEA,"21100 SOUTHGATE PARK BLVD, MAPLE HEIGHTS, OH 44137"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C22401%20LAKE%20SHORE%20BLVD%2C+EUCLID%2C+OH+44123,OH,44123,DEA,"22401 LAKE SHORE BLVD, EUCLID, OH 44123"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C5400%20PEARL%20ROAD%2C+PARMA%2C+OH+44129,OH,44129,DEA,"5400 PEARL ROAD, PARMA, OH 44129"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C6410%20BROADWAY%20AVENUE%2C+CLEVELAND%2C+OH+44105,OH,44105,DEA,"6410 BROADWAY AVENUE, CLEVELAND, OH 44105"
FRED'S NEIGHBORHOOD PHARMACY,http://maps.google.com/maps?q=FREDS%20NEIGHBORHOOD%20PHARMACY%2C320%20SOUTH%20MAIN%20STREET%2C+NEW%20CASTLE%2C+IN+47362,IN,47362,DEA,"320 SOUTH MAIN STREET, NEW CASTLE, IN 47362"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C201%20S.%20TILLOTSON%20AVENUE%2C+MUNCIE%2C+IN+47304,IN,47304,DEA,"201 S. TILLOTSON AVENUE, MUNCIE, IN 47304"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C265%20SO.%20SCATTERFIELD%20RD%2C+ANDERSON%2C+IN+46012,IN,46012,DEA,"265 SO. SCATTERFIELD RD, ANDERSON, IN 46012"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C415%20W.%203RD%20ST.%2C+MARION%2C+IN+46952,IN,46952,DEA,"415 W. 3RD ST., MARION, IN 46952"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC",http://maps.google.com/maps?q=IU%20HEALTH%20BALL%20MEMORIAL%20HOSPITAL%20INC%2C3813%20S.%20MADISON%20ST.%2C+MUNCIE%2C+IN+47302,IN,47302,DEA,"3813 S. MADISON ST., MUNCIE, IN 47302"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC.",http://maps.google.com/maps?q=IU%20HEALTH%20BALL%20MEMORIAL%20HOSPITAL%20INC%2C1420%20S.%20PILGRIM%20BLVD.%2C+YORKTOWN%2C+IN+47396,IN,47396,DEA,"1420 S. PILGRIM BLVD., YORKTOWN, IN 47396"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC.",http://maps.google.com/maps?q=IU%20HEALTH%20BALL%20MEMORIAL%20HOSPITAL%20INC%2C2401%20W.%20UNIVERSITY%20AVE.%2C+MUNCIE%2C+IN+47303,IN,47303,DEA,"2401 W. UNIVERSITY AVE., OMP 1635, MUNCIE, IN 47303"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC.",http://maps.google.com/maps?q=IU%20HEALTH%20BALL%20MEMORIAL%20HOSPITAL%20INC%2C400%20PILGRIM%20BLVD.%2C+HARTFORD%20CITY%2C+IN+47348,IN,47348,DEA,"400 PILGRIM BLVD., HARTFORD CITY, IN 47348"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC.",http://maps.google.com/maps?q=IU%20HEALTH%20BALL%20MEMORIAL%20HOSPITAL%20INC%2C5501%20W.%20BETHEL%20AVE%2C+MUNCIE%2C+IN+47304,IN,47304,DEA,"5501 W. BETHEL AVE, MUNCIE, IN 47304"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C2720%20W%20JACKSON%2C+MUNCIE%2C+IN+47303,IN,47303,DEA,"2720 W JACKSON, MUNCIE, IN 47303"
"BHC VALLE VISTA HOSPITAL, INC.",http://maps.google.com/maps?q=BHC%20VALLE%20VISTA%20HOSPITAL%20INC%2C898%20EAST%20MAIN%20ST%2C+GREENWOOD%2C+IN+46143,IN,46143,DEA,"898 EAST MAIN ST, GREENWOOD, IN 46143"
BLACKBURN COMMUNITY HEALTH,http://maps.google.com/maps?q=BLACKBURN%20COMMUNITY%20HEALTH%2CCENTER%20PHARMACY%2C+INDIANAPOLIS%2C+IN+46208,IN,46208,DEA,"CENTER PHARMACY, 2700 DR. MARTIN LUTHER KING JR, INDIANAPOLIS, IN 46208"
COTTAGE CORNER COMMUNITY,http://maps.google.com/maps?q=COTTAGE%20CORNER%20COMMUNITY%2CHEALTH%20CENTER%20PHARMACY%2C+INDIANAPOLIS%2C+IN+46203,IN,46203,DEA,"HEALTH CENTER PHARMACY, 1434 S. SHELBY ST, INDIANAPOLIS, IN 46203"
CUSTOM PLUS PHARMACY LLC,http://maps.google.com/maps?q=CUSTOM%20PLUS%20PHARMACY%20LLC%2C482%20WEST%20NAVAJO%2C%20SUITE%20A%2C+WEST%20LAFAYETTE%2C+IN+47906,IN,47906,DEA,"482 WEST NAVAJO, SUITE A, WEST LAFAYETTE, IN 47906"
DAVIS DRUGS LLC,http://maps.google.com/maps?q=DAVIS%20DRUGS%20LLC%2C300%20SOUTH%20PERRY%20STREET%2C+ATTICA%2C+IN+47918,IN,47918,DEA,"300 SOUTH PERRY STREET, ATTICA, IN 47918"
ESKENAZI HEALTH WEST 38TH STREET,http://maps.google.com/maps?q=ESKENAZI%20HEALTH%20WEST%20TH%20STREET%2C5515%20WEST%2038TH%20STREET%2C+INDIANAPOLIS%2C+IN+46254,IN,46254,DEA,"5515 WEST 38TH STREET, SUITE 1200, INDIANAPOLIS, IN 46254"
FOREST MANOR COMMUNITY HEALTH,http://maps.google.com/maps?q=FOREST%20MANOR%20COMMUNITY%20HEALTH%2CCENTER%20PHARMACY%2C+INDIANAPOLIS%2C+IN+46226,IN,46226,DEA,"CENTER PHARMACY, 3840 N. SHERMAN DR., INDIANAPOLIS, IN 46226"
FRANCISCAN HEALTH MOORESVILLE,http://maps.google.com/maps?q=FRANCISCAN%20HEALTH%20MOORESVILLE%2C1201%20HADLEY%20RD%2C+MOORESVILLE%2C+IN+46158,IN,46158,DEA,"1201 HADLEY RD, MOORESVILLE, IN 46158"
GARST RX,http://maps.google.com/maps?q=GARST%20RX%2C325%20S%20MAIN%20ST%2C+FORTVILLE%2C+IN+46040,IN,46040,DEA,"325 S MAIN ST, FORTVILLE, IN 46040"
GRASSY CREEK COMMUNITY HEALTH,http://maps.google.com/maps?q=GRASSY%20CREEK%20COMMUNITY%20HEALTH%2CCENTER%20PHARMACY%2C+INDIANAPOLIS%2C+IN+46236,IN,46236,DEA,"CENTER PHARMACY, 9443 E. 38TH STREET, INDIANAPOLIS, IN 46236"
"GUARDIAN PHARMACY OF INDIANAPOLIS LTC, LLC",http://maps.google.com/maps?q=GUARDIAN%20PHARMACY%20OF%20INDIANAPOLIS%20LTC%20LLC%2C6530%20CORPORATE%20DRIVE%2C+INDIANAPOLIS%2C+IN+46278,IN,46278,DEA,"6530 CORPORATE DRIVE, INDIANAPOLIS, IN 46278"
HERBST APOTHECARY INC,http://maps.google.com/maps?q=HERBST%20APOTHECARY%20INC%2C201%20N.%20DIXON%20RD.%2C+KOKOMO%2C+IN+46901,IN,46901,DEA,"201 N. DIXON RD., KOKOMO, IN 46901"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C106%20EAST%20MARKET%20STREET%2C+CRAWFORDSVILLE%2C+IN+47933,IN,47933,DEA,"106 EAST MARKET STREET, CRAWFORDSVILLE, IN 47933"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C111%20LAKEVIEW%20DR.%2C+NOBLESVILLE%2C+IN+46060,IN,46060,DEA,"111 LAKEVIEW DR., NOBLESVILLE, IN 46060"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1233%20NORTH%20STATE%20ST.%2C+GREENFIELD%2C+IN+46140,IN,46140,DEA,"1233 NORTH STATE ST., GREENFIELD, IN 46140"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1375%20WEST%2086TH%20ST.%2C+INDIANAPOLIS%2C+IN+46260,IN,46260,DEA,"1375 WEST 86TH ST., INDIANAPOLIS, IN 46260"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1421%20S.%20RANGE%20LINE%20RD.%2C+CARMEL%2C+IN+46032,IN,46032,DEA,"1421 S. RANGE LINE RD., CARMEL, IN 46032"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1545%20NORTH%20MERIDIAN%20ST.%2C+INDIANAPOLIS%2C+IN+46202,IN,46202,DEA,"1545 NORTH MERIDIAN ST., INDIANAPOLIS, IN 46202"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C201%20SOUTH%20JACKSON%20STREET%2C+FRANKFORT%2C+IN+46041,IN,46041,DEA,"201 SOUTH JACKSON STREET, FRANKFORT, IN 46041"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C21%20WEST%20MAIN%20STREET%2C+BROWNSBURG%2C+IN+46112,IN,46112,DEA,"21 WEST MAIN STREET, BROWNSBURG, IN 46112"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C2340%20W%20SYCAMORE%2C+KOKOMO%2C+IN+46901,IN,46901,DEA,"2340 W SYCAMORE, KOKOMO, IN 46901"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C2701%20EAST%203RD%20ST.%2C+BLOOMINGTON%2C+IN+47401,IN,47401,DEA,"2701 EAST 3RD ST., BLOOMINGTON, IN 47401"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C3705%20KENTUCKY%20AVE%2C+INDIANAPOLIS%2C+IN+46221,IN,46221,DEA,"3705 KENTUCKY AVE, INDIANAPOLIS, IN 46221"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C512%20E.%20SEYMOUR%20ST.%2C+KENTLAND%2C+IN+47951,IN,47951,DEA,"512 E. SEYMOUR ST., KENTLAND, IN 47951"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C512%20SAGAMORE%20PKWY%20WEST%2C+WEST%20LAFAYETTE%2C+IN+47906,IN,47906,DEA,"512 SAGAMORE PKWY WEST, WEST LAFAYETTE, IN 47906"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C523%20SOUTH%20STATE%20ROAD%2067%2C+MOORESVILLE%2C+IN+46158,IN,46158,DEA,"523 SOUTH STATE ROAD 67, MOORESVILLE, IN 46158"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C5611%20GEORGETOWN%20RD.%2C+INDIANAPOLIS%2C+IN+46254,IN,46254,DEA,"5611 GEORGETOWN RD., INDIANAPOLIS, IN 46254"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C655%20S.%20US%20HIGHWAY%2031%2C+GREENWOOD%2C+IN+46142,IN,46142,DEA,"655 S. US HIGHWAY 31, GREENWOOD, IN 46142"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C713%20S%20WASHINGTON%20ST%2C+CRAWFORDSVILLE%2C+IN+47933,IN,47933,DEA,"713 S WASHINGTON ST, CRAWFORDSVILLE, IN 47933"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C7915-C%20SOUTH%20EMERSON%20AVE%2C+INDIANAPOLIS%2C+IN+46237,IN,46237,DEA,"7915-C SOUTH EMERSON AVE, INDIANAPOLIS, IN 46237"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C7990%20E%20US%20HIGHWAY%2036%2C+AVON%2C+IN+46123,IN,46123,DEA,"7990 E US HIGHWAY 36, AVON, IN 46123"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C8935%20EAST%2021ST%20STREET%2C+INDIANAPOLIS%2C+IN+46219,IN,46219,DEA,"8935 EAST 21ST STREET, INDIANAPOLIS, IN 46219"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C8970%20S.%20MERIDIAN%20ST.%2C+INDIANAPOLIS%2C+IN+46217,IN,46217,DEA,"8970 S. MERIDIAN ST., INDIANAPOLIS, IN 46217"
"HOOK-SUPERX, L.L.C.",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C905%20POPLAR%20ST.%2C+TERRE%20HAUTE%2C+IN+47807,IN,47807,DEA,"905 POPLAR ST., TERRE HAUTE, IN 47807"
INDIANA HEMOPHILIA-THROMBOSIS,http://maps.google.com/maps?q=INDIANA%20HEMOPHILIATHROMBOSIS%2C8326%20NAAB%20RD%2C+INDIANAPOLIS%2C+IN+46260,IN,46260,DEA,"8326 NAAB RD, INDIANAPOLIS, IN 46260"
"INDIANA UNIVERSITY HEALTH, INC",http://maps.google.com/maps?q=INDIANA%20UNIVERSITY%20HEALTH%20INC%2C1111%20N.%20RONALD%20REAGAN%20PKWY%2C+AVON%2C+IN+46123,IN,46123,DEA,"1111 N. RONALD REAGAN PKWY, AVON, IN 46123"
"INDIANA UNIVERSITY HEALTH, INC",http://maps.google.com/maps?q=INDIANA%20UNIVERSITY%20HEALTH%20INC%2C13100%20E%20136TH%20STREET%2C+FISHERS%2C+IN+46037,IN,46037,DEA,"13100 E 136TH STREET, SUITE 1000, FISHERS, IN 46037"
"INDIANA UNIVERSITY HEALTH, INC",http://maps.google.com/maps?q=INDIANA%20UNIVERSITY%20HEALTH%20INC%2C2209%20JOHN%20R%20WOODEN%20DR%2C+MARTINSVILLE%2C+IN+46151,IN,46151,DEA,"2209 JOHN R WOODEN DR, MARTINSVILLE, IN 46151"
"INDIANA UNIVERSITY HEALTH, INC.",http://maps.google.com/maps?q=INDIANA%20UNIVERSITY%20HEALTH%20INC%2C11700%20NORTH%20MERIDIAN%20STREET%2C+CARMEL%2C+IN+46032,IN,46032,DEA,"11700 NORTH MERIDIAN STREET, B106, CARMEL, IN 46032"
"INDIANA UNIVERSITY HEALTH, INC.",http://maps.google.com/maps?q=INDIANA%20UNIVERSITY%20HEALTH%20INC%2C1801%20N%20SENATE%20BLVD%2C+INDIANAPOLIS%2C+IN+46202,IN,46202,DEA,"1801 N SENATE BLVD, ROOM 105, INDIANAPOLIS, IN 46202"
"INDIANA UNIVERSITY HEALTH, INC.",http://maps.google.com/maps?q=INDIANA%20UNIVERSITY%20HEALTH%20INC%2C550%20N%20UNIVERSITY%20BLVD%2C+INDIANAPOLIS%2C+IN+46202,IN,46202,DEA,"550 N UNIVERSITY BLVD, UH1425, INDIANAPOLIS, IN 46202"
"INDIANA UNIVERSITY HEALTH, INC.",http://maps.google.com/maps?q=INDIANA%20UNIVERSITY%20HEALTH%20INC%2C705%20RILEY%20HOSPITAL%20DR.%2C+INDIANAPOLIS%2C+IN+46202,IN,46202,DEA,"705 RILEY HOSPITAL DR., STE 1201, INDIANAPOLIS, IN 46202"
IU HEALTH ARNETT RETAIL PHARMACY,http://maps.google.com/maps?q=IU%20HEALTH%20ARNETT%20RETAIL%20PHARMACY%2C5165%20MCCARTY%20LN%2C+LAFAYETTE%2C+IN+47905,IN,47905,DEA,"5165 MCCARTY LN, ROOM A1009, LAFAYETTE, IN 47905"
IU HEALTH WEST HOSPITAL,http://maps.google.com/maps?q=IU%20HEALTH%20WEST%20HOSPITAL%2CINPATIENT%20PHARMACY%2C+AVON%2C+IN+46123,IN,46123,DEA,"INPATIENT PHARMACY, 1111 N. RONALD REAGAN PARKWAY, AVON, IN 46123"
MIDTOWN COMMUNITY MENTAL HLTH,http://maps.google.com/maps?q=MIDTOWN%20COMMUNITY%20MENTAL%20HLTH%2CCENTER%20PHARMACY%2C+INDIANAPOLIS%2C+IN+46202,IN,46202,DEA,"CENTER PHARMACY, 1700 NORTH ILLINOIS, INDIANAPOLIS, IN 46202"
NORTH ARLINGTON COMMUNITY,http://maps.google.com/maps?q=NORTH%20ARLINGTON%20COMMUNITY%2CHEALTH%20CENTER%20PHARMACY%2C+INDIANAPOLIS%2C+IN+46219,IN,46219,DEA,"HEALTH CENTER PHARMACY, 2505 N. ALRLINGTON, INDIANAPOLIS, IN 46219"
PECAR COMMUNITY HEALTH CENTER PHARMACY,http://maps.google.com/maps?q=PECAR%20COMMUNITY%20HEALTH%20CENTER%20PHARMACY%2C6940%20N%20MICHIGAN%20ROAD%2C+INDIANAPOLIS%2C+IN+46268,IN,46268,DEA,"6940 N MICHIGAN ROAD, INDIANAPOLIS, IN 46268"
PHARMANEEK INC,http://maps.google.com/maps?q=PHARMANEEK%20INC%2C7345%20WOODLAND%20DR.%2C+INDIANAPOLIS%2C+IN+46278,IN,46278,DEA,"7345 WOODLAND DR., SUITE A, INDIANAPOLIS, IN 46278"
PULASKI MEMORIAL HOSPITAL,http://maps.google.com/maps?q=PULASKI%20MEMORIAL%20HOSPITAL%2C616%20E%2013TH%20STREET%2C+WINAMAC%2C+IN+46996,IN,46996,DEA,"616 E 13TH STREET, P O BOX 279, WINAMAC, IN 46996"
PURDUE UNIVERSITY PHARMACY,http://maps.google.com/maps?q=PURDUE%20UNIVERSITY%20PHARMACY%2CHEINE%20PHARMACY%20BUILDING%20RM%20118%2C+WEST%20LAFAYETTE%2C+IN+47907,IN,47907,DEA,"HEINE PHARMACY BUILDING RM 118, 575 STADIUM MALL DRIVE, WEST LAFAYETTE, IN 47907"
ST. MARGARET'S PHARMACY AT ESKENAZI HEALTH,http://maps.google.com/maps?q=ST%20MARGARETS%20PHARMACY%20AT%20ESKENAZI%20HEALTH%2C720%20ESKENAZI%20AVENUE%2C+INDIANAPOLIS%2C+IN+46202,IN,46202,DEA,"720 ESKENAZI AVENUE, INDIANAPOLIS, IN 46202"
ST. VINCENT MERCY HOSPITAL,http://maps.google.com/maps?q=ST%20VINCENT%20MERCY%20HOSPITAL%2C1331%20SOUTH%20A%20STREET%2C+ELWOOD%2C+IN+46036,IN,46036,DEA,"1331 SOUTH A STREET, ELWOOD, IN 46036"
ST. VINCENT PHARMACY,http://maps.google.com/maps?q=ST%20VINCENT%20PHARMACY%2C2001%20WEST%2086TH%20STREET%2C+INDIANAPOLIS%2C+IN+46260,IN,46260,DEA,"2001 WEST 86TH STREET, INDIANAPOLIS, IN 46260"
WALGREEN CO,http://maps.google.com/maps?q=WALGREEN%20CO%2C2400%20W%20SYCAMORE%20STREET%2C+KOKOMO%2C+IN+46901,IN,46901,DEA,"2400 W SYCAMORE STREET, KOKOMO, IN 46901"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C11020%20PENDLETON%20PIKE%2C+INDIANAPOLIS%2C+IN+46236,IN,46236,DEA,"11020 PENDLETON PIKE, INDIANAPOLIS, IN 46236"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C115%20FIELDS%20STREET%2C+MOORESVILLE%2C+IN+46158,IN,46158,DEA,"115 FIELDS STREET, MOORESVILLE, IN 46158"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C1195%20N%20STATE%20STREET%2C+GREENFIELD%2C+IN+46140,IN,46140,DEA,"1195 N STATE STREET, GREENFIELD, IN 46140"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C1290%20N%20STATE%20RD%20135%2C+GREENWOOD%2C+IN+46142,IN,46142,DEA,"1290 N STATE RD 135, GREENWOOD, IN 46142"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C1300%20WABASH%20AVE%2C+TERRE%20HAUTE%2C+IN+47807,IN,47807,DEA,"1300 WABASH AVE, TERRE HAUTE, IN 47807"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C1400%20N%20RITTER%20AVE.%2C+INDIANAPOLIS%2C+IN+46219,IN,46219,DEA,"1400 N RITTER AVE., SUITE 140, INDIANAPOLIS, IN 46219"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C1424%20S%20RANGELINE%20RD%2C+CARMEL%2C+IN+46032,IN,46032,DEA,"1424 S RANGELINE RD, CARMEL, IN 46032"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C1530%20N%20MERIDIAN%20ST%2C+INDIANAPOLIS%2C+IN+46202,IN,46202,DEA,"1530 N MERIDIAN ST, INDIANAPOLIS, IN 46202"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C1808%20ALBANY%20ST%2C+BEECH%20GROVE%2C+IN+46107,IN,46107,DEA,"1808 ALBANY ST, BEECH GROVE, IN 46107"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C3455%20MANN%20ROAD%2C+INDIANAPOLIS%2C+IN+46221,IN,46221,DEA,"3455 MANN ROAD, INDIANAPOLIS, IN 46221"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C3545%20W%2086TH%20STREET%2C+INDIANAPOLIS%2C+IN+46268,IN,46268,DEA,"3545 W 86TH STREET, INDIANAPOLIS, IN 46268"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C700%20US%20HIGHWAY%2031%20S%2C+GREENWOOD%2C+IN+46143,IN,46143,DEA,"700 US HIGHWAY 31 S, GREENWOOD, IN 46143"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C7975%20E%20US%20HWY%2036%2C+AVON%2C+IN+46123,IN,46123,DEA,"7975 E US HWY 36, AVON, IN 46123"
WALGREEN CO.,http://maps.google.com/maps?q=WALGREEN%20CO%2C8905%20E%2010TH%20ST%2C+INDIANAPOLIS%2C+IN+46219,IN,46219,DEA,"8905 E 10TH ST, INDIANAPOLIS, IN 46219"
WESTSIDE COMMUNITY HLTH CTR,http://maps.google.com/maps?q=WESTSIDE%20COMMUNITY%20HLTH%20CTR%2CPHARMACY%2C+INDIANAPOLIS%2C+IN+46222,IN,46222,DEA,"PHARMACY, 2732 W MICHIGANSTREET, INDIANAPOLIS, IN 46222"
"ARMITAGE PHARMACY, INC.",http://maps.google.com/maps?q=ARMITAGE%20PHARMACY%20INC%2C3650%20W%20ARMITAGE%20AVE%2C+CHICAGO%2C+IL+60647,IL,60647,DEA,"3650 W ARMITAGE AVE, STE 100, CHICAGO, IL 60647"
