,name,state,postal,googleMapsUrl,address,source,source_date,lat,lng
2907,BELLEVUE POLICE DEPARTMENT,OH,44811,"http://maps.google.com/maps?q=3000 SENECA INDUSTRIAL PKWY,+BELLEVUE,+OH+44811&hl=en","3000 SENECA INDUSTRIAL PKWY, BELLEVUE, OH 44811",DEA,NTBD2018,41.28152,-82.87065
2908,BOWLING GREEN POLICE DIVISION,OH,43402,"http://maps.google.com/maps?q=175 W. WOOSTER,+BOWLING GREEN,+OH+43402&hl=en","175 W. WOOSTER, BOWLING GREEN, OH 43402",DEA,NTBD2018,41.37492,-83.651596
2909,CLYDE POLICE DEPARTMENT,OH,43410,"http://maps.google.com/maps?q=222 N. MAIN ST.,+CLYDE,+OH+43410&hl=en","222 N. MAIN ST., CLYDE, OH 43410",DEA,NTBD2018,41.306164,-82.974846
2910,KROGER,OH,43065,"http://maps.google.com/maps?q=3975,+POWELL,+OH+43065&hl=en","3975W. POWELL RD, POWELL, OH 43065",DEA,NTBD2018,40.15875,-83.09932
2911,FREMONT POLICE DEPARTMENT,OH,43420,"http://maps.google.com/maps?q=1141 W. STATE ST.,+FREMONT,+OH+43420&hl=en","1141 W. STATE ST., FREMONT, OH 43420",DEA,NTBD2018,41.35158,-83.12393
2912,GIBSONBURG POLICE DEPARTMENT,OH,43431,"http://maps.google.com/maps?q=214 W. MADISON ST,+GIBSONBURG,+OH+43431&hl=en","214 W. MADISON ST, GIBSONBURG, OH 43431",DEA,NTBD2018,41.384537,-83.321945
2913,ADA OHIO NORTHERN PARKING LOT,OH,45810,"http://maps.google.com/maps?q=S. MAIN ST. @,+ADA,+OH+45810&hl=en","S. MAIN ST. @E. COLLEGE AVE., ADA, OH 45810",DEA,NTBD2018,40.7652935,-83.8232014
2914,FOREST POLICE DEPT. MUNICIPAL BUILDING, REAR,OH,45843,"http://maps.google.com/maps?q=211 W. LIMA ST.,+FOREST,+OH+45843&hl=en","211 W. LIMA ST., FOREST, OH 45843",DEA,NTBD2018,
2915,HARDIN MEMORIAL HOSPITAL NORTH PARKING AREA/MEDICAL OFFICE BUILDING,OH,43326,"http://maps.google.com/maps?q=75 WASHINGTON BLVD @,+KENTON,+OH+43326&hl=en","75 WASHINGTON BLVD @MEMORIAL AVE., KENTON, OH 43326",DEA,NTBD2018,40.647602,-83.59516
2916,RIDGEMONT SCHOOL,OH,43340,"http://maps.google.com/maps?q=560 W. TAYLOR ST.,+MOUNT VICTORY,+OH+43340&hl=en","560 W. TAYLOR ST., MOUNT VICTORY, OH 43340",DEA,NTBD2018,40.532547,-83.52866
2917,FREDERICKTOWN POLICE DEPARTMENT,OH,43019,"http://maps.google.com/maps?q=182 S. MAIN ST.,+FREDERICKTOWN,+OH+43019&hl=en","182 S. MAIN ST., FREDERICKTOWN, OH 43019",DEA,NTBD2018,40.47409,-82.54106
2918,AMHERST POLICE DEPARTMENT,OH,44001,"http://maps.google.com/maps?q=911 N LAKE STREET,+AMHERST,+OH+44001&hl=en","911 N LAKE STREET, AMHERST, OH 44001",DEA,NTBD2018,41.40828,-82.23902
2919,GRAFTON POLICE DEPARTMENT,OH,44044,"http://maps.google.com/maps?q=1009 CHESTNUT STREET,+GRAFTON,+OH+44044&hl=en","1009 CHESTNUT STREET, GRAFTON, OH 44044",DEA,NTBD2018,41.271606,-82.05467
2920,KIPTON VILLAGE HALL,OH,44049,"http://maps.google.com/maps?q=299 STATE STREET,+KIPTON,+OH+44049&hl=en","299 STATE STREET, KIPTON, OH 44049",DEA,NTBD2018,41.271393,-82.30194
2921,LAGRANGE POLICE DEPARTMENT,OH,44050,"http://maps.google.com/maps?q=355 S CENTER STREET,+LAGRANGE,+OH+44050&hl=en","355 S CENTER STREET, LAGRANGE, OH 44050",DEA,NTBD2018,41.23099,-82.11986
2922,OBERLIN POLICE DEPARTMENT,OH,44074,"http://maps.google.com/maps?q=85 S MAIN STREET,+OBERLIN,+OH+44074&hl=en","85 S MAIN STREET, OBERLIN, OH 44074",DEA,NTBD2018,41.289318,-82.21748
2923,VERMILION POLICE DEPARTMENT,OH,44089,"http://maps.google.com/maps?q=5791 LIBERTY AVENUE,+VERMILION,+OH+44089&hl=en","5791 LIBERTY AVENUE, VERMILION, OH 44089",DEA,NTBD2018,41.422035,-82.369415
2924,WELLINGTON POLICE,OH,44090,"http://maps.google.com/maps?q=117 WILLARD MEMORIAL SQ,+WELLINGTON,+OH+44090&hl=en","117 WILLARD MEMORIAL SQ, WELLINGTON, OH 44090",DEA,NTBD2018,41.168457,-82.21717
2925,KROGER,OH,43566,"http://maps.google.com/maps?q=8730 WATERVILLE SWANTON ROAD,+WATERVILLE,+OH+43566&hl=en","8730 WATERVILLE SWANTON ROAD, WATERVILLE, OH 43566",DEA,NTBD2018,41.50943,-83.75775
2926,SPRINGFIELD TOWNSHIP FIRE STATION #3,OH,43537,"http://maps.google.com/maps?q=7145 GARDEN ROAD,+MAUMEE,+OH+43537&hl=en","7145 GARDEN ROAD, MAUMEE, OH 43537",DEA,NTBD2018,41.59563,-83.71108
2927,WASHINGTON TWP FIRE DEPARTMENT,OH,43611,"http://maps.google.com/maps?q=2469 SHORELAND DRIVE,+TOLEDO,+OH+43611&hl=en","2469 SHORELAND DRIVE, TOLEDO, OH 43611",DEA,NTBD2018,41.720528,-83.48587
2928,MARION COUNTY FAIRGROUNDS VETERANS MEMORIAL COLISEUM,OH,43302,"http://maps.google.com/maps?q=220 EAST FAIRGROUND STREET,+MARION,+OH+43302&hl=en","220 EAST FAIRGROUND STREET, MARION, OH 43302",DEA,NTBD2018,40.6026359,-83.124587
2929,WALGREENS,OH,43040,"http://maps.google.com/maps?q=180 COLEMANS CROSSING BLVD,+MARYSVILLE,+OH+43040&hl=en","180 COLEMANS CROSSING BLVD, MARYSVILLE, OH 43040",DEA,NTBD2018,40.239223,-83.35048
2930,MAUMEE POLICE DIVISION,OH,43537,"http://maps.google.com/maps?q=109 EAST DUDLEY ST,+MAUMEE,+OH+43537&hl=en","109 EAST DUDLEY ST, MAUMEE, OH 43537",DEA,NTBD2018,41.56297,-83.65364
2931,ST LUKES HOSPITAL ENTRANCE YELLOW 3,OH,43537,"http://maps.google.com/maps?q=5901 MONCLOVA,+MAUMEE,+OH+43537&hl=en","5901 MONCLOVA, MAUMEE, OH 43537",DEA,NTBD2018,41.558735,-83.681244
2932,MECHANICSBURG POLICE DEPARTMENT MAIN OFFICE,OH,43044,"http://maps.google.com/maps?q=18 N. MAIN ST.,+MECHANICSBURG,+OH+43044&hl=en","18 N. MAIN ST., MECHANICSBURG, OH 43044",DEA,NTBD2018,40.07237,-83.55633
2933,MECHANICSBURG POLICE DEPARTMENT NORTH LEWISBURG OFFICE,OH,43060,"http://maps.google.com/maps?q=60 E. MAPLE ST.,+NORTH LEWISBURG,+OH+43060&hl=en","60 E. MAPLE ST., NORTH LEWISBURG, OH 43060",DEA,NTBD2018,40.222992,-83.5555
2934,WAYNE COUNTY SHERIFF'S OFFICE WAYNE COUNTY JUSTICE CENTER,OH,44691,"http://maps.google.com/maps?q=201 W NORTH ST,+WOOSTER,+OH+44691&hl=en","201 W NORTH ST, WOOSTER, OH 44691",DEA,NTBD2018,40.79914,-81.941925
2935,WOOSTER POLICE DEPARTMENT,OH,44691,"http://maps.google.com/maps?q=3333 BURBANK ROAD,+WOOSTER,+OH+44691&hl=en","3333 BURBANK ROAD, WOOSTER, OH 44691",DEA,NTBD2018,40.83948,-81.93996
2936,CELINA POLICE DEPARTMENT PARKING LOT,OH,45822,"http://maps.google.com/maps?q=225 NORTH MAIN STREET,+CELINA,+OH+45822&hl=en","225 NORTH MAIN STREET, CELINA, OH 45822",DEA,NTBD2018,40.550278,-84.5708
2937,ASHLAND COUNTY SHERIFF'S OFFICE,OH,44805,"http://maps.google.com/maps?q=1205 E. MAIN ST.,+ASHLAND,+OH+44805&hl=en","1205 E. MAIN ST., ASHLAND, OH 44805",DEA,NTBD2018,40.864414,-82.29211
2938,BELLVILLE POLICE DEPARTMENT,OH,44813,"http://maps.google.com/maps?q=320 BELL ST.,+BELLVILLE,+OH+44813&hl=en","320 BELL ST., BELLVILLE, OH 44813",DEA,NTBD2018,40.615486,-82.512505
2939,BUCYRUS POLICE DEPARTMENT,OH,44820,"http://maps.google.com/maps?q=500 S. SANDUSKY AVE.,+BUCYRUS,+OH+44820&hl=en","500 S. SANDUSKY AVE., BUCYRUS, OH 44820",DEA,NTBD2018,40.803993,-82.97557
2940,CAREY POLICE DEPARTMENT,OH,43316,"http://maps.google.com/maps?q=127 N. VANCE ST.,+CAREY,+OH+43316&hl=en","127 N. VANCE ST., CAREY, OH 43316",DEA,NTBD2018,40.952953,-83.38256
2941,CRAWFORD COUNTY SHERIFF'S OFFICE,OH,44820,"http://maps.google.com/maps?q=3613 STETZER RD.,+BUCYRUS,+OH+44820&hl=en","3613 STETZER RD., BUCYRUS, OH 44820",DEA,NTBD2018,40.816025,-82.9384
2942,FOSTORIA POLICE DEPARTMENT,OH,44830,"http://maps.google.com/maps?q=213 S. MAIN ST.,+FOSTORIA,+OH+44830&hl=en","213 S. MAIN ST., FOSTORIA, OH 44830",DEA,NTBD2018,41.156487,-83.41408
2943,FREDERICKTOWN POLICE DEPARTMENT,OH,43019,"http://maps.google.com/maps?q=182 SOUTH MAIN ST.,+FREDERICKTOWN,+OH+43019&hl=en","182 SOUTH MAIN ST., FREDERICKTOWN, OH 43019",DEA,NTBD2018,40.4741,-82.54106
2944,HANCOCK CO. SHERIFF'S OFFICE,OH,45840,"http://maps.google.com/maps?q=200 W. CRAWFORD ST.,+FINDLAY,+OH+45840&hl=en","200 W. CRAWFORD ST., FINDLAY, OH 45840",DEA,NTBD2018,41.0378,-83.65218
2945,HURON COUNTY SHERIFF'S OFFICE,OH,44851,"http://maps.google.com/maps?q=30 PROSPECT ST.,+NEW LONDON,+OH+44851&hl=en","30 PROSPECT ST., NEW LONDON, OH 44851",DEA,NTBD2018,41.08391,-82.40016
2946,MANSFIELD POLICE DEPARTMENT,OH,44906,"http://maps.google.com/maps?q=1125 NATIONAL PARKWAY,+MANSFIELD,+OH+44906&hl=en","1125 NATIONAL PARKWAY, MANSFIELD, OH 44906",DEA,NTBD2018,40.77205,-82.55582
2947,MARION PD MARION COUNTY SHERIFF'S OFFICE,OH,43302,"http://maps.google.com/maps?q=233 W. CENTER ST.,+MARION,+OH+43302&hl=en","233 W. CENTER ST., MARION, OH 43302",DEA,NTBD2018,40.588474,-83.1333
2948,MORROW CO. SHERIFF'S OFFICE KROGER PARKING LOT,OH,43338,"http://maps.google.com/maps?q=555 WEST MARION RD.,+MOUNT GILEAD,+OH+43338&hl=en","555 WEST MARION RD., MOUNT GILEAD, OH 43338",DEA,NTBD2018,40.54879,-82.846016
2949,NORWALK POLICE DEPARTMENT,OH,44857,"http://maps.google.com/maps?q=37 NORTH LINWOOD AVE,+NORWALK,+OH+44857&hl=en","37 NORTH LINWOOD AVE, NORWALK, OH 44857",DEA,NTBD2018,41.24425,-82.61581
2950,RICHLAND CO. SHERIFF'S OFFICE,OH,44905,"http://maps.google.com/maps?q=597 PARK AVE. EAST,+MANSFIELD,+OH+44905&hl=en","597 PARK AVE. EAST, MANSFIELD, OH 44905",DEA,NTBD2018,40.75819,-82.49136
2951,SENECA CO. SHERIFF'S OFFICE,OH,44883,"http://maps.google.com/maps?q=3040 S. ST. RTE. 100,+TIFFIN,+OH+44883&hl=en","3040 S. ST. RTE. 100, TIFFIN, OH 44883",DEA,NTBD2018,41.0795741,-83.2082141
2952,SHELBY POLICE DEPARTMENT,OH,44875,"http://maps.google.com/maps?q=31 MACK AVE,+SHELBY,+OH+44875&hl=en","31 MACK AVE, SHELBY, OH 44875",DEA,NTBD2018,40.874905,-82.65785
2953,TIFFIN POLICE DEPARTMENT,OH,44883,"http://maps.google.com/maps?q=51 E. MARKET ST. #4,+TIFFIN,+OH+44883&hl=en","51 E. MARKET ST. #4TIFFIN, TIFFIN, OH 44883",DEA,NTBD2018,41.0855947,-81.5157856
2954,UPPER SANDUSKY POLICE DEPT,OH,43351,"http://maps.google.com/maps?q=120 N. 7TH STREET,+UPPER SANDUSKY,+OH+43351&hl=en","120 N. 7TH STREET, UPPER SANDUSKY, OH 43351",DEA,NTBD2018,40.82786,-83.28297
2955,WILLARD POLICE DEPARTMENT,OH,44888,"http://maps.google.com/maps?q=425 FORT BALL RD.,+WILLARD,+OH+44888&hl=en","425 FORT BALL RD., WILLARD, OH 44888",DEA,NTBD2018,41.042522,-82.718735
2956,WYANDOT COUNTY SHERIFF'S OFFICE,OH,43351,"http://maps.google.com/maps?q=125 E. WYANDOT AVE,+UPPER SANDUSKY,+OH+43351&hl=en","125 E. WYANDOT AVE, UPPER SANDUSKY, OH 43351",DEA,NTBD2018,40.827503,-83.280205
2957,WYANDOT COUNTY SHERIFF'S OFFICE,OH,43351,"http://maps.google.com/maps?q=125 E.WYANDOT AVE,+UPPER SANDUSKY,+OH+43351&hl=en","125 E.WYANDOT AVE, UPPER SANDUSKY, OH 43351",DEA,NTBD2018,40.827503,-83.280205
2958,PERKINS TOWNSHIP POLICE DEPARTMENT,OH,44870,"http://maps.google.com/maps?q=2610 COLUMBUS AVE,+SANDUSKY,+OH+44870&hl=en","2610 COLUMBUS AVE, SANDUSKY, OH 44870",DEA,NTBD2018,41.43037,-82.69654
2959,PERRYSBURG TOWNSHIP POLICE DEPARTMENT,OH,43551,"http://maps.google.com/maps?q=26711 LIME CITY ROAD,+PERRYSBURG,+OH+43551&hl=en","26711 LIME CITY ROAD, PERRYSBURG, OH 43551",DEA,NTBD2018,41.540005,-83.567635
2960,PIQUA POLICE DEPARTMENT,OH,45356,"http://maps.google.com/maps?q=100 N. WAYNE ST.,+PIQUA,+OH+45356&hl=en","100 N. WAYNE ST., PIQUA, OH 45356",DEA,NTBD2018,40.146633,-84.24092
2961,PUTNAM COUNTY SHERIFF'S OFFICE,OH,45875,"http://maps.google.com/maps?q=1035 HERITAGE TRAIL,+OTTAWA,+OH+45875&hl=en","1035 HERITAGE TRAIL, OTTAWA, OH 45875",DEA,NTBD2018,41.00499,-84.03984
2962,ROSSFORD POLICE DEPARTMENT LOBBY,OH,43460,"http://maps.google.com/maps?q=99 HILLSDALE AVENUE,+ROSSFORD,+OH+43460&hl=en","99 HILLSDALE AVENUE, ROSSFORD, OH 43460",DEA,NTBD2018,41.610867,-83.56177
2963,EASTSIDE FIRE AND POLICE,OH,43420,"http://maps.google.com/maps?q=506 PINE ST.,+FREMONT,+OH+43420&hl=en","506 PINE ST., FREMONT, OH 43420",DEA,NTBD2018,41.348396,-83.10346
2964,RICHWOOD POLICE DEPARTMENT,OH,43344,"http://maps.google.com/maps?q=153 NORTH FRANKLIN ST,+RICHWOOD,+OH+43344&hl=en","153 NORTH FRANKLIN ST, RICHWOOD, OH 43344",DEA,NTBD2018,40.43017,-83.297066
2965,RICHWOOD POLICE DEPARTMENT,OH,43344,"http://maps.google.com/maps?q=153 NORTH FRANKLIN STREET,+RICHWOOD,+OH+43344&hl=en","153 NORTH FRANKLIN STREET, RICHWOOD, OH 43344",DEA,NTBD2018,40.43017,-83.297066
2966,UNION COUNTY SHERIFF'S OFFICE,OH,43040,"http://maps.google.com/maps?q=221 W FIFTH STREET,+MARYSVILLE,+OH+43040&hl=en","221 W FIFTH STREET, MARYSVILLE, OH 43040",DEA,NTBD2018,40.23654,-83.368996
2967,KROGER PARKING LOT,OH,43078,"http://maps.google.com/maps?q=1637 E. U.S. HWY. 36,+URBANA,+OH+43078&hl=en","1637 E. U.S. HWY. 36, URBANA, OH 43078",DEA,NTBD2018,40.1043345,-83.7204821
2968,WALBRIDGE POLICE DEPARTMENT VILLAGE ADMINISTRATION BUILDING,OH,43465,"http://maps.google.com/maps?q=705 N. MAIN ST.,+WALBRIDGE,+OH+43465&hl=en","705 N. MAIN ST., WALBRIDGE, OH 43465",DEA,NTBD2018,41.594486,-83.49344
2969,WAPAKONETA POLICE DEPARTMENT,OH,45895,"http://maps.google.com/maps?q=701 PARLETTE CT,+WAPAKONETA,+OH+45895&hl=en","701 PARLETTE CT, WAPAKONETA, OH 45895",DEA,NTBD2018,40.57702,-84.20256
2970,WOOD COUNTY SHERIFF'S OFFICE DET. SGT. ROD SMITH,OH,43402,"http://maps.google.com/maps?q=1960 E. GYPSY LN,+BOWLING GREEN,+OH+43402&hl=en","1960 E. GYPSY LNBOWLING GREEN, BOWLING GREEN, OH 43402",DEA,NTBD2018,41.3550193,-83.6120073
2971,HENRY COUNTY SHERIFF'S OFFICE,OH,43545,"http://maps.google.com/maps?q=123 E WASHINGTON,+NAPOLEON,+OH+43545&hl=en","123 E WASHINGTON, NAPOLEON, OH 43545",DEA,NTBD2018,41.39113,-84.12463
2972,LUCAS COUNTY HEALTH DEPARTMENT,OH,43604,"http://maps.google.com/maps?q=635 NORTH ERIE STREET,+TOLEDO,+OH+43604&hl=en","635 NORTH ERIE STREET, TOLEDO, OH 43604",DEA,NTBD2018,41.657352,-83.533585
2973,NAPOLEON POLICE DEPARTMENT,OH,43545,"http://maps.google.com/maps?q=310 GLENWOOD AVE,+NAPOLEON,+OH+43545&hl=en","310 GLENWOOD AVE, NAPOLEON, OH 43545",DEA,NTBD2018,41.384155,-84.14123
2974,VAN WERT COUNTY SHERIFF'S OFFICE,OH,45891,"http://maps.google.com/maps?q=113 NORTH MARKET STREET,+VAN WERT,+OH+45891&hl=en","113 NORTH MARKET STREET, VAN WERT, OH 45891",DEA,NTBD2018,40.869835,-84.580795
2975,ARCHBOLD POLICE DEPARTMENT,OH,43502,"http://maps.google.com/maps?q=405 E. LUTZ RD,+ARCHBOLD,+OH+43502&hl=en","405 E. LUTZ RD, ARCHBOLD, OH 43502",DEA,NTBD2018,41.528778,-84.301735
2976,BERKLEY PUBLIC SAFETY,MI,48072,"http://maps.google.com/maps?q=2395 W. 12 MILE,+BERKLEY,+MI+48072&hl=en","2395 W. 12 MILE, BERKLEY, MI 48072",DEA,NTBD2018,42.50327,-83.182655
2977,BRIGHTON POLICE DEPARTMENT,MI,48116,"http://maps.google.com/maps?q=440 S THIRD STREET,+BRIGHTON,+MI+48116&hl=en","440 S THIRD STREET, BRIGHTON, MI 48116",DEA,NTBD2018,42.524757,-83.78739
2978,HENRY FORD CENTER FOR HEALTH SERVICES,MI,48183,"http://maps.google.com/maps?q=23050 WEST RD,+BROWNSTOWN,+MI+48183&hl=en","23050 WEST RD, BROWNSTOWN, MI 48183",DEA,NTBD2018,42.138237,-83.25822
2979,CANTON POLICE DEPARTMENT,MI,48188,"http://maps.google.com/maps?q=1150 S. CANTON CENTER ROAD,+CANTON,+MI+48188&hl=en","1150 S. CANTON CENTER ROAD, CANTON, MI 48188",DEA,NTBD2018,42.299538,-83.48679
2980,CENTER LINE DEPARTMENT OF PUBLIC SAFETY,MI,48015,"http://maps.google.com/maps?q=7070 E 10 MILE ROAD,+CENTER LINE,+MI+48015&hl=en","7070 E 10 MILE ROAD, CENTER LINE, MI 48015",DEA,NTBD2018,42.47725,-83.03369
2981,HARPER WOODS POLICE DEPARTMENT,MI,48225,"http://maps.google.com/maps?q=19617 HARPER,+HARPER WOODS,+MI+48225&hl=en","19617 HARPER, HARPER WOODS, MI 48225",DEA,NTBD2018,42.431797,-82.924126
2982,CLAWSON POLICE DEPARTMENT,MI,48017,"http://maps.google.com/maps?q=425 NORTH MAIN STREET,+CLAWSON,+MI+48017&hl=en","425 NORTH MAIN STREET, CLAWSON, MI 48017",DEA,NTBD2018,42.536644,-83.14648
2983,CLINTON TOWNSHIP POLICE DEPARTMENT,MI,48038,"http://maps.google.com/maps?q=37985 GROESBECK,+CLINTON TOWNSHIP,+MI+48038&hl=en","37985 GROESBECK, CLINTON TOWNSHIP, MI 48038",DEA,NTBD2018,42.5806667,-82.9048529
2984,DEARBORN HEIGHTS POLICE DEPARTMENT,MI,48125,"http://maps.google.com/maps?q=25637 MICHIGAN AVE,+DEARBORN HEIGHTS,+MI+48125&hl=en","25637 MICHIGAN AVE, DEARBORN HEIGHTS, MI 48125",DEA,NTBD2018,42.296997,-83.289024
2985,DEARBORN POLICE DEPARTMENT,MI,48126,"http://maps.google.com/maps?q=16099 MICHIGAN AVE,+DEARBORN,+MI+48126&hl=en","16099 MICHIGAN AVE, DEARBORN, MI 48126",DEA,NTBD2018,42.314064,-83.20268
2986,DECATUR POLICE DEPARTMENT,IN,46733,"http://maps.google.com/maps?q=112 SOUTH 7TH STREET,+DECATUR,+IN+46733&hl=en","112 SOUTH 7TH STREET, DECATUR, IN 46733",DEA,NTBD2018,40.829453,-84.92982
2987,DEFIANCE COUNTY SHERIFF'S OFFICE,OH,43512,"http://maps.google.com/maps?q=113 BIEDE AVE,+DEFIANCE,+OH+43512&hl=en","113 BIEDE AVE, DEFIANCE, OH 43512",DEA,NTBD2018,41.28632,-84.34377
2988,DELTA MEMORIAL HALL,OH,43515,"http://maps.google.com/maps?q=401 MAIN STREET,+DELTA,+OH+43515&hl=en","401 MAIN STREET, DELTA, OH 43515",DEA,NTBD2018,41.5741946,-84.0055463
2989,DETROIT POLICE DEPARTMENT 10TH PRECINCT,MI,48206,"http://maps.google.com/maps?q=12000 LIVERNOIS,+DETROIT,+MI+48206&hl=en","12000 LIVERNOIS, DETROIT, MI 48206",DEA,NTBD2018,42.3765131,-83.1385562
2990,DETROIT POLICE DEPARTMENT 11TH PRECINCT,MI,48234,"http://maps.google.com/maps?q=5100 E. NEVADA,+DETROIT,+MI+48234&hl=en","5100 E. NEVADA, DETROIT, MI 48234",DEA,NTBD2018,42.42611,-83.05192
2991,DETROIT POLICE DEPARTMENT 12TH PRECINCT,MI,48203,"http://maps.google.com/maps?q=1441 W 7 MILE,+HIGHLAND PARK,+MI+48203&hl=en","1441 W 7 MILE, HIGHLAND PARK, MI 48203",DEA,NTBD2018,42.43183,-83.12441
2992,DETROIT POLICE DEPARTMENT 3RD PRECINCT,MI,48202,"http://maps.google.com/maps?q=2875 W. GRAND BLVD,+DETROIT,+MI+48202&hl=en","2875 W. GRAND BLVDSUITE 227, DETROIT, MI 48202",DEA,NTBD2018,42.3677128,-83.0813087
2993,DETROIT POLICE DEPARTMENT 4TH PRECINCT,MI,48209,"http://maps.google.com/maps?q=4700 W. FORT,+DETROIT,+MI+48209&hl=en","4700 W. FORT, DETROIT, MI 48209",DEA,NTBD2018,42.31124,-83.09266
2994,DETROIT POLICE DEPARTMENT 5TH PRECINCT,MI,48215,"http://maps.google.com/maps?q=3500 CONNER AVE,+DETROIT,+MI+48215&hl=en","3500 CONNER AVE, DETROIT, MI 48215",DEA,NTBD2018,42.380974,-82.96606
2995,DETROIT POLICE DEPARTMENT 6TH PRECINCT,MI,48228,"http://maps.google.com/maps?q=11450 WARWICK,+DETROIT,+MI+48228&hl=en","11450 WARWICK, DETROIT, MI 48228",DEA,NTBD2018,42.371,-83.227684
2996,DETROIT POLICE DEPARTMENT 7TH PRECINCT,MI,48207,"http://maps.google.com/maps?q=3501 CHENE ST,+DETROIT,+MI+48207&hl=en","3501 CHENE ST, DETROIT, MI 48207",DEA,NTBD2018,42.35523,-83.03386
2997,DETROIT POLICE DEPARTMENT 8TH PRECINCT,MI,48219,"http://maps.google.com/maps?q=21555 W. MCNICHOLS RD.,+DETROIT,+MI+48219&hl=en","21555 W. MCNICHOLS RD., DETROIT, MI 48219",DEA,NTBD2018,42.41465,-83.25451
2998,DETROIT POLICE DEPARTMENT 9TH PRECINCT,MI,48213,"http://maps.google.com/maps?q=11187 GRATIOT,+DETROIT,+MI+48213&hl=en","11187 GRATIOT, DETROIT, MI 48213",DEA,NTBD2018,42.408638,-82.99506
2999,DETROIT POLICE DEPARTMENT DOWNTOWN SERVICES,MI,48226,"http://maps.google.com/maps?q=20 ATWATER,+DETROIT,+MI+48226&hl=en","20 ATWATER, DETROIT, MI 48226",DEA,NTBD2018,42.328785,-83.04088
3000,ST. JOHNS CONNER CREEK 11TH PRECINCT SECONDARY,MI,48234,"http://maps.google.com/maps?q=4777 E OUTER DRIVE,+DETROIT,+MI+48234&hl=en","4777 E OUTER DRIVE, DETROIT, MI 48234",DEA,NTBD2018,42.441338,-83.02002
3001,EASTPOINTE POLICE DEPARTMENT,MI,48021,"http://maps.google.com/maps?q=16083 NINE MILE ROAD,+EASTPOINTE,+MI+48021&hl=en","16083 NINE MILE ROAD, EASTPOINTE, MI 48021",DEA,NTBD2018,42.46461,-82.95613
3002,ECORSE POLICE DEPARTMENT,MI,48229,"http://maps.google.com/maps?q=3869 W. JEFFERSON AVE,+ECORSE,+MI+48229&hl=en","3869 W. JEFFERSON AVE, ECORSE, MI 48229",DEA,NTBD2018,42.256046,-83.13918
3003,FARMINGTON HILLS POLICE DEPARTMENT,MI,48336,"http://maps.google.com/maps?q=31655 W ELEVEN MILE RD.,+FARMINGTON HILLS,+MI+48336&hl=en","31655 W ELEVEN MILE RD., FARMINGTON HILLS, MI 48336",DEA,NTBD2018,42.48462,-83.36107
3004,FENTON CITY POLICE DEPARTMENT,MI,48430,"http://maps.google.com/maps?q=311 S. LEROY STREET,+FENTON,+MI+48430&hl=en","311 S. LEROY STREET, FENTON, MI 48430",DEA,NTBD2018,42.79393,-83.70517
3005,FERNDALE POLICE DEPARTMENT,MI,48220,"http://maps.google.com/maps?q=310 E. NINE MILE ROAD,+FERNDALE,+MI+48220&hl=en","310 E. NINE MILE ROAD, FERNDALE, MI 48220",DEA,NTBD2018,42.460667,-83.13095
3006,KROGER PHARMACY,IN,46835,"http://maps.google.com/maps?q=6002 ST. JOE CENTER ROAD,+FORT WAYNE,+IN+46835&hl=en","6002 ST. JOE CENTER ROAD, FORT WAYNE, IN 46835",DEA,NTBD2018,41.13486,-85.063705
3007,FULTON COUNTY SHERIFF'S OFFICE,OH,43567,"http://maps.google.com/maps?q=129 COURTHOUSE PLAZA,+WAUSEON,+OH+43567&hl=en","129 COURTHOUSE PLAZA, WAUSEON, OH 43567",DEA,NTBD2018,41.54547,-84.140755
3008,METAMORA FIRE DEPARTMENT,OH,43540,"http://maps.google.com/maps?q=266 MAPLE STREET,+METAMORA,+OH+43540&hl=en","266 MAPLE STREET, METAMORA, OH 43540",DEA,NTBD2018,41.710308,-83.91245
3009,CVS PARKING LOT,MI,48212,"http://maps.google.com/maps?q=9300 JOSEPH CAMPAU,+HAMTRAMCK,+MI+48212&hl=en","9300 JOSEPH CAMPAU, HAMTRAMCK, MI 48212",DEA,NTBD2018,42.393753,-83.05582
3010,HAZEL PARK POLICE DEPARTMENT,MI,48030,"http://maps.google.com/maps?q=111 E NINE MILE,+HAZEL PARK,+MI+48030&hl=en","111 E NINE MILE, HAZEL PARK, MI 48030",DEA,NTBD2018,42.461422,-83.10356
3011,HOLLAND POLICE DEPARTMENT,OH,43528,"http://maps.google.com/maps?q=1245 CLARION AVENUE,+HOLLAND,+OH+43528&hl=en","1245 CLARION AVENUE, HOLLAND, OH 43528",DEA,NTBD2018,41.618702,-83.70971
3012,LAKE ORION POLICE DEPARTMENT,MI,48362,"http://maps.google.com/maps?q=21 E. CHURCH ST.,+LAKE ORION,+MI+48362&hl=en","21 E. CHURCH ST., LAKE ORION, MI 48362",DEA,NTBD2018,42.787148,-83.23959
3013,PROMEDICA BIXBY HOSPITAL,MI,49221,"http://maps.google.com/maps?q=818 RIVERSIDE AVE,+ADRIAN,+MI+49221&hl=en","818 RIVERSIDE AVE, ADRIAN, MI 49221",DEA,NTBD2018,41.912727,-84.049835
3014,MONCLOVA TOWNSHIP FIRE DEPARTMENT,OH,43542,"http://maps.google.com/maps?q=4395 ALBON ROAD,+MONCLOVA,+OH+43542&hl=en","4395 ALBON ROAD, MONCLOVA, OH 43542",DEA,NTBD2018,41.560955,-83.737885
