address_x,googleMapsUrl,lat_x,lng_x,name,postal_x,source,state_x,source_date,address_y,postal_y,state_y,lat_y,lng_y,_merge
"2000 HARRODSBURG ROAD, LEXINGTON, KY 40503",http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C2000%20HARRODSBURG%20ROAD%2C+LEXINGTON%2C+KY+40503,38.02580565,-84.5349217334647,"KENTUCKY CVS PHARMACY, L.L.C.",40503,DEA,KY,April2018,,,,,,left_only
"2222 BARDSTOWN RD., LOUISVILLE, KY 40205",http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C2222%20BARDSTOWN%20RD.%2C+LOUISVILLE%2C+KY+40205,38.2240856,-85.6929648,"KENTUCKY CVS PHARMACY, L.L.C.",40205,DEA,KY,April2018,,,,,,left_only
"3097 TODDS RD., LEXINGTON, KY 40509",http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C3097%20TODDS%20RD.%2C+LEXINGTON%2C+KY+40509,,,"KENTUCKY CVS PHARMACY, L.L.C.",40509,DEA,KY,April2018,3097 TODDS RD.,40509.0,KY,38.009438,-84.42471,both
"3700 BARDSTOWN RD, LOUISVILLE, KY 40218",http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C3700%20BARDSTOWN%20RD%2C+LOUISVILLE%2C+KY+40218,38.1986358,-85.6599605332921,"KENTUCKY CVS PHARMACY, L.L.C.",40218,DEA,KY,April2018,,,,,,left_only
"5121 ANTLE DRIVE, LOUISVILLE, KY 40229",http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C5121%20ANTLE%20DRIVE%2C+LOUISVILLE%2C+KY+40229,38.08801575,-85.6685603217012,"KENTUCKY CVS PHARMACY, L.L.C.",40229,DEA,KY,April2018,,,,,,left_only
"538 LONE OAK RD., PADUCAH, KY 42003",http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C538%20LONE%20OAK%20RD.%2C+PADUCAH%2C+KY+42003,37.0615302626263,-88.6389540606061,"KENTUCKY CVS PHARMACY, L.L.C.",42003,DEA,KY,April2018,,,,,,left_only
"560 N ESTRELLA PKWY STE B9 B10, GOODYEAR, AZ 85338",http://maps.google.com/maps?q=KEY%20HEALTH%20PHARMACY%20LLC%2C560%20N%20ESTRELLA%20PKWY%20STE%20B9%20B10%2C+GOODYEAR%2C+AZ+85338,,,KEY HEALTH PHARMACY LLC,85338,DEA,AZ,April2018,560 N ESTRELLA PKWY STE B9 B10,85338.0,AZ,33.448277,-112.39253,both
"105365 S HWY 102, BLDG M, P O BOX 1059, MCLOUD, OK 74851",http://maps.google.com/maps?q=KICKAPOOIHS%20HEALTH%20CENTER%2C105365%20S%20HWY%20102%2C%20BLDG%20M%2C+MCLOUD%2C+OK+74851,,,KICKAPOO/IHS HEALTH CENTER,74851,DEA,OK,April2018," BLDG M, P O BOX 1059",74851.0,OK,35.4491764,-97.0911761,both
"DBA: WATSONS CITY, 192 SOUTH 7TH ST, RAYMONDVILLE, TX 78580",http://maps.google.com/maps?q=KIEFER%20INC%2CDBA%3A%20WATSONS%20CITY%2C+RAYMONDVILLE%2C+TX+78580,,,KIEFER INC,78580,DEA,TX,April2018, 192 SOUTH 7TH ST,78580.0,TX,26.4811192,-97.7849934,both
"C/O PHARMACY, 271 JERICHO TURNPIKE, SYOSSET, NY 11791",http://maps.google.com/maps?q=KING%20KULLEN%20PHARMACIES%20CORP%2CC/O%20PHARMACY%2C+SYOSSET%2C+NY+11791,40.811652,-73.505287,KING KULLEN PHARMACIES CORP,11791,DEA,NY,Dec2018,,,,,,left_only
"KING KULLEN PHARMACY #33, 460 COUNTY ROAD 111, MANORVILLE, NY 11949",http://maps.google.com/maps?q=KING%20KULLEN%20PHARMACIES%20CORP%2CKING%20KULLEN%20PHARMACY%20#33%2C+MANORVILLE%2C+NY+11949,40.867722,-72.794596,KING KULLEN PHARMACIES CORP,11949,DEA,NY,Dec2018,,,,,,left_only
"613 23RD STREET SUITE 110, ASHLAND, KY 41101",http://maps.google.com/maps?q=KINGS%20DAUGHTERS%2C613%2023RD%20STREET%20SUITE%20110%2C+ASHLAND%2C+KY+41101,,,KING'S DAUGHTERS,41101,DEA,KY,April2018,613 23RD STREET SUITE 110,41101.0,KY,38.47116,-82.63295,both
"145 W. KINGSBRIDGE RD., BRONX, NY 10468",http://maps.google.com/maps?q=KINGSBRIDGE%20PHARMACY%20CORP%2C145%20W.%20KINGSBRIDGE%20RD.%2C+BRONX%2C+NY+10468,40.8694288,-73.903291,KINGSBRIDGE PHARMACY CORP.,10468,DEA,NY,April2018,,,,,,left_only
"104 MASHELL AVE NORTH, PO BOX 99, EATONVILLE, WA 98328",http://maps.google.com/maps?q=KIRKS%20PHARMACY%2C104%20MASHELL%20AVE%20NORTH%2C+EATONVILLE%2C+WA+98328,,,KIRK'S PHARMACY,98328,DEA,WA,April2018, PO BOX 99,98328.0,WA,46.8676206,-122.2691091,both
"11212 SUNRISE BLVD E, SUITE 204, PUYALLUP, WA 98374",http://maps.google.com/maps?q=KIRKS%20PHARMACY%20AT%20SUNRISE%2C11212%20SUNRISE%20BLVD%20E%2C%20SUITE%20204%2C+PUYALLUP%2C+WA+98374,,,KIRK'S PHARMACY AT SUNRISE,98374,DEA,WA,April2018, SUITE 204,98374.0,WA,47.097168,-122.27674,both
"618 S. MERIDIAN, PUYALLUP, WA 98371",http://maps.google.com/maps?q=KIRKS%20PHARMACY%20AT%20HARTLAND%2C618%20S.%20MERIDIAN%2C+PUYALLUP%2C+WA+98371,47.1869760408163,-122.293775795918,KIRKS PHARMACY AT HARTLAND,98371,DEA,WA,April2018,,,,,,left_only
"CENTRAL MARKET, 20148 10TH AVE NE, POULSBO, WA 98370",http://maps.google.com/maps?q=KITSAP%20PHARMACY%20AT%20THE%2CCENTRAL%20MARKET%2C+POULSBO%2C+WA+98370,,,KITSAP PHARMACY AT THE,98370,DEA,WA,April2018, 20148 10TH AVE NE,98370.0,WA,47.746109,-122.6367667,both
"KOMOTO PHARMACY, 1017 ELLINGTON STREET, DELANO, CA 93215",http://maps.google.com/maps?q=KOMOTO%20PHARMACY%2CKOMOTO%20PHARMACY%2C+DELANO%2C+CA+93215,,,KOMOTO PHARMACY,93215,DEA,CA,April2018, 1017 ELLINGTON STREET,93215.0,CA,35.7688735,-119.2540588,both
"25 SOUTHDOWN RD, HUNTINGTON, NY 11743",http://maps.google.com/maps?q=L%20%20W%20CHEMISTS%20INC%2C25%20SOUTHDOWN%20RD%2C+HUNTINGTON%2C+NY+11743,40.8800781428571,-73.4260761428571,L & W CHEMISTS INC,11743,DEA,NY,April2018,,,,,,left_only
"1115 WEST MAIN STREET STE E-1, SANTA MARIA, CA 93458",http://maps.google.com/maps?q=LA%20JOYA%20PHARMACY%2C1115%20WEST%20MAIN%20STREET%20STE%20E-1%2C+SANTA%20MARIA%2C+CA+93458,,,LA JOYA PHARMACY,93458,DEA,CA,April2018,1115 WEST MAIN STREET STE E-1,93458.0,CA,34.953354,-120.45196,both
"100 1ST AVE, SW, LAMOURE, ND 58458",http://maps.google.com/maps?q=LA%20MOURE%20DRUG%20STORE%20INC%2C100%201ST%20AVE%2C%20SW%2C+LAMOURE%2C+ND+58458,46.35718189999999,-98.301677,LA MOURE DRUG STORE INC,58458,DEA,ND,Dec2018,,,,,,left_only
"1011 LAFAYETTE STREET, RICHMOND, VA 23221",http://maps.google.com/maps?q=LAFAYETTE%20PHARMACY%2C1011%20LAFAYETTE%20STREET%2C+RICHMOND%2C+VA+23221,37.5670324261065,-77.4865168989317,LAFAYETTE PHARMACY,23221,DEA,VA,April2018,,,,,,left_only
"412 MAIN STREET, P.O. BOX 609, LA JARA, CO 81140",http://maps.google.com/maps?q=LAJARA%20PHARMACEUTICAL%20CENTER%2C412%20MAIN%20STREET%2C+LA%20JARA%2C+CO+81140,,,LAJARA PHARMACEUTICAL CENTER,81140,DEA,CO,April2018, P.O. BOX 609,81140.0,CO,37.27496,-105.96029,both
"12005 BEE CAVE ROAD, SUITE 1A, BEE CAVE, TX 78738",http://maps.google.com/maps?q=LAKE%20HILLS%20PHARMACY%2C12005%20BEE%20CAVE%20ROAD%2C+BEE%20CAVE%2C+TX+78738,,,LAKE HILLS PHARMACY,78738,DEA,TX,April2018, SUITE 1A,78738.0,TX,30.3079434,-97.9283063,both
"2301 HIGHWAY 71 SOUTH, SPIRIT LAKE, IA 51360",http://maps.google.com/maps?q=LAKES%20REGIONAL%20HEALTHCARE%2C2301%20HIGHWAY%2071%20SOUTH%2C+SPIRIT%20LAKE%2C+IA+51360,,,LAKES REGIONAL HEALTHCARE,51360,DEA,IA,April2018,2301 HIGHWAY 71 SOUTH,51360.0,IA,43.4201555,-95.1311536,both
"1500 CURVE CREST BLVD, STILLWATER, MN 55082",http://maps.google.com/maps?q=LAKEVIEW%20COMMUNITY%20PHARMACY%2C1500%20CURVE%20CREST%20BLVD%2C+STILLWATER%2C+MN+55082,45.039957,-92.843605,LAKEVIEW COMMUNITY PHARMACY,55082,DEA,MN,April2018,,,,,,left_only
"927 WEST CHURCHILL STREET, STILLWATER, MN 55082",http://maps.google.com/maps?q=LAKEVIEW%20MEM%20HOSP%20ASSOC%20INC%2C927%20WEST%20CHURCHILL%20STREET%2C+STILLWATER%2C+MN+55082,,,LAKEVIEW MEM HOSP ASSOC INC,55082,DEA,MN,April2018,927 WEST CHURCHILL STREET,55082.0,MN,45.047045,-92.8205034,both
"16251 MAIN STREET, GUERNEVILLE, CA 95446",http://maps.google.com/maps?q=LARK%20REXALL%20DRUGS%20INC%2C16251%20MAIN%20STREET%2C+GUERNEVILLE%2C+CA+95446,38.501978,-122.997978,LARK REXALL DRUGS INC,95446,DEA,CA,April2018,,,,,,left_only
"1400 NORTH TEXANA ST, HALLETTSVILLE, TX 77964",http://maps.google.com/maps?q=LAVACA%20MEDICAL%20CENTER%2C1400%20NORTH%20TEXANA%20ST%2C+HALLETTSVILLE%2C+TX+77964,29.4574864,-96.9381914570796,LAVACA MEDICAL CENTER,77964,DEA,TX,April2018,,,,,,left_only
"623 MC LEAN AVE, YONKERS, NY 10705",http://maps.google.com/maps?q=LEMAC%20PHARMACY%20INC%2C623%20MC%20LEAN%20AVE%2C+YONKERS%2C+NY+10705,,,LE-MAC PHARMACY INC,10705,DEA,NY,April2018,623 MC LEAN AVE,10705.0,NY,40.90938,-73.879654,both
"20 SOUTH STREET, FRONT ROYAL, VA 22630",http://maps.google.com/maps?q=LESTER%20%20MOWERYS%20%20PHARMACY%2C20%20SOUTH%20STREET%2C+FRONT%20ROYAL%2C+VA+22630,38.91228055,-78.193555052271,LESTER & MOWERY'S  PHARMACY,22630,DEA,VA,April2018,,,,,,left_only
"111 CALUMET AVE SW, DE SMET, SD 57231",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C111%20CALUMET%20AVE%20SW%2C+DE%20SMET%2C+SD+57231,,,LEWIS FAMILY DRUG # 68,57231,DEA,SD,April2018,111 CALUMET AVE SW,57231.0,SD,44.387115,-97.54898,both
"528 S 3RD ST, MOVILLE, IA 51039",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C528%20S%203RD%20ST%2C+MOVILLE%2C+IA+51039,42.4826974285714,-96.0708082857143,LEWIS FAMILY DRUG #42,51039,DEA,IA,April2018,,,,,,left_only
"104 W PARK AVENUE, VIBORG, SD 57070",http://maps.google.com/maps?q=LEWIS%20FAMILY%20DRUG%2C104%20W%20PARK%20AVENUE%2C+VIBORG%2C+SD+57070,,,LEWIS FAMILY DRUG #58,57070,DEA,SD,April2018,104 W PARK AVENUE,57070.0,SD,43.17029,-97.0817,both
"741 SOUTH WASHINGTON AVE, MADISON, SD 57042",http://maps.google.com/maps?q=LEWIS%20MADISON%20DRUG%2C741%20SOUTH%20WASHINGTON%20AVE%2C+MADISON%2C+SD+57042,,,LEWIS MADISON DRUG,57042,DEA,SD,April2018,741 SOUTH WASHINGTON AVE,57042.0,SD,43.9983848,-97.1131459,both
"2901 S MINNESOTA AVE, SIOUX FALLS, SD 57105",http://maps.google.com/maps?q=LEWIS%20SOUTHGATE%20DRUG%2C2901%20S%20MINNESOTA%20AVE%2C+SIOUX%20FALLS%2C+SD+57105,43.518377,-96.731366,LEWIS SOUTHGATE DRUG,57105,DEA,SD,April2018,,,,,,left_only
"315 W CHICKASHA AVE, CHICKASHA, OK 73018",http://maps.google.com/maps?q=LIBERTY%20DRUG%20INC%2C315%20W%20CHICKASHA%20AVE%2C+CHICKASHA%2C+OK+73018,35.051140000000004,-97.93568,LIBERTY DRUG INC,73018,DEA,OK,Dec2018,,,,,,left_only
"471 LENOX AVENUE, NEW YORK, NY 10037",http://maps.google.com/maps?q=LIFE%20PHARMA%20II%20INC%2C471%20LENOX%20AVENUE%2C+NEW%20YORK%2C+NY+10037,40.7052516875,-73.5969090625,LIFE PHARMA II INC,10037,DEA,NY,April2018,,,,,,left_only
"821 SOUTH 38TH STREET, TACOMA, WA 98418",http://maps.google.com/maps?q=LINCOLN%20PHARMACY%2C821%20SOUTH%2038TH%20STREET%2C+TACOMA%2C+WA+98418,47.22316375,-122.44393775,LINCOLN PHARMACY,98418,DEA,WA,April2018,,,,,,left_only
"2415. W. VINE, SUITE 104B, LODI, CA 95242",http://maps.google.com/maps?q=LODI%20HEALTH%20PHARMACY%20WEST%2C2415.%20W.%20VINE%2C+LODI%2C+CA+95242,,,LODI HEALTH PHARMACY WEST,95242,DEA,CA,April2018, SUITE 104B,95242.0,CA,38.1236058,-121.307218,both
"1515 EAST OCEAN AVE, LOMPOC, CA 93436",http://maps.google.com/maps?q=LOMPOC%20VALLEY%20MEDICAL%20CENTER%2C1515%20EAST%20OCEAN%20AVE%2C+LOMPOC%2C+CA+93436,34.64120565,-120.439581801447,LOMPOC VALLEY MEDICAL CENTER,93436,DEA,CA,April2018,,,,,,left_only
"1700 MCHENRY AVE., MODESTO, CA 95350",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C1700%20MCHENRY%20AVE.%2C+MODESTO%2C+CA+95350,37.6701158,-120.993078145692,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95350,DEA,CA,April2018,,,,,,left_only
"1750 41ST AVE, CAPITOLA, CA 95010",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C1750%2041ST%20AVE%2C+CAPITOLA%2C+CA+95010,36.974462,-121.964805,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95010,DEA,CA,April2018,,,,,,left_only
"1792 GARNET AVE, SAN DIEGO, CA 92109",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C1792%20GARNET%20AVE%2C+SAN%20DIEGO%2C+CA+92109,32.8006286776262,-117.237425414362,"LONGS DRUG STORES CALIFORNIA, L.L.C.",92109,DEA,CA,April2018,,,,,,left_only
"1966 MAIN ST, WATSONVILLE, CA 95076",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C1966%20MAIN%20ST%2C+WATSONVILLE%2C+CA+95076,36.9180366,-121.7806611,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95076,DEA,CA,April2018,,,,,,left_only
"2 W FERN AVE, REDLANDS, CA 92373",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2%20W%20FERN%20AVE%2C+REDLANDS%2C+CA+92373,,,"LONGS DRUG STORES CALIFORNIA, L.L.C.",92373,DEA,CA,April2018,2 W FERN AVE,92373.0,CA,34.050377,-117.17894,both
"257 MOUNT HERMON RD, SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C257%20MOUNT%20HERMON%20RD%2C+SCOTTS%20VALLEY%2C+CA+95066,37.0459561718984,-122.028039006699,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95066,DEA,CA,April2018,,,,,,left_only
"2605 WEST MARCH LANE, STOCKTON, CA 95207",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2605%20WEST%20MARCH%20LANE%2C+STOCKTON%2C+CA+95207,37.9848775102041,-121.34014344898,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95207,DEA,CA,April2018,,,,,,left_only
"490 RODRIGUEZ ST, WATSONVILLE, CA 95076",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C490%20RODRIGUEZ%20ST%2C+WATSONVILLE%2C+CA+95076,36.9101867874536,-121.75984214104,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95076,DEA,CA,April2018,,,,,,left_only
"5420 DEWEY DR, FAIR OAKS, CA 95628",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C5420%20DEWEY%20DR%2C+FAIR%20OAKS%2C+CA+95628,38.664297,-121.308494,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95628,DEA,CA,April2018,,,,,,left_only
"6247 GRAHAM HILL RD, FELTON, CA 95018",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C6247%20GRAHAM%20HILL%20RD%2C+FELTON%2C+CA+95018,37.0520869,-122.0706705,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95018,DEA,CA,April2018,,,,,,left_only
"783 RIO DEL MAR BLVD STE 3, APTOS, CA 95003",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C783%20RIO%20DEL%20MAR%20BLVD%20STE%203%2C+APTOS%2C+CA+95003,,,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95003,DEA,CA,April2018,783 RIO DEL MAR BLVD STE 3,95003.0,CA,36.974007,-121.88811,both
"809 BAY AVE, CAPITOLA, CA 95010",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C809%20BAY%20AVE%2C+CAPITOLA%2C+CA+95010,36.9799252,-121.9565076,"LONGS DRUG STORES CALIFORNIA, L.L.C.",95010,DEA,CA,April2018,,,,,,left_only
"31 EAST MAIN STREET, ELMSFORD, NY 10523",http://maps.google.com/maps?q=MARCS%20VILLAGE%20PHARMACY%20INC%2C31%20EAST%20MAIN%20STREET%2C+ELMSFORD%2C+NY+10523,41.0545208422962,-73.8184815503153,MARC'S VILLAGE PHARMACY INC,10523,DEA,NY,April2018,,,,,,left_only
"76 GRAHAM AVE., BROOKLYN, NY 11206",http://maps.google.com/maps?q=MARG%20PHARMACY%2C76%20GRAHAM%20AVE.%2C+BROOKLYN%2C+NY+11206,40.70360895,-73.942262102033,MARG PHARMACY,11206,DEA,NY,April2018,,,,,,left_only
"78 WEST MARKET STREET, CORNING, NY 14830",http://maps.google.com/maps?q=MARKET%20STREET%20APOTHECARY%20LLC%2C78%20WEST%20MARKET%20STREET%2C+CORNING%2C+NY+14830,42.1438945444985,-77.0576779103415,MARKET STREET APOTHECARY LLC,14830,DEA,NY,April2018,,,,,,left_only
"9 WEST MAIN STREET, PO BOX 128, FRIENDSHIP, NY 14739",http://maps.google.com/maps?q=MARKS%20JEFFREY%20A%2C9%20WEST%20MAIN%20STREET%2C+FRIENDSHIP%2C+NY+14739,,,"MARKS, JEFFREY A.",14739,DEA,NY,April2018, PO BOX 128,14739.0,NY,42.207794,-78.13412,both
"217 REMSEN STREET, PO BOX 229, COHOES, NY 12047",http://maps.google.com/maps?q=MARRAS%20PHARMACY%2C217%20REMSEN%20STREET%2C+COHOES%2C+NY+12047,,,MARRA'S PHARMACY,12047,DEA,NY,April2018, PO BOX 229,12047.0,NY,42.7709,-73.7005,both
"24288 THREE NOTCH RD., HOLLYWOOD, MD 20636",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C24288%20THREE%20NOTCH%20RD.%2C+HOLLYWOOD%2C+MD+20636,38.340801,-76.566654,"MARYLAND CVS PHARMACY, L.L.C",20636,DEA,MD,April2018,,,,,,left_only
"1001 YORK ROAD, TOWSON, MD 21204",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C1001%20YORK%20ROAD%2C+TOWSON%2C+MD+21204,39.41038095,-76.6086417298302,"MARYLAND CVS PHARMACY, L.L.C.",21204,DEA,MD,April2018,,,,,,left_only
"15100 BALTIMORE AVE., LAUREL, MD 20707",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C15100%20BALTIMORE%20AVE.%2C+LAUREL%2C+MD+20707,39.09760135,-76.8492760995802,"MARYLAND CVS PHARMACY, L.L.C.",20707,DEA,MD,April2018,,,,,,left_only
"19100 MONTGOMERY VILLAGE AVE., GAITHERSBURG, MD 20886",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C19100%20MONTGOMERY%20VILLAGE%20AVE.%2C+GAITHERSBURG%2C+MD+20886,39.152761,-77.2119826,"MARYLAND CVS PHARMACY, L.L.C.",20886,DEA,MD,April2018,,,,,,left_only
"2003 DAVIDSONVILLE RD., CROFTON, MD 21114",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C2003%20DAVIDSONVILLE%20RD.%2C+CROFTON%2C+MD+21114,39.0176583913043,-76.6929240434783,"MARYLAND CVS PHARMACY, L.L.C.",21114,DEA,MD,April2018,,,,,,left_only
"2601 RIVA RD., ANNAPOLIS, MD 21401",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C2601%20RIVA%20RD.%2C+ANNAPOLIS%2C+MD+21401,,,"MARYLAND CVS PHARMACY, L.L.C.",21401,DEA,MD,April2018,2601 RIVA RD.,21401.0,MD,38.9761,-76.55564,both
"28 MAGOTHY BEACH RD., PASADENA, MD 21122",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C28%20MAGOTHY%20BEACH%20RD.%2C+PASADENA%2C+MD+21122,39.1208092076189,-76.5173088269712,"MARYLAND CVS PHARMACY, L.L.C.",21122,DEA,MD,April2018,,,,,,left_only
"3110 OLNEY SANDY SPRING RD., OLNEY, MD 20832",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3110%20OLNEY%20SANDY%20SPRING%20RD.%2C+OLNEY%2C+MD+20832,39.151658052246,-77.0641599828741,"MARYLAND CVS PHARMACY, L.L.C.",20832,DEA,MD,April2018,,,,,,left_only
"3300A CENTENNIAL LANE, ELLICOTT CITY, MD 21042",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3300A%20CENTENNIAL%20LANE%2C+ELLICOTT%20CITY%2C+MD+21042,39.278601,-76.8614385,"MARYLAND CVS PHARMACY, L.L.C.",21042,DEA,MD,April2018,,,,,,left_only
"3715 UNIVERSITY BOULEVARD WEST, KENSINGTON, MD 20895",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C3715%20UNIVERSITY%20BOULEVARD%20WEST%2C+KENSINGTON%2C+MD+20895,39.0331866908563,-77.0735701171681,"MARYLAND CVS PHARMACY, L.L.C.",20895,DEA,MD,April2018,,,,,,left_only
"402 SO. JEFFERSON STREET, FREDERICK, MD 21701",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C402%20SO.%20JEFFERSON%20STREET%2C+FREDERICK%2C+MD+21701,,,"MARYLAND CVS PHARMACY, L.L.C.",21701,DEA,MD,April2018,402 SO. JEFFERSON STREET,21701.0,MD,39.407505,-77.42938,both
"5870 SILVER HILL RD, SILVER HILL PLAZA, DISTRICT HEIGHTS, MD 20747",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C5870%20SILVER%20HILL%20RD%2C+DISTRICT%20HEIGHTS%2C+MD+20747,,,"MARYLAND CVS PHARMACY, L.L.C.",20747,DEA,MD,April2018, SILVER HILL PLAZA,20747.0,MD,38.85351,-76.90941,both
"6260 CRAIN HWY., LA PLATA, MD 20646",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C6260%20CRAIN%20HWY.%2C+LA%20PLATA%2C+MD+20646,38.54099375,-76.98463675,"MARYLAND CVS PHARMACY, L.L.C.",20646,DEA,MD,April2018,,,,,,left_only
"6480 OLD WATERLOO RD, ELKRIDGE, MD 21075",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C6480%20OLD%20WATERLOO%20RD%2C+ELKRIDGE%2C+MD+21075,39.19248235,-76.7941885359918,"MARYLAND CVS PHARMACY, L.L.C.",21075,DEA,MD,April2018,,,,,,left_only
"7607 GREENBELT ROAD, GREENBELT, MD 20770",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7607%20GREENBELT%20ROAD%2C+GREENBELT%2C+MD+20770,38.99357185,-76.8756343386177,"MARYLAND CVS PHARMACY, L.L.C.",20770,DEA,MD,April2018,,,,,,left_only
"7845 WISE AVE., BALTIMORE, MD 21222",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7845%20WISE%20AVE.%2C+BALTIMORE%2C+MD+21222,39.2664703,-76.4957205882848,"MARYLAND CVS PHARMACY, L.L.C.",21222,DEA,MD,April2018,,,,,,left_only
"7955 TUCKERMAN LANE, ROCKVILLE, MD 20854",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C7955%20TUCKERMAN%20LANE%2C+ROCKVILLE%2C+MD+20854,,,"MARYLAND CVS PHARMACY, L.L.C.",20854,DEA,MD,April2018,7955 TUCKERMAN LANE,20854.0,MD,39.040184,-77.15777,both
"8859 BRANCH AVENUE, CLINTON, MD 20735",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C8859%20BRANCH%20AVENUE%2C+CLINTON%2C+MD+20735,38.7740103006166,-76.8871315256126,"MARYLAND CVS PHARMACY, L.L.C.",20735,DEA,MD,April2018,,,,,,left_only
"9920 KEY WEST AVE, ROCKVILLE, MD 20850",http://maps.google.com/maps?q=MARYLAND%20CVS%20PHARMACY%20LLC%2C9920%20KEY%20WEST%20AVE%2C+ROCKVILLE%2C+MD+20850,,,"MARYLAND CVS PHARMACY, L.L.C.",20850,DEA,MD,April2018,9920 KEY WEST AVE,20850.0,MD,39.10177,-77.21048,both
"99 MASONIC DRIVE, ELIZABETHTOWN, PA 17022",http://maps.google.com/maps?q=MASONIC%20HOMES%20PHARMACY%2C99%20MASONIC%20DRIVE%2C+ELIZABETHTOWN%2C+PA+17022,40.1452344,-76.6101043,MASONIC HOMES PHARMACY,17022,DEA,PA,April2018,,,,,,left_only
"13725 NORTHWEST BLVD, SUITE 130, CORPUS CHRISTI, TX 78410",http://maps.google.com/maps?q=MEDICAL%20PLAZA%20PHARMACY%20INC%2C13725%20NORTHWEST%20BLVD%2C+CORPUS%20CHRISTI%2C+TX+78410,,,MEDICAL PLAZA PHARMACY INC,78410,DEA,TX,April2018, SUITE 130,78410.0,TX,27.856403,-97.63577,both
"1300 EAST 14TH STREET, DES MOINES, IA 50316",http://maps.google.com/maps?q=MEDICAP%20PHARMACY%2C1300%20EAST%2014TH%20STREET%2C+DES%20MOINES%2C+IA+50316,41.602452,-93.600612,MEDICAP PHARMACY,50316,DEA,IA,April2018,,,,,,left_only
